date,jcd,r,r1,r2,r3,3rt
20260619,02,1,3,2,1,31150
20260619,02,2,2,6,3,7560
20260619,02,3,3,2,6,1340
20260619,02,4,2,4,5,1530
20260619,02,5,1,6,3,65630
20260619,02,6,1,2,3,5090
20260619,02,7,1,2,6,1590
20260619,02,8,5,6,1,2150
20260619,02,9,3,5,2,2970
20260619,02,10,6,2,4,30060
20260619,02,11,1,4,3,2180
20260619,02,12,1,4,3,760
20260619,04,1,2,5,6,7150
20260619,04,2,1,5,2,6470
20260619,04,3,2,3,1,1820
20260619,04,4,1,3,5,6150
20260619,04,5,2,6,5,14800
20260619,04,6,2,5,4,2850
20260619,04,7,5,6,3,3610
20260619,04,8,4,2,6,9920
20260619,04,9,3,1,6,1720
20260619,04,10,2,5,4,12660
20260619,04,11,2,4,1,2730
20260619,04,12,1,3,2,3390
20260619,05,1,4,3,5,2660
20260619,05,2,3,5,6,4990
20260619,05,3,1,2,3,890
20260619,05,4,2,1,6,950
20260619,05,5,2,3,5,5150
20260619,05,6,2,1,3,1360
20260619,05,7,2,1,3,480
20260619,05,8,1,3,4,1240
20260619,05,9,6,2,1,2080
20260619,05,10,1,2,3,400
20260619,05,11,2,1,5,3470
20260619,05,12,1,2,6,3060
20260619,07,1,1,3,4,3510
20260619,07,2,3,5,2,4050
20260619,07,3,1,4,3,6050
20260619,07,4,3,2,6,8710
20260619,07,5,1,2,5,1560
20260619,07,6,1,5,4,4780
20260619,07,7,1,2,4,1430
20260619,07,8,2,5,3,2030
20260619,07,9,1,4,2,890
20260619,07,10,1,3,2,790
20260619,07,11,1,2,3,480
20260619,07,12,2,4,5,6680
20260619,09,1,1,3,2,580
20260619,09,2,2,3,5,8980
20260619,09,3,3,1,6,23930
20260619,09,4,1,4,3,8020
20260619,09,5,1,2,5,1080
20260619,09,6,1,3,5,2870
20260619,09,7,2,3,1,9290
20260619,09,8,3,1,4,620
20260619,09,9,1,2,5,430
20260619,09,10,1,5,3,490
20260619,09,11,1,2,4,300
20260619,09,12,1,4,2,810
20260619,11,1,1,2,4,680
20260619,11,2,3,2,4,7560
20260619,11,3,5,6,2,7030
20260619,11,4,3,5,2,6790
20260619,11,5,1,5,2,3620
20260619,11,6,2,1,3,3580
20260619,11,7,1,2,6,950
20260619,11,8,1,2,3,1090
20260619,11,9,4,3,1,14220
20260619,11,10,1,3,4,1230
20260619,11,11,1,2,4,490
20260619,11,12,1,3,4,880
20260619,13,1,3,6,2,3980
20260619,13,2,1,5,2,1230
20260619,13,3,3,1,2,930
20260619,13,4,2,4,3,5150
20260619,13,5,5,2,1,11810
20260619,13,6,1,4,3,1670
20260619,13,7,4,2,1,4070
20260619,13,8,1,2,6,540
20260619,13,9,5,1,4,3810
20260619,13,10,3,1,5,830
20260619,13,11,1,2,3,1410
20260619,13,12,1,6,5,6790
20260619,17,1,1,2,3,690
20260619,17,2,1,3,2,1700
20260619,17,3,3,4,5,1200
20260619,17,4,4,1,3,4600
20260619,17,5,4,1,3,6460
20260619,17,6,3,1,2,1090
20260619,17,7,5,2,3,2870
20260619,17,8,2,4,1,4610
20260619,17,9,3,6,1,5910
20260619,17,10,2,1,6,1960
20260619,17,11,3,2,6,20260
20260619,17,12,1,4,5,2000
20260619,18,1,1,4,6,3680
20260619,18,2,1,6,4,2520
20260619,18,3,1,2,4,940
20260619,18,4,1,6,2,12940
20260619,18,5,2,4,1,23810
20260619,18,6,4,5,1,22650
20260619,18,7,3,1,5,6980
20260619,18,8,2,1,4,4960
20260619,18,9,1,4,2,1440
20260619,18,10,1,3,4,670
20260619,18,11,2,3,4,4990
20260619,18,12,1,4,3,620
20260619,20,1,2,1,6,3890
20260619,20,2,5,1,2,3010
20260619,20,3,1,5,4,1490
20260619,20,4,1,4,6,800
20260619,20,5,3,4,2,77860
20260619,20,6,2,1,6,6210
20260619,20,7,4,1,6,1610
20260619,20,8,1,4,3,5200
20260619,20,9,4,1,2,2790
20260619,20,10,3,6,1,1930
20260619,20,11,1,3,4,370
20260619,20,12,5,3,1,71790
20260619,21,1,1,2,6,630
20260619,21,2,5,1,4,9820
20260619,21,3,4,1,5,9410
20260619,21,4,4,1,6,10610
20260619,21,5,4,2,1,6780
20260619,21,6,3,1,6,46560
20260619,21,7,2,4,1,3640
20260619,21,8,1,3,2,1370
20260619,21,9,1,3,5,870
20260619,21,10,1,3,2,990
20260619,21,11,1,6,2,11140
20260619,21,12,1,3,4,780
20260619,24,1,2,3,6,8210
20260619,24,2,1,2,4,1700
20260619,24,3,1,2,6,3260
20260619,24,4,1,4,5,2040
20260619,24,5,1,4,6,3810
20260619,24,6,3,2,4,10260
20260619,24,7,5,2,6,6270
20260619,24,8,1,4,2,2400
20260619,24,9,1,3,4,2120
20260619,24,10,3,4,6,13590
20260619,24,11,1,4,3,1610
20260619,24,12,1,5,3,1650
