date,jcd,r,r1,r2,r3,3rt
20260701,02,1,6,3,1,7370
20260701,02,2,1,2,5,3090
20260701,02,3,5,2,3,31230
20260701,02,4,1,5,2,1930
20260701,02,5,1,4,3,830
20260701,02,6,2,5,3,49970
20260701,02,7,1,4,2,980
20260701,02,8,1,2,4,1090
20260701,02,9,5,4,1,4270
20260701,02,10,1,2,3,910
20260701,02,11,1,2,6,1280
20260701,02,12,4,3,5,11530
20260701,05,1,1,2,3,1630
20260701,05,2,1,5,4,1390
20260701,05,3,2,6,1,6580
20260701,05,4,1,3,5,790
20260701,05,5,2,5,6,54470
20260701,05,6,1,4,3,6910
20260701,05,7,1,3,6,5110
20260701,05,8,1,3,2,1180
20260701,05,9,1,5,3,2650
20260701,05,10,5,1,4,30440
20260701,05,11,1,2,5,1520
20260701,05,12,1,2,4,780
20260701,06,1,1,2,4,1760
20260701,06,2,3,1,4,1200
20260701,06,3,1,2,3,710
20260701,06,4,2,3,5,540
20260701,06,5,1,4,2,1470
20260701,06,6,1,5,2,1240
20260701,06,7,1,5,2,2690
20260701,06,8,3,5,4,31000
20260701,06,9,2,3,5,11440
20260701,06,10,1,3,6,360
20260701,06,11,3,1,2,1880
20260701,06,12,1,5,2,980
20260701,07,1,1,3,2,1890
20260701,07,2,1,3,2,1040
20260701,07,3,4,2,1,1530
20260701,07,4,5,2,3,6960
20260701,07,5,4,1,2,1950
20260701,07,6,5,3,1,2860
20260701,07,7,1,4,3,870
20260701,07,8,1,2,5,1760
20260701,07,9,1,4,6,490
20260701,07,10,1,2,5,2730
20260701,07,11,1,2,4,1260
20260701,07,12,3,1,6,16440
20260701,08,1,1,3,4,560
20260701,08,2,5,1,2,1970
20260701,08,3,1,6,4,3370
20260701,08,4,1,2,4,910
20260701,08,5,1,4,2,2430
20260701,08,6,1,6,4,1780
20260701,08,7,3,6,2,2610
20260701,08,8,2,1,6,9580
20260701,08,9,1,2,5,1310
20260701,08,10,1,4,2,4480
20260701,08,11,1,4,2,1510
20260701,08,12,1,4,2,790
20260701,10,1,1,4,2,1470
20260701,10,2,2,1,6,16530
20260701,10,3,1,3,2,860
20260701,10,4,1,4,3,1170
20260701,10,5,1,4,3,4250
20260701,10,6,1,5,4,1460
20260701,10,7,2,4,3,10670
20260701,10,8,3,2,4,820
20260701,10,9,3,2,1,9680
20260701,10,10,1,3,5,1520
20260701,10,11,1,2,6,2960
20260701,10,12,3,2,1,6960
20260701,11,1,5,1,2,35160
20260701,11,2,2,1,4,2860
20260701,11,3,3,5,2,12360
20260701,11,4,1,2,5,1330
20260701,11,5,4,5,2,1810
20260701,11,6,1,6,3,1480
20260701,11,7,1,2,3,2620
20260701,11,8,4,5,2,9640
20260701,11,9,1,3,2,830
20260701,11,10,1,4,2,2600
20260701,11,11,1,6,2,5020
20260701,11,12,1,5,6,7430
20260701,16,1,3,4,1,6870
20260701,16,2,4,1,6,4030
20260701,16,3,5,1,2,12290
20260701,16,5,1,3,5,1030
20260701,16,6,3,5,6,5020
20260701,16,7,1,2,5,2120
20260701,16,8,3,1,4,3640
20260701,16,9,1,2,5,1100
20260701,16,10,3,5,1,37840
20260701,16,11,1,4,3,1530
20260701,16,12,5,6,4,29430
20260701,17,1,2,3,5,11260
20260701,17,2,1,6,2,820
20260701,17,3,2,1,4,1380
20260701,17,4,4,5,1,6180
20260701,17,5,1,6,3,2770
20260701,17,6,1,2,3,880
20260701,17,7,3,4,5,19290
20260701,17,8,1,4,2,1140
20260701,17,9,4,5,1,10950
20260701,17,10,5,4,6,116920
20260701,17,11,1,2,3,610
20260701,17,12,1,3,6,1800
20260701,19,1,1,3,2,930
20260701,19,2,4,6,3,14120
20260701,19,3,4,5,2,7270
20260701,19,4,1,5,4,1670
20260701,19,5,1,3,5,2000
20260701,19,6,1,4,2,3210
20260701,19,7,6,5,1,22850
20260701,19,8,1,6,2,19030
20260701,19,9,6,1,5,1990
20260701,19,10,1,3,6,1280
20260701,19,11,2,1,3,2000
20260701,19,12,1,3,5,870
20260701,20,1,3,6,1,6050
20260701,20,2,4,6,1,15110
20260701,20,3,2,3,1,1660
20260701,20,4,1,2,3,1100
20260701,20,5,2,1,5,6940
20260701,20,6,4,6,3,2670
20260701,20,7,1,3,6,950
20260701,20,8,1,3,5,930
20260701,20,9,4,1,6,1020
20260701,20,10,1,3,2,1360
20260701,20,11,1,3,2,890
20260701,20,12,3,4,2,37250
20260701,22,1,1,2,3,450
20260701,22,2,4,2,6,4980
20260701,22,3,1,3,5,1670
20260701,22,4,5,3,4,102040
20260701,22,5,2,5,3,2380
20260701,22,6,3,2,6,1350
20260701,22,7,1,3,4,810
20260701,22,8,1,2,5,560
20260701,22,9,1,2,6,1280
20260701,22,10,1,3,4,3290
20260701,22,11,3,5,1,9270
20260701,22,12,1,2,3,780
20260701,23,1,4,3,5,27240
20260701,23,2,1,3,5,3070
20260701,23,3,1,4,3,2840
20260701,23,4,1,3,2,2970
20260701,23,5,1,2,6,3500
20260701,23,6,1,3,2,890
20260701,23,7,3,2,5,3310
20260701,23,8,5,3,6,123360
20260701,23,9,3,6,1,2300
20260701,23,10,4,1,6,3470
20260701,23,11,1,2,6,3320
20260701,23,12,1,4,6,3860
20260701,24,1,1,2,4,710
20260701,24,2,3,1,2,2040
20260701,24,3,1,2,3,1270
20260701,24,4,1,3,2,730
20260701,24,5,1,2,5,530
20260701,24,6,2,4,6,57030
20260701,24,7,1,4,2,1090
20260701,24,8,1,2,4,1330
20260701,24,9,1,3,2,420
20260701,24,10,1,2,3,630
20260701,24,11,6,1,2,107160
20260701,24,12,5,2,6,114330
