date,jcd,r,r1,r2,r3,3rt,決まり手,天候,風速,波高,水温,気温,単勝_払戻,複勝1_払戻,3連単_払戻,3連複_払戻,2連単_払戻,2連複_払戻,着順1,ST1,着順2,ST2,着順4,ST4,着順6,ST6,着順5,ST5,着順3,ST3
20260804,21,1,1,2,4,2280,逃げ,曇り,2,2,,,,,2280,700,890,830,01,0.12,02,0.17,03,0.10,04,0.13,05,0.12,06,0.38
20260804,21,2,4,6,2,22100,まくり,曇り,1,1,,,,,22100,3380,2980,2470,05,0.25,03,0.23,01,0.17,02,0.21,04,0.20,06,0.23
20260804,21,3,1,3,4,700,逃げ,曇り,2,2,,,,,700,430,220,140,01,0.28,04,0.27,03,0.24,05,0.17,06,0.22,02,0.22
20260804,21,4,1,3,2,760,逃げ,曇り,2,2,,,,,760,280,270,210,01,0.07,03,0.11,05,0.20,06,0.13,04,0.14,02,0.12
20260804,21,5,1,2,6,880,逃げ,曇り,2,2,,,,,880,460,220,290,01,0.23,02,0.22,04,0.16,03,0.15,05,0.17,06,0.19
20260804,21,6,4,2,6,7840,差し,曇り,3,3,,,,,7840,2300,1770,750,05,0.18,02,0.19,01,0.10,03,0.05,04,0.06,06,0.16
20260804,21,7,1,4,6,1890,逃げ,晴,3,3,,,,,1890,870,700,550,01,0.24,04,0.19,02,0.20,03,0.21,06,0.16,05,0.27
20260804,21,8,3,1,6,1370,まくり差し,晴,4,4,,,,,1370,680,400,270,02,0.22,06,0.19,04,0.20,03,0.20,05,0.19,01,0.25
20260804,21,9,1,2,4,480,逃げ,晴,2,2,,,,,480,270,190,150,01,0.07,02,0.23,03,0.16,04,0.12,06,0.12,05,0.15
20260804,21,10,1,3,5,1110,逃げ,晴,4,4,,,,,1110,680,370,310,01,0.18,05,0.19,06,0.13,04,0.08,03,0.07,02,0.18
20260804,21,11,2,5,1,4560,差し,晴,4,4,,,,,4560,400,1910,970,03,0.13,01,0.11,05,0.13,06,0.11,02,0.07,04,0.13
20260804,21,12,1,3,6,2480,逃げ,晴,4,4,,,,,2480,1780,200,180,01,0.16,04,0.19,06,0.44,03,0.27,05,0.20,02,0.19
20260804,19,1,1,2,3,410,逃げ,晴,2,2,,,,,410,290,170,190,01,0.11,02,0.12,04,0.18,05,0.19,06,0.25,03,0.12
20260804,19,2,3,6,1,9960,まくり差し,晴,2,2,,,,,9960,440,2820,1250,03,0.25,04,0.16,06,0.18,02,0.15,05,0.20,01,0.15
20260804,19,3,2,1,3,910,差し,晴,2,2,,,,,910,370,360,250,02,0.15,01,0.11,04,0.14,06,0.14,05,0.12,03,0.13
20260804,19,4,2,1,6,7590,差し,晴,2,2,,,,,7590,1150,1680,560,02,0.16,01,0.17,05,0.19,03,0.29,06,0.17,04,0.18
20260804,19,5,1,4,5,12500,逃げ,晴,2,2,,,,,12500,4220,1880,890,01,0.17,06,0.21,02,0.17,05,0.18,03,0.22,04,0.16
20260804,19,6,5,1,4,12480,まくり差し,晴,2,2,,,,,12480,1430,2200,1060,02,0.18,05,0.19,03,0.11,06,0.10,01,0.08,04,0.14
20260804,19,7,6,1,2,850,差し,晴,2,2,,,,,850,250,400,320,02,0.11,03,0.07,04,0.07,01,0.10,06,0.08,05,0.06
20260804,19,8,3,2,5,8320,抜き,晴,3,3,,,,,8320,2900,1360,820,05,0.06,02,0.13,04,0.11,06,0.16,03,0.12,01,0.10
20260804,19,9,1,5,3,540,逃げ,晴,4,4,,,,,540,180,260,330,01,0.10,06,0.18,04,0.21,05,0.23,02,0.19,03,0.14
20260804,19,10,1,4,2,1150,逃げ,晴,4,4,,,,,1150,440,370,280,01,0.21,03,0.21,02,0.23,04,0.21,06,0.26,05,0.24
20260804,19,11,1,2,4,850,逃げ,晴,4,4,,,,,850,470,250,170,01,0.12,02,0.11,03,0.18,05,0.24,04,0.15,06,0.24
20260804,19,12,1,2,3,,恵まれ,晴,4,4,,,,,,,,,01,0.10,02,0.04,F,F0.01,F,F0.03,F,F0.01,03,0.04
20260804,17,1,3,4,2,1880,恵まれ,晴,1,1,,,,,1880,280,920,310,F,F0.03,03,0.02,02,0.20,04,0.28,05,0.32,01,0.04
20260804,17,2,2,3,1,14790,まくり,晴,1,1,,,,,14790,800,4180,1460,03,0.29,01,0.10,06,0.22,05,0.26,04,0.19,02,0.11
20260804,17,3,3,1,6,7020,まくり,晴,3,3,,,,,7020,480,3240,320,02,0.15,04,0.14,06,0.31,03,0.27,05,0.26,01,0.18
20260804,17,4,1,2,5,2470,逃げ,晴,3,3,,,,,2470,1130,740,730,01,0.08,02,0.09,06,0.11,04,0.14,03,0.08,05,0.07
20260804,17,5,2,4,3,1200,まくり,晴,4,4,,,,,1200,530,410,310,06,0.36,01,0.26,02,0.21,05,0.35,04,0.17,03,0.31
20260804,17,6,3,4,5,5650,抜き,晴,3,3,,,,,5650,3960,1820,830,04,0.35,05,0.22,02,0.13,06,0.15,03,0.14,01,0.16
20260804,17,7,2,5,3,2510,まくり,晴,4,4,,,,,2510,620,710,310,04,0.13,01,0.08,05,0.10,S1,0.18,02,0.06,03,0.09
20260804,17,8,2,4,3,960,まくり,晴,3,3,,,,,960,410,480,310,06,0.16,01,0.19,02,0.15,04,0.17,05,0.16,03,0.20
20260804,17,9,1,3,2,1170,逃げ,晴,4,4,,,,,1170,390,390,330,01,0.04,03,0.14,06,0.37,04,0.15,05,0.40,02,0.12
20260804,17,10,3,1,5,2030,まくり,晴,4,4,,,,,2030,240,900,240,02,0.10,05,0.09,04,0.06,06,0.15,03,0.06,01,0.07
20260804,17,11,3,4,6,6570,まくり,晴,3,3,,,,,6570,3300,1370,2270,05,0.14,06,0.18,02,0.10,03,0.20,04,0.16,01,0.10
20260804,17,12,1,2,4,1230,逃げ,晴,1,1,,,,,1230,760,300,370,01,0.14,02,0.10,03,0.17,05,0.19,06,0.34,04,0.13
20260804,13,1,2,1,5,29140,差し,曇り,3,0,,,,,29140,5750,2490,1150,02,0.03,01,0.02,05,0.09,S1,0.06,03,0.11,04,0.05
20260804,13,2,5,1,2,11110,まくり差し,晴,4,0,,,,,11110,370,4760,470,02,0.22,03,0.13,06,0.12,04,0.10,01,0.11,05,0.17
20260804,13,3,1,6,2,870,逃げ,晴,3,0,,,,,870,200,400,360,01,0.20,03,0.19,04,0.21,02,0.19,06,0.31,05,0.22
20260804,13,4,1,2,5,1390,逃げ,晴,0,0,,,,,1390,590,680,560,01,0.21,02,0.29,04,0.07,06,0.17,03,0.06,05,0.11
20260804,13,5,1,5,3,840,逃げ,晴,3,0,,,,,840,310,350,260,01,0.11,04,0.09,05,0.08,06,0.02,02,0.04,03,0.11
20260804,13,6,1,4,2,990,逃げ,晴,0,0,,,,,990,330,200,170,01,0.17,03,0.17,02,0.12,06,0.14,04,0.12,05,0.13
