date,jcd,r,r1,r2,r3,3rt
20260717,01,1,1,4,5,2620
20260717,01,2,2,3,1,3310
20260717,01,3,2,4,5,16500
20260717,01,4,4,2,6,5510
20260717,01,5,2,4,3,5910
20260717,01,6,4,1,5,2210
20260717,01,7,1,3,4,390
20260717,01,8,1,3,5,1090
20260717,01,9,3,1,2,3580
20260717,01,10,1,3,4,810
20260717,02,1,1,2,3,2440
20260717,02,2,2,6,3,3040
20260717,02,3,1,5,4,15560
20260717,02,4,2,5,1,5570
20260717,02,5,4,2,5,4420
20260717,02,6,5,2,4,10550
20260717,02,7,4,6,2,40730
20260717,02,8,4,6,3,7330
20260717,02,9,2,4,5,5270
20260717,02,10,1,6,3,3940
20260717,02,11,3,1,5,1270
20260717,02,12,4,3,5,48310
20260717,07,1,1,2,3,1350
20260717,07,2,3,1,5,6200
20260717,07,3,1,4,3,3210
20260717,07,4,1,3,5,3490
20260717,07,5,1,4,5,2220
20260717,07,6,1,5,3,6430
20260717,07,7,1,5,4,3640
20260717,07,8,1,6,2,11920
20260717,07,9,5,4,3,39780
20260717,07,10,1,5,6,3470
20260717,07,11,5,1,6,31840
20260717,07,12,1,3,5,1250
20260717,08,1,1,3,4,970
20260717,08,2,1,5,2,11750
20260717,08,3,1,6,2,5140
20260717,08,4,4,5,6,7640
20260717,08,5,3,6,5,1900
20260717,08,6,1,3,2,2250
20260717,08,7,2,4,1,20560
20260717,08,8,5,2,1,20420
20260717,08,9,2,1,6,3190
20260717,08,10,1,3,4,490
20260717,08,11,1,2,3,950
20260717,08,12,1,2,5,1790
20260717,11,1,1,2,3,1710
20260717,11,2,3,4,2,16810
20260717,11,3,3,5,2,13800
20260717,11,4,1,4,2,2330
20260717,11,5,3,4,1,19890
20260717,11,6,1,4,6,2530
20260717,11,7,2,1,4,2210
20260717,11,8,2,1,4,1120
20260717,11,9,1,3,6,1680
20260717,11,10,4,1,2,4310
20260717,11,11,1,2,6,4590
20260717,11,12,1,3,6,2960
20260717,12,1,6,2,3,50530
20260717,12,2,1,3,4,890
20260717,12,3,1,2,6,6410
20260717,12,4,3,2,1,2820
20260717,12,5,1,6,4,5970
20260717,12,6,2,1,5,6640
20260717,12,7,3,1,4,6880
20260717,12,8,4,3,6,8590
20260717,12,9,4,6,1,2440
20260717,12,10,4,5,2,9440
20260717,12,11,2,3,1,5010
20260717,12,12,1,2,6,1130
20260717,13,1,4,2,3,5590
20260717,13,2,4,1,3,2220
20260717,13,3,4,3,5,31070
20260717,13,4,1,6,5,50620
20260717,13,5,4,2,5,13620
20260717,13,6,1,2,3,420
20260717,13,7,1,3,4,740
20260717,13,8,1,3,4,1520
20260717,13,9,1,2,6,1550
20260717,13,10,1,3,6,430
20260717,13,11,1,4,2,2080
20260717,13,12,1,2,3,580
20260717,16,1,2,6,3,32890
20260717,16,2,4,5,3,23120
20260717,16,3,3,6,5,10140
20260717,16,4,1,2,4,3170
20260717,16,5,3,2,5,14420
20260717,16,6,1,5,6,1920
20260717,16,7,2,6,1,2250
20260717,16,8,2,5,3,8420
20260717,16,9,2,1,5,3880
20260717,16,10,1,3,2,1050
20260717,16,11,1,2,3,630
20260717,16,12,1,2,3,1100
20260717,17,1,1,2,4,730
20260717,17,2,4,1,3,5800
20260717,17,3,2,1,5,1390
20260717,17,4,3,1,6,19680
20260717,17,5,5,4,2,13170
20260717,17,6,3,1,6,1520
20260717,17,7,1,5,3,960
20260717,17,8,2,3,6,3110
20260717,17,9,2,3,1,5100
20260717,17,10,3,1,5,740
20260717,17,11,3,2,4,18050
20260717,17,12,4,5,6,2480
20260717,18,1,1,2,3,640
20260717,18,2,1,2,3,1400
20260717,18,3,3,1,2,2120
20260717,18,4,1,3,2,2810
20260717,18,5,1,4,6,1190
20260717,18,6,1,2,6,11980
20260717,18,7,2,1,3,1150
20260717,18,8,1,5,3,23180
20260717,18,9,1,4,2,1420
20260717,18,10,2,3,1,5040
20260717,18,11,1,3,2,1540
20260717,18,12,1,3,2,1700
20260717,21,1,1,3,5,580
20260717,21,2,1,4,3,810
20260717,21,3,5,3,6,6390
20260717,21,4,4,5,6,42320
20260717,21,5,1,2,3,1040
20260717,21,6,6,4,5,13850
20260717,21,7,4,1,3,2580
20260717,21,8,1,5,2,2210
20260717,21,9,2,5,1,43700
20260717,21,10,5,1,3,5170
20260717,21,11,1,2,6,2340
20260717,21,12,1,2,4,1280
20260717,24,1,1,3,2,800
20260717,24,2,1,2,3,1200
20260717,24,3,1,5,3,3520
20260717,24,4,2,1,4,10910
20260717,24,5,1,4,2,2060
20260717,24,6,1,2,3,830
20260717,24,7,1,2,3,720
20260717,24,8,3,1,4,13950
20260717,24,9,5,3,1,17930
20260717,24,10,3,1,2,17440
20260717,24,11,3,1,5,4680
20260717,24,12,3,1,2,2420
