date,jcd,r,r1,r2,r3,3rt
20260624,03,1,4,1,5,1860
20260624,03,2,3,1,5,5350
20260624,03,3,3,1,5,2270
20260624,03,4,2,1,5,3290
20260624,03,5,1,2,3,1160
20260624,03,6,2,4,6,2860
20260624,03,7,1,2,3,560
20260624,03,8,2,6,1,14150
20260624,03,9,3,4,1,5600
20260624,03,10,5,1,6,15830
20260624,03,11,1,6,3,21340
20260624,03,12,1,3,4,1340
20260624,04,1,1,3,5,2390
20260624,04,2,2,4,6,25560
20260624,04,3,3,2,1,5450
20260624,04,4,3,4,2,7440
20260624,04,5,4,6,2,2760
20260624,04,6,1,2,3,1380
20260624,04,7,1,3,2,2410
20260624,04,8,3,1,4,3450
20260624,04,9,2,3,1,8410
20260624,04,10,1,2,3,810
20260624,04,11,1,3,5,1390
20260624,04,12,4,1,5,12020
20260624,06,1,1,2,4,2260
20260624,06,2,1,6,3,2820
20260624,06,3,1,4,3,1290
20260624,06,4,1,4,2,940
20260624,06,5,4,6,2,1760
20260624,06,6,5,6,2,13130
20260624,06,7,5,1,6,29410
20260624,06,8,1,4,3,1070
20260624,06,9,1,5,3,3950
20260624,06,10,1,2,4,610
20260624,06,11,1,2,5,1160
20260624,06,12,1,6,4,2970
20260624,07,1,2,3,5,3100
20260624,07,2,1,3,2,710
20260624,07,3,1,3,6,790
20260624,07,4,5,2,3,4850
20260624,07,5,3,6,1,930
20260624,07,6,1,2,5,670
20260624,07,7,1,4,2,1940
20260624,07,8,4,2,1,2140
20260624,07,9,1,2,5,560
20260624,07,10,1,3,2,7540
20260624,07,11,1,3,5,550
20260624,07,12,1,2,4,1090
20260624,08,1,2,1,5,4800
20260624,08,2,5,4,3,11650
20260624,08,3,3,2,1,3390
20260624,08,4,1,6,3,11820
20260624,08,5,1,3,5,1100
20260624,08,6,6,1,2,2590
20260624,08,7,1,3,5,520
20260624,08,8,3,1,6,3190
20260624,08,9,1,3,4,1030
20260624,08,10,1,2,5,1070
20260624,08,11,1,2,5,2300
20260624,08,12,1,2,4,620
20260624,09,1,3,5,2,47460
20260624,09,2,1,4,3,1310
20260624,09,3,1,2,6,3240
20260624,09,4,2,5,1,2670
20260624,09,5,1,2,4,730
20260624,09,6,6,1,3,1380
20260624,09,7,2,1,6,1270
