date,jcd,r,r1,r2,r3,3rt
20260707,01,1,2,6,4,5470
20260707,01,2,3,2,5,12710
20260707,01,3,2,3,6,4740
20260707,01,4,2,3,4,1200
20260707,01,5,6,1,5,21320
20260707,01,6,1,3,2,540
20260707,01,7,1,3,5,560
20260707,01,8,1,2,3,1650
20260707,01,9,3,6,4,3950
20260707,01,10,1,3,4,1940
20260707,01,11,3,1,2,4630
20260707,01,12,1,4,2,690
20260707,02,1,4,1,5,2480
20260707,02,2,5,1,4,11140
20260707,02,3,4,6,2,6770
20260707,02,4,1,5,6,5670
20260707,02,5,4,1,2,3050
20260707,02,6,1,2,5,630
20260707,02,7,5,4,1,5800
20260707,02,8,2,3,1,7610
20260707,02,9,3,5,1,2930
20260707,02,10,2,1,5,4670
20260707,02,11,1,2,4,1420
20260707,02,12,1,3,5,1470
20260707,04,1,6,2,3,4050
20260707,04,2,1,5,2,9240
20260707,04,3,3,4,6,1520
20260707,04,4,3,4,1,1950
20260707,04,5,2,3,5,4500
20260707,04,6,1,5,4,1340
20260707,04,7,1,6,4,2440
20260707,04,8,2,1,5,2490
20260707,04,9,1,4,3,1060
20260707,04,10,1,4,2,2950
20260707,04,11,1,2,5,1860
20260707,04,12,1,3,2,2150
20260707,05,1,4,1,5,21770
20260707,05,2,1,4,6,12410
20260707,05,3,1,5,3,1540
20260707,05,4,2,1,6,2880
20260707,05,5,1,3,5,2690
20260707,05,6,5,4,1,51110
20260707,05,7,4,2,5,5400
20260707,05,8,3,1,6,1900
20260707,05,9,3,5,6,20900
20260707,05,10,3,1,6,2090
20260707,05,11,5,3,2,45250
20260707,05,12,3,5,6,10270
20260707,08,1,2,6,4,127190
20260707,08,2,3,2,1,9780
20260707,08,3,1,6,2,1330
20260707,08,4,1,3,5,1430
20260707,08,5,4,5,6,29500
20260707,08,6,4,1,2,3980
20260707,08,7,6,4,2,5550
20260707,08,8,2,3,6,2000
20260707,08,9,6,1,2,74510
20260707,08,10,3,1,2,10170
20260707,08,11,1,2,6,1890
20260707,08,12,1,6,2,5890
20260707,10,1,3,1,6,5520
20260707,10,2,6,2,3,20370
20260707,10,3,1,3,2,690
20260707,10,4,1,5,2,840
20260707,10,5,4,1,2,46370
20260707,10,6,5,1,6,2270
20260707,10,7,1,3,2,10260
20260707,10,8,2,1,4,1260
20260707,10,9,1,5,6,25350
20260707,10,10,3,5,1,4410
20260707,10,11,6,2,1,17160
20260707,10,12,1,2,4,1430
20260707,11,1,1,5,3,14820
20260707,11,2,1,4,3,4800
20260707,11,3,1,3,4,660
20260707,11,4,4,2,6,14630
20260707,11,5,1,2,5,1460
20260707,11,6,3,2,4,1580
20260707,11,7,2,3,4,10260
20260707,11,8,1,2,3,9380
20260707,11,9,1,3,4,2230
20260707,11,10,3,1,4,1690
20260707,11,11,1,6,4,8500
20260707,11,12,1,3,5,2000
20260707,12,1,1,3,4,1910
20260707,12,2,1,2,3,1730
20260707,12,3,4,6,2,4260
20260707,12,4,1,2,3,350
20260707,12,5,2,1,5,28980
20260707,12,6,1,5,2,1530
20260707,12,7,4,5,3,47640
20260707,12,8,1,3,4,1970
20260707,12,9,1,2,3,640
20260707,12,10,1,2,5,570
20260707,12,11,2,4,5,310
20260707,12,12,2,3,1,13740
20260707,13,1,2,1,5,11580
20260707,13,2,1,2,4,760
20260707,13,3,2,1,3,6080
20260707,13,4,4,5,3,32860
20260707,13,5,3,1,2,2290
20260707,13,6,1,5,6,26750
20260707,13,7,1,4,5,760
20260707,13,8,1,6,4,1520
20260707,13,9,3,1,5,3840
20260707,13,10,1,3,6,3180
20260707,13,11,4,5,2,24540
20260707,13,12,1,2,4,670
20260707,18,1,1,3,4,1020
20260707,18,2,1,3,2,1230
20260707,18,3,6,1,4,26580
20260707,18,4,5,4,1,36220
20260707,18,5,1,3,5,1010
20260707,18,6,1,5,2,1230
20260707,18,7,3,5,4,3950
20260707,18,8,1,3,4,880
20260707,18,9,3,1,5,3190
20260707,18,10,2,1,6,4130
20260707,18,11,1,4,2,1630
20260707,18,12,1,3,5,550
20260707,20,1,2,3,4,13430
20260707,20,2,2,1,6,5840
20260707,20,3,1,3,2,3390
20260707,20,4,3,5,2,4310
20260707,20,5,2,1,3,670
20260707,20,6,6,3,1,7550
20260707,20,7,3,4,1,4190
20260707,20,8,2,6,1,42460
20260707,20,9,1,3,2,2310
20260707,20,10,1,4,3,1620
20260707,20,11,1,4,3,1080
20260707,20,12,1,3,2,1010
20260707,24,1,3,4,1,16940
20260707,24,2,1,4,3,1160
20260707,24,3,2,5,4,1850
20260707,24,4,4,1,5,2360
20260707,24,5,1,3,5,800
20260707,24,6,2,3,1,2250
20260707,24,7,4,1,5,3310
20260707,24,8,2,1,5,1390
20260707,24,9,1,2,3,770
20260707,24,10,1,3,4,830
20260707,24,11,1,2,4,5170
20260707,24,12,1,2,3,2910
