date,jcd,r,r1,r2,r3,3rt
20260713,03,1,1,2,4,900
20260713,03,2,3,6,4,3810
20260713,03,3,4,3,2,10090
20260713,03,4,1,2,3,3010
20260713,03,5,2,5,1,5270
20260713,03,6,2,1,3,3100
20260713,03,7,2,6,3,2180
20260713,03,8,1,3,6,8560
20260713,03,9,1,5,4,5970
20260713,03,10,3,1,2,1800
20260713,03,11,5,1,4,2270
20260713,03,12,5,2,3,74970
20260713,04,1,1,4,6,3190
20260713,04,2,1,3,6,2590
20260713,04,3,3,6,1,7010
20260713,04,4,1,3,4,6180
20260713,04,5,5,1,6,3380
20260713,04,6,2,5,6,6950
20260713,04,7,2,4,3,1520
20260713,04,8,4,1,5,940
20260713,04,9,1,5,2,6700
20260713,04,10,1,3,4,2020
20260713,04,11,1,4,5,4860
20260713,04,12,1,2,3,1270
20260713,05,1,1,2,5,3500
20260713,05,2,3,6,4,9370
20260713,05,3,2,1,4,4530
20260713,05,4,1,4,6,19560
20260713,05,5,1,4,2,1580
20260713,05,6,1,2,6,28710
20260713,05,7,1,2,4,1690
20260713,05,8,1,2,4,1690
20260713,05,9,1,6,4,9720
20260713,05,10,1,2,6,430
20260713,05,11,1,2,5,660
20260713,05,12,3,4,1,5920
20260713,06,1,1,3,5,2260
20260713,06,2,2,5,3,19300
20260713,06,3,3,2,6,3580
20260713,06,4,2,1,5,2370
20260713,06,5,1,4,5,1070
20260713,06,6,1,4,5,9290
20260713,06,7,4,6,5,42700
20260713,06,8,3,1,5,3060
20260713,06,9,3,1,2,1900
20260713,06,10,1,2,6,2310
20260713,06,11,1,3,5,550
20260713,06,12,1,2,4,1680
20260713,07,1,1,2,3,900
20260713,07,2,4,1,2,4840
20260713,07,3,2,1,3,940
20260713,07,4,1,4,2,1840
20260713,07,5,3,4,2,16160
20260713,07,6,5,2,3,8100
20260713,07,7,1,5,4,2890
20260713,07,8,2,4,5,55430
20260713,07,9,1,2,6,760
20260713,07,10,1,2,6,1030
20260713,07,11,1,4,3,1200
20260713,07,12,1,4,2,910
20260713,09,1,1,4,3,690
20260713,09,2,2,1,4,4750
20260713,09,3,1,3,2,1900
20260713,09,4,3,1,4,5640
20260713,09,5,1,2,4,810
20260713,09,6,2,3,5,760
20260713,09,7,4,5,3,3660
20260713,09,8,1,4,2,2290
20260713,09,9,1,3,4,860
20260713,09,10,1,2,3,950
20260713,09,11,1,2,4,280
20260713,09,12,1,4,3,3540
20260713,13,1,1,2,3,620
20260713,13,2,1,3,4,690
20260713,13,3,4,1,2,26130
20260713,13,4,1,6,3,2920
20260713,13,5,4,1,2,3410
20260713,13,6,1,3,4,780
20260713,13,7,1,5,2,3840
20260713,13,8,4,6,1,20910
20260713,13,9,5,1,4,3830
20260713,13,10,3,5,2,71770
20260713,13,11,1,3,5,810
20260713,13,12,1,4,2,1910
20260713,14,1,1,2,6,720
20260713,14,2,1,2,5,3040
20260713,14,3,2,4,1,16380
20260713,14,4,1,5,4,3460
20260713,14,5,3,2,4,12280
20260713,14,6,3,2,4,6740
20260713,14,7,3,1,5,1160
20260713,14,8,3,4,6,12210
20260713,14,9,1,3,5,4610
20260713,14,10,1,3,4,1070
20260713,14,11,1,3,6,6650
20260713,14,12,1,5,2,1930
20260713,15,1,4,1,5,5670
20260713,15,2,1,4,6,10480
20260713,15,3,6,1,3,7150
20260713,15,4,4,6,5,3020
20260713,15,5,1,5,6,1700
20260713,15,6,1,4,5,1690
20260713,15,7,1,6,5,1090
20260713,15,8,1,2,4,400
20260713,15,9,3,4,2,7680
20260713,15,10,1,2,4,600
20260713,15,11,1,2,4,440
20260713,15,12,1,3,6,1680
20260713,16,1,1,2,5,3240
20260713,16,2,5,4,6,19110
20260713,16,3,4,1,5,1100
20260713,16,4,1,4,5,780
20260713,16,5,2,3,1,6650
20260713,16,6,1,4,2,440
20260713,16,7,1,3,2,950
20260713,16,8,1,6,2,2280
20260713,16,9,1,4,2,1670
20260713,16,10,1,4,3,990
20260713,16,11,2,1,6,4050
20260713,16,12,6,1,4,75950
20260713,19,1,5,3,6,2820
20260713,19,2,1,3,5,1640
20260713,19,3,5,1,3,20800
20260713,19,4,1,2,3,1240
20260713,19,5,4,2,6,56000
20260713,19,6,2,3,4,3350
20260713,19,7,3,4,1,14110
20260713,19,8,1,2,3,690
20260713,19,9,1,4,2,1180
20260713,19,10,1,2,4,570
20260713,19,11,3,1,2,6170
20260713,19,12,1,6,3,10210
20260713,22,1,1,2,5,2530
20260713,22,2,3,4,1,1920
20260713,22,3,1,3,4,1020
20260713,22,4,4,2,5,3160
20260713,22,5,2,5,4,4100
20260713,22,6,2,3,5,650
20260713,22,7,1,3,2,800
20260713,22,8,1,2,3,590
20260713,22,9,1,3,5,1860
20260713,22,10,2,1,5,5480
20260713,22,11,1,2,5,500
20260713,22,12,1,2,4,530
20260713,23,1,1,2,4,650
20260713,23,2,1,2,4,2350
20260713,23,3,2,4,1,13060
20260713,23,4,1,4,2,1750
20260713,23,5,1,2,3,340
20260713,23,6,2,1,4,1120
20260713,23,7,3,4,2,1250
20260713,23,8,1,6,2,4230
20260713,23,9,6,5,4,17190
20260713,23,10,1,2,4,1390
20260713,23,11,1,5,2,2050
20260713,23,12,1,5,6,1550
