date,jcd,r,r1,r2,r3,3rt
20260714,01,1,2,4,6,1560
20260714,01,2,1,2,3,3140
20260714,01,3,1,3,2,1330
20260714,01,4,1,4,2,1550
20260714,01,5,1,2,5,2040
20260714,01,6,1,3,4,1130
20260714,01,7,1,6,5,23300
20260714,01,8,3,5,4,38920
20260714,01,9,1,2,3,4400
20260714,01,10,2,1,3,3150
20260714,01,11,1,4,3,1330
20260714,01,12,1,6,2,4070
20260714,03,1,1,4,2,1780
20260714,03,2,1,4,6,1580
20260714,03,3,1,2,5,1640
20260714,03,4,1,2,5,1210
20260714,03,5,2,1,3,2210
20260714,03,6,4,1,2,4830
20260714,03,7,2,1,3,1850
20260714,03,8,1,2,3,530
20260714,03,9,1,3,5,1090
20260714,03,10,4,2,3,32410
20260714,03,11,1,2,4,500
20260714,03,12,1,4,3,2050
20260714,04,1,5,2,3,2120
20260714,04,2,3,4,2,1930
20260714,04,3,1,2,6,12290
20260714,04,4,1,2,4,3510
20260714,04,5,2,3,4,1410
20260714,04,6,3,2,5,5420
20260714,04,7,4,2,3,970
20260714,04,8,3,4,1,1930
20260714,04,9,4,6,5,10230
20260714,04,10,2,3,1,4150
20260714,04,11,1,2,3,1060
20260714,04,12,1,3,2,1270
20260714,05,1,6,4,2,32070
20260714,05,2,1,3,2,1560
20260714,05,3,3,2,4,1870
20260714,05,4,2,1,4,910
20260714,05,5,1,3,5,1100
20260714,05,6,1,3,4,890
20260714,05,7,1,4,5,9240
20260714,05,8,1,2,3,2270
20260714,05,9,1,3,2,2710
20260714,05,10,1,2,3,370
20260714,05,11,1,2,3,350
20260714,05,12,1,2,6,2280
20260714,06,1,3,4,6,15060
20260714,06,2,3,1,6,1480
20260714,06,3,5,4,6,12530
20260714,06,4,1,3,6,1940
20260714,06,5,5,6,3,6370
20260714,06,6,1,2,3,2390
20260714,06,7,1,2,5,9280
20260714,06,8,4,5,1,2380
20260714,06,9,1,4,6,4550
20260714,06,10,1,5,4,4650
20260714,06,11,1,3,2,850
20260714,06,12,1,3,2,470
20260714,07,1,1,3,5,4310
20260714,07,2,3,6,1,20430
20260714,07,3,1,4,2,1270
20260714,07,4,2,1,3,5730
20260714,07,5,1,5,4,14720
20260714,07,6,4,2,3,64950
20260714,07,7,5,1,4,3800
20260714,07,8,1,2,4,1670
20260714,07,9,1,2,3,700
20260714,07,10,1,3,4,960
20260714,07,11,3,1,5,1390
20260714,07,12,1,2,4,1130
20260714,09,1,1,4,5,3220
20260714,09,2,1,6,4,4890
20260714,09,3,1,5,2,2300
20260714,09,4,5,3,2,8640
20260714,09,5,2,1,4,20330
20260714,09,6,3,1,2,1460
20260714,09,7,2,3,6,1950
20260714,09,8,1,6,3,1210
20260714,09,9,1,3,4,1030
20260714,09,10,2,3,1,11880
20260714,09,11,1,3,6,1350
20260714,09,12,1,4,3,2920
20260714,13,1,1,5,3,1530
20260714,13,2,4,1,5,4130
20260714,13,3,2,5,3,8730
20260714,13,4,3,4,2,980
20260714,13,5,1,4,3,2420
20260714,13,6,1,2,5,1150
20260714,13,7,3,6,4,11670
20260714,13,8,3,2,6,3050
20260714,13,9,1,2,6,640
20260714,13,10,1,2,6,1120
20260714,13,11,4,1,3,5360
20260714,13,12,1,4,6,1050
20260714,15,1,1,2,5,2410
20260714,15,2,5,4,3,8650
20260714,15,3,2,5,3,5320
20260714,15,4,1,3,4,610
20260714,15,5,3,1,5,1470
20260714,15,6,1,2,4,1030
20260714,15,7,2,1,4,2150
20260714,15,8,1,3,4,2430
20260714,15,9,3,2,6,25800
20260714,15,10,1,2,3,570
20260714,15,11,1,3,2,650
20260714,15,12,1,4,2,920
20260714,21,1,1,5,4,5520
20260714,21,2,1,2,4,540
20260714,21,3,1,3,5,410
20260714,21,4,4,1,3,19470
20260714,21,5,1,5,6,5800
20260714,21,6,2,5,1,60840
20260714,21,7,1,4,2,960
20260714,21,8,5,4,1,31170
20260714,21,9,1,2,6,660
20260714,21,10,1,2,4,1610
20260714,21,11,3,1,5,4020
20260714,21,12,2,4,5,18930
20260714,22,1,2,3,6,44910
20260714,22,2,1,3,6,770
20260714,22,3,3,2,4,580
20260714,22,4,4,1,5,3050
20260714,22,5,1,2,3,1160
20260714,22,6,1,3,2,3530
20260714,22,7,1,2,3,1450
20260714,22,8,1,2,4,590
20260714,22,9,1,2,5,1400
20260714,22,10,1,3,2,860
20260714,22,11,1,5,2,1880
20260714,22,12,1,3,5,960
20260714,23,1,1,4,2,780
20260714,23,2,1,2,3,350
20260714,23,3,2,1,3,3750
20260714,23,4,5,1,6,12280
20260714,23,5,1,6,3,1690
20260714,23,6,6,2,3,9390
20260714,23,7,6,4,2,2320
20260714,23,8,3,1,5,1010
20260714,23,9,1,2,5,1190
20260714,23,10,1,3,4,1300
20260714,23,11,1,2,5,1030
20260714,23,12,1,5,2,1120
20260714,24,1,2,4,1,1180
20260714,24,2,1,6,3,55200
20260714,24,3,2,1,4,3820
20260714,24,4,5,1,4,17680
20260714,24,5,4,5,6,22180
20260714,24,6,2,3,6,1800
20260714,24,7,3,1,6,11940
20260714,24,8,1,2,6,590
20260714,24,9,1,3,6,2760
20260714,24,10,2,5,1,21780
20260714,24,11,1,3,2,1300
20260714,24,12,1,4,3,2960
