date,jcd,r,r1,r2,r3,3rt
20260724,01,1,5,1,6,1320
20260724,01,2,6,4,5,7880
20260724,01,3,2,6,3,1780
20260724,01,4,1,2,3,2240
20260724,01,5,2,3,1,680
20260724,01,6,1,4,5,3100
20260724,01,7,6,5,4,29170
20260724,01,8,1,5,3,1720
20260724,01,9,3,1,5,8480
20260724,01,10,2,1,4,5840
20260724,01,11,1,3,2,610
20260724,01,12,1,2,3,430
20260724,02,1,1,3,4,3500
20260724,02,2,4,2,6,6250
20260724,02,3,2,5,3,2280
20260724,02,4,2,4,5,3410
20260724,02,5,5,2,3,121380
20260724,02,6,1,5,4,4270
20260724,02,7,3,4,1,15400
20260724,02,8,3,6,4,6290
20260724,02,9,5,1,3,7970
20260724,02,10,4,5,3,4910
20260724,02,11,5,6,4,107490
20260724,02,12,2,1,4,4120
20260724,03,1,2,3,1,5580
20260724,03,2,3,4,2,5610
20260724,03,3,5,3,6,5250
20260724,03,4,5,1,2,10320
20260724,03,5,1,3,4,1600
20260724,03,6,2,1,4,1940
20260724,03,7,6,1,3,62410
20260724,03,8,1,4,2,4360
20260724,03,9,1,2,6,990
20260724,03,10,1,3,2,1160
20260724,03,11,2,1,3,940
20260724,03,12,4,1,6,6870
20260724,06,1,1,4,3,1590
20260724,06,2,5,4,1,11470
20260724,06,3,2,4,5,2160
20260724,06,4,1,2,5,1060
20260724,06,5,2,1,3,1590
20260724,06,6,1,5,6,2550
20260724,06,7,6,3,2,2700
20260724,06,8,5,1,2,18530
20260724,06,9,1,5,4,10920
20260724,06,10,1,3,5,1280
20260724,06,11,3,4,1,16350
20260724,06,12,1,2,3,2260
20260724,08,1,2,5,6,110690
20260724,08,2,1,2,3,2800
20260724,08,3,2,4,6,1270
20260724,08,4,3,2,6,5550
20260724,08,5,4,3,2,29690
20260724,08,6,1,6,3,1080
20260724,08,7,1,3,6,23130
20260724,08,8,2,1,4,3100
20260724,08,9,3,4,2,52530
20260724,08,10,1,6,2,6680
20260724,08,11,1,3,5,870
20260724,08,12,1,4,3,1380
20260724,12,1,2,1,5,12960
20260724,12,2,1,3,2,1830
20260724,12,3,1,2,5,11130
