date,jcd,r,r1,r2,r3,3rt
20260703,04,1,5,6,3,26580
20260703,04,2,1,3,2,650
20260703,04,3,2,3,1,7360
20260703,04,4,3,1,6,1680
20260703,04,5,3,2,4,5420
20260703,04,6,3,1,6,2910
20260703,04,7,1,5,2,810
20260703,04,8,1,4,2,530
20260703,04,9,1,2,3,550
20260703,04,10,2,3,1,2900
20260703,04,11,2,1,5,1960
20260703,04,12,1,4,2,720
20260703,06,1,4,2,5,5280
20260703,06,2,4,2,3,33030
20260703,06,3,1,3,5,1610
20260703,06,4,1,5,4,6190
20260703,06,5,1,5,4,2730
20260703,06,6,5,1,6,3020
20260703,06,7,1,2,3,1100
20260703,06,8,4,3,6,4550
20260703,06,9,2,6,5,6570
20260703,06,10,1,2,4,600
20260703,06,11,3,2,1,55000
20260703,06,12,1,3,2,730
20260703,07,1,4,6,2,5640
20260703,07,2,1,2,3,860
20260703,07,3,2,6,3,2100
20260703,07,4,2,3,4,5170
20260703,07,5,4,6,1,4510
20260703,07,6,3,5,1,2530
20260703,07,7,3,2,6,1210
20260703,07,8,1,2,4,2630
20260703,07,9,2,3,1,22430
20260703,07,10,1,2,3,1080
20260703,07,11,1,2,5,1950
20260703,07,12,1,2,3,680
20260703,08,1,1,5,4,2190
20260703,08,2,1,5,6,12350
20260703,08,3,1,2,4,2140
20260703,08,4,6,1,2,3200
20260703,08,5,1,3,6,710
20260703,08,6,1,2,6,450
20260703,08,7,1,3,5,1540
20260703,08,8,1,2,3,290
20260703,08,9,1,2,5,1930
20260703,08,10,1,3,6,1400
20260703,08,11,1,4,2,1970
20260703,08,12,1,3,2,740
20260703,09,1,3,1,5,15330
20260703,09,2,3,4,1,10600
20260703,09,3,1,6,2,9740
20260703,09,4,6,1,3,5900
20260703,09,5,1,3,6,1820
20260703,09,6,2,3,5,1550
20260703,09,7,3,6,4,6470
20260703,09,8,3,1,5,820
20260703,09,9,3,1,5,3120
20260703,09,10,1,3,2,910
20260703,09,11,1,3,5,770
20260703,09,12,3,1,6,6180
20260703,11,1,1,3,2,930
20260703,11,2,1,4,2,3250
20260703,11,3,1,2,3,420
20260703,11,4,1,3,5,1080
20260703,11,5,1,2,6,13950
20260703,11,6,4,5,1,3030
20260703,11,7,3,4,1,35050
20260703,11,8,2,1,5,5700
20260703,11,9,1,5,4,4920
20260703,11,10,1,3,4,2050
20260703,11,11,1,2,5,1400
20260703,11,12,1,2,3,640
20260703,12,1,3,5,1,9830
20260703,12,2,5,2,6,21630
20260703,12,3,2,4,3,1800
20260703,12,4,1,2,6,4560
20260703,12,5,1,5,6,2630
20260703,12,6,3,6,5,41860
20260703,12,7,1,5,4,1120
20260703,12,8,3,5,2,36770
20260703,12,9,4,5,1,3590
20260703,12,10,1,2,4,770
20260703,12,11,1,3,6,840
20260703,12,12,1,4,3,3160
20260703,13,1,3,1,6,3740
20260703,13,2,4,5,1,1810
20260703,13,3,2,5,1,1760
20260703,13,4,1,2,4,1320
20260703,13,5,3,1,4,37310
20260703,13,6,1,4,3,760
20260703,13,7,4,2,3,6610
20260703,13,8,2,4,1,4190
20260703,13,9,1,4,5,760
20260703,13,10,1,4,3,710
20260703,13,11,1,2,5,1240
20260703,13,12,1,2,3,650
20260703,16,1,3,1,6,13100
20260703,16,2,1,4,5,2940
20260703,16,3,5,6,1,11670
20260703,16,4,6,4,1,18160
20260703,16,5,1,2,6,1850
20260703,16,6,1,5,6,23270
20260703,16,7,4,1,6,5780
20260703,16,8,1,4,3,1840
20260703,16,9,1,2,4,1260
20260703,16,10,1,2,4,4520
20260703,16,11,1,6,4,24800
20260703,16,12,1,3,5,1690
20260703,19,1,2,1,4,3860
20260703,19,2,6,1,4,6950
20260703,19,3,2,5,4,4030
20260703,19,4,1,2,4,14480
20260703,19,5,1,6,2,2040
20260703,19,6,1,4,2,1180
20260703,19,7,4,1,3,36550
20260703,19,8,2,1,5,13650
20260703,19,9,1,3,5,2860
20260703,19,10,1,3,4,1590
20260703,19,11,1,3,4,760
20260703,19,12,3,1,5,1950
20260703,20,1,4,3,1,17750
20260703,20,2,1,4,5,2140
20260703,20,3,2,3,6,2930
20260703,20,4,1,2,3,700
20260703,20,5,4,1,5,2740
20260703,20,6,6,1,4,26970
20260703,20,7,1,2,5,510
20260703,20,8,1,2,5,1440
20260703,20,9,1,6,3,2960
20260703,20,10,2,1,4,1990
20260703,20,11,1,2,5,1230
20260703,20,12,1,2,5,1030
20260703,21,1,5,3,2,31390
20260703,21,2,4,1,2,1650
20260703,21,3,4,5,1,18250
20260703,21,4,1,2,3,1270
20260703,21,5,1,2,6,370
20260703,21,6,1,4,3,5620
20260703,21,7,4,6,5,7880
20260703,21,8,1,4,3,1300
20260703,21,9,6,1,2,6450
20260703,21,10,1,2,6,680
20260703,21,11,6,5,3,26380
20260703,21,12,1,4,3,790
20260703,22,1,1,3,5,1430
20260703,22,2,1,3,4,1550
20260703,22,3,3,1,5,6720
20260703,22,4,1,3,4,2440
20260703,22,5,1,4,6,950
20260703,22,6,3,2,1,6060
20260703,22,7,4,2,1,51670
20260703,22,8,6,2,1,10890
20260703,22,9,1,3,4,790
20260703,22,10,1,2,3,800
20260703,22,11,3,1,5,4070
20260703,22,12,3,1,4,5220
20260703,23,1,4,1,3,7700
20260703,23,2,6,1,2,42020
20260703,23,3,1,3,5,2210
20260703,23,4,4,1,3,8780
20260703,23,5,1,3,4,1480
20260703,23,6,2,4,3,1750
20260703,23,7,2,5,3,7020
20260703,23,8,2,1,3,990
20260703,23,9,6,5,4,176920
20260703,23,10,2,4,6,2990
20260703,23,11,4,1,5,6770
20260703,23,12,3,2,1,16750
