date,jcd,r,r1,r2,r3,3rt
20260630,01,1,3,6,5,29510
20260630,01,2,1,4,5,3150
20260630,01,3,6,5,1,8790
20260630,01,4,6,1,2,22030
20260630,01,5,1,3,4,1380
20260630,01,6,1,2,3,970
20260630,01,7,1,3,2,540
20260630,01,8,2,3,1,11440
20260630,01,9,2,6,1,15200
20260630,01,10,1,4,3,2100
20260630,01,11,1,3,5,1760
20260630,01,12,3,6,1,57560
20260630,02,1,3,1,4,3580
20260630,02,2,1,2,3,3590
20260630,02,3,5,3,4,1860
20260630,02,4,1,2,4,550
20260630,02,5,2,1,6,15500
20260630,02,6,4,1,5,3700
20260630,02,7,1,3,5,1100
20260630,02,8,3,1,6,3340
20260630,02,9,1,2,6,3330
20260630,02,10,3,2,6,9090
20260630,02,11,1,3,5,4370
20260630,02,12,1,2,3,1960
20260630,05,1,1,5,3,2570
20260630,05,2,1,4,6,5120
20260630,05,3,1,4,2,750
20260630,05,4,4,2,6,10180
20260630,05,5,1,3,2,1660
20260630,05,6,1,3,6,1910
20260630,05,7,5,2,1,7990
20260630,05,8,1,2,3,590
20260630,05,9,1,3,6,6470
20260630,05,10,1,2,4,1520
20260630,05,11,3,4,5,31420
20260630,05,12,1,2,3,400
20260630,06,1,1,5,6,2290
20260630,06,2,5,4,2,4600
20260630,06,3,1,2,3,720
20260630,06,4,2,1,4,1080
20260630,06,5,1,5,2,10280
20260630,06,6,1,5,2,1080
20260630,06,7,3,1,2,4880
20260630,06,8,4,5,6,1430
20260630,06,9,5,2,1,1820
20260630,06,10,3,1,2,7200
20260630,06,11,1,5,2,2360
20260630,06,12,1,5,3,960
20260630,08,1,1,2,3,580
20260630,08,2,5,1,2,1510
20260630,08,3,4,1,3,3470
20260630,08,4,4,6,2,2280
20260630,08,5,2,1,3,2750
20260630,08,6,1,5,2,730
20260630,08,7,2,1,3,1210
20260630,08,8,2,5,1,1530
20260630,08,9,3,1,5,1420
20260630,08,10,1,3,5,910
20260630,08,11,6,4,2,181160
20260630,08,12,1,4,6,1960
20260630,10,1,3,2,4,10740
20260630,10,2,4,5,1,6610
20260630,10,3,1,3,4,610
20260630,10,4,1,4,2,1460
20260630,10,5,4,6,3,11970
20260630,10,6,1,2,5,6150
20260630,10,7,1,5,4,2190
20260630,10,8,1,2,4,1820
20260630,10,9,3,1,4,5600
20260630,10,10,1,3,4,840
20260630,10,11,1,2,3,460
20260630,10,12,3,1,6,6750
20260630,11,1,1,2,4,1270
