date,jcd,r,r1,r2,r3,3rt
20260725,01,1,5,1,4,4510
20260725,01,2,1,2,3,1540
20260725,01,3,4,1,6,1490
20260725,01,4,1,2,5,8430
20260725,01,5,2,3,5,1560
20260725,01,6,1,2,5,1060
20260725,01,7,1,2,3,1620
20260725,01,8,1,2,5,1690
20260725,01,9,1,5,3,3180
20260725,01,10,1,6,2,1870
20260725,01,11,1,4,5,730
20260725,01,12,5,4,2,15000
20260725,02,1,1,2,5,5410
20260725,02,2,2,6,5,2900
20260725,02,3,6,1,2,1610
20260725,02,4,4,5,6,1200
20260725,02,5,1,3,5,2840
20260725,02,6,2,3,5,2200
20260725,02,7,5,3,6,9890
20260725,02,8,4,1,6,1710
20260725,02,9,1,2,3,650
20260725,02,10,6,4,2,20510
20260725,02,11,1,2,6,1750
20260725,02,12,5,4,6,10260
20260725,03,1,1,3,5,870
20260725,03,2,2,5,1,3880
20260725,03,3,5,3,6,18640
20260725,03,4,1,3,5,4200
20260725,03,5,1,5,2,5110
20260725,03,6,1,5,4,1380
20260725,03,7,5,1,4,6250
20260725,03,8,3,5,6,1610
20260725,03,9,1,2,6,4320
20260725,03,10,5,2,6,74530
20260725,03,11,4,5,3,7090
20260725,03,12,1,2,6,1570
20260725,04,1,1,4,5,880
20260725,04,2,1,4,2,1260
20260725,04,3,1,3,2,1330
20260725,04,4,3,6,2,2370
20260725,04,5,1,5,6,22790
20260725,04,6,2,5,1,3930
20260725,04,7,2,1,3,1380
20260725,04,8,4,1,2,6970
20260725,04,9,1,3,2,4050
20260725,04,10,5,1,6,1920
20260725,04,11,2,3,6,23530
20260725,04,12,1,2,6,4230
20260725,06,1,2,4,3,22610
20260725,06,2,5,3,2,1350
20260725,06,3,4,5,3,8730
20260725,06,4,2,3,1,2800
20260725,06,5,4,6,2,1070
20260725,06,6,2,4,3,6330
20260725,06,7,1,2,5,1430
20260725,06,8,1,4,5,1070
20260725,06,9,1,6,2,1050
20260725,06,10,1,2,4,1130
20260725,06,11,1,3,4,1580
20260725,06,12,1,3,2,690
20260725,08,1,3,2,6,57390
20260725,08,2,1,4,2,1180
20260725,08,3,1,2,3,1070
20260725,08,4,1,2,6,340
20260725,08,5,1,4,6,1080
20260725,08,6,1,5,2,720
20260725,08,7,1,6,3,960
20260725,08,8,1,2,3,940
20260725,08,9,2,3,6,2860
20260725,08,10,1,2,3,870
20260725,08,11,1,3,5,1750
20260725,08,12,1,2,5,1700
20260725,12,1,2,1,3,1630
20260725,12,2,1,4,5,8810
20260725,12,3,5,1,6,11490
20260725,12,4,1,4,5,3220
20260725,12,5,1,6,2,860
20260725,12,6,3,5,4,11640
20260725,12,7,1,3,6,1010
20260725,12,8,4,1,6,2840
20260725,12,9,1,4,5,1840
20260725,12,10,3,1,5,3570
20260725,12,11,1,2,3,1100
20260725,12,12,1,2,3,1300
20260725,13,1,3,2,1,4390
20260725,13,2,2,5,1,1730
20260725,13,3,1,4,2,11950
20260725,13,4,3,2,5,540
20260725,13,5,3,4,1,6290
20260725,13,6,1,2,3,2250
20260725,13,7,5,1,6,4840
20260725,13,8,4,1,6,9680
20260725,13,9,1,4,6,8660
20260725,13,10,1,5,6,3450
20260725,13,11,1,4,5,980
20260725,13,12,1,4,3,1860
20260725,14,1,1,2,4,2060
20260725,14,2,2,1,3,1280
20260725,14,3,1,3,5,1260
20260725,14,4,1,5,3,1200
20260725,14,5,2,1,5,5720
20260725,14,6,3,1,5,6650
20260725,14,7,1,2,3,2530
20260725,14,8,1,2,5,760
20260725,14,9,3,2,4,5570
20260725,14,10,1,2,4,1750
20260725,14,11,1,5,3,1130
20260725,14,12,2,4,6,4020
20260725,15,1,1,2,5,390
20260725,15,2,1,3,4,2020
20260725,15,3,3,2,4,18030
20260725,15,4,1,6,4,1540
