date,jcd,r,r1,r2,r3,3rt
20260722,05,1,3,1,5,2150
20260722,05,2,4,5,2,3390
20260722,05,3,1,5,3,6840
20260722,05,4,3,1,4,8000
20260722,05,5,6,1,3,2500
20260722,05,6,4,1,6,7020
20260722,05,7,1,2,4,790
20260722,05,8,1,3,4,580
20260722,05,9,2,1,4,4020
20260722,05,10,1,2,3,650
20260722,05,11,1,3,4,620
20260722,05,12,3,1,2,13880
20260722,08,1,1,5,2,1340
20260722,08,2,3,6,5,2280
20260722,08,3,4,2,1,8590
20260722,08,4,2,3,6,5420
20260722,08,5,2,6,1,5790
20260722,08,6,3,1,2,5870
20260722,08,7,1,2,4,810
20260722,08,8,2,6,3,3960
20260722,08,9,1,4,5,18520
20260722,08,10,1,5,4,6700
20260722,08,11,1,2,6,1160
20260722,08,12,1,5,4,2780
20260722,09,1,1,3,5,2120
20260722,09,2,4,5,2,25630
20260722,09,3,3,2,1,11130
20260722,09,4,4,6,5,2690
20260722,09,5,3,6,4,3990
20260722,09,6,1,2,6,4580
20260722,09,7,2,3,6,5050
20260722,09,8,1,4,5,1370
20260722,09,9,1,2,3,1950
20260722,09,11,1,2,5,1850
20260722,09,12,1,2,3,550
20260722,10,1,1,3,2,690
20260722,10,2,2,1,5,7380
20260722,10,3,3,2,4,20110
20260722,10,4,4,1,5,1260
20260722,10,5,1,3,4,4100
20260722,10,6,4,5,3,3700
20260722,10,7,5,2,3,31530
20260722,10,8,1,2,4,690
20260722,10,9,5,3,2,11420
20260722,10,10,2,1,3,4040
20260722,10,11,1,4,2,1160
20260722,10,12,4,1,5,3880
20260722,13,1,3,2,6,6550
20260722,13,2,1,2,6,13900
20260722,13,3,2,3,1,1500
20260722,13,4,1,2,3,780
20260722,13,5,1,2,4,5620
20260722,13,6,4,6,1,8540
20260722,13,7,6,3,1,1560
20260722,13,8,1,4,2,840
20260722,13,9,1,6,2,2510
20260722,13,10,1,6,4,3630
20260722,13,11,3,1,6,2940
20260722,13,12,1,3,4,2450
20260722,14,1,1,6,4,5120
20260722,14,2,3,5,2,11590
20260722,14,3,1,3,2,1130
20260722,14,4,6,1,3,1960
20260722,14,5,1,3,5,4530
20260722,14,6,4,2,1,10310
20260722,14,7,1,3,6,25300
20260722,14,8,5,1,3,4080
20260722,14,9,2,1,3,1980
20260722,14,10,3,1,5,990
20260722,14,11,1,4,2,2620
20260722,14,12,1,4,2,920
20260722,15,1,5,2,1,5870
20260722,15,2,6,3,5,29390
20260722,15,3,2,6,1,3240
20260722,15,4,1,3,2,2520
20260722,15,5,1,3,4,1650
20260722,15,6,5,1,6,1980
20260722,15,7,1,5,4,1400
20260722,15,8,1,2,5,3210
20260722,15,9,2,6,1,38840
20260722,15,10,3,1,5,14970
20260722,15,11,2,1,6,4320
20260722,15,12,3,5,4,19210
20260722,16,1,5,2,1,12850
20260722,16,2,2,4,1,6870
20260722,16,3,1,5,4,3990
20260722,16,4,5,6,2,6990
20260722,16,5,1,5,4,5310
20260722,16,6,1,2,3,1710
20260722,16,7,1,3,4,700
20260722,16,8,1,2,4,920
20260722,16,9,4,6,5,17550
20260722,16,10,2,1,4,2540
20260722,16,11,2,3,5,4370
20260722,16,12,1,2,4,510
20260722,19,1,1,3,2,980
20260722,19,2,3,4,1,2580
20260722,19,3,1,2,4,710
20260722,19,4,1,3,5,3450
20260722,19,5,1,3,5,450
20260722,19,6,5,6,2,2550
20260722,19,7,3,1,4,2690
20260722,19,8,1,5,4,1370
20260722,19,9,1,3,2,2600
20260722,19,10,1,3,2,980
20260722,19,11,1,5,3,2650
20260722,19,12,1,3,6,760
20260722,22,1,3,4,5,6280
20260722,22,2,1,3,5,2080
20260722,22,3,3,1,4,3460
20260722,22,4,3,6,5,19960
20260722,22,5,2,1,3,4600
20260722,22,6,2,3,5,1920
20260722,22,7,3,1,6,16270
20260722,22,8,2,3,5,7130
20260722,22,9,3,2,6,2890
20260722,22,10,3,5,4,32930
20260722,22,11,3,5,4,8770
20260722,22,12,1,3,2,1520
20260722,23,1,1,3,2,430
20260722,23,2,1,2,5,600
20260722,23,3,4,1,3,1180
20260722,23,4,2,1,5,1450
20260722,23,5,1,3,4,1920
20260722,23,6,1,3,5,610
20260722,23,7,2,1,3,1780
20260722,23,8,4,2,1,1710
20260722,23,9,3,5,2,6160
20260722,23,10,5,1,4,14240
20260722,23,11,4,2,6,201690
20260722,23,12,1,3,4,1500
20260722,24,1,1,3,2,1260
20260722,24,2,3,5,4,9690
20260722,24,3,1,2,6,10880
20260722,24,4,4,2,6,5410
20260722,24,5,4,1,3,6560
20260722,24,6,6,2,3,24540
20260722,24,7,1,2,3,270
20260722,24,8,1,2,4,1210
20260722,24,9,6,1,2,4670
20260722,24,10,5,3,4,36450
20260722,24,11,1,2,5,1410
20260722,24,12,4,5,1,14290
