date,jcd,r,r1,r2,r3,3rt
20260716,01,1,5,2,3,3460
20260716,01,2,3,5,6,2410
20260716,01,3,2,4,6,8080
20260716,01,4,3,2,4,3910
20260716,01,5,4,6,3,3980
20260716,01,6,1,4,2,550
20260716,01,7,3,4,1,2040
20260716,01,8,1,2,4,4520
20260716,01,9,4,2,5,5060
20260716,01,10,3,2,1,1430
20260716,01,11,1,4,3,7310
20260716,01,12,4,1,2,2890
20260716,03,1,1,3,2,1200
20260716,03,2,4,5,2,19240
20260716,03,3,5,2,6,39410
20260716,03,4,2,4,3,1640
20260716,03,5,5,3,4,7240
20260716,03,6,6,3,2,6100
20260716,03,7,3,1,4,7740
20260716,03,8,3,1,2,6790
20260716,03,9,1,6,4,3370
20260716,03,10,3,1,2,3050
20260716,03,11,3,2,1,12500
20260716,03,12,1,2,5,930
20260716,05,1,1,6,5,8260
20260716,05,2,1,6,2,3380
20260716,05,3,5,2,4,18830
20260716,05,4,4,1,6,13330
20260716,05,5,2,3,1,8220
20260716,05,6,1,3,4,1750
20260716,05,7,1,5,3,2330
20260716,05,8,3,6,4,24210
20260716,05,9,1,3,5,1740
20260716,05,10,4,3,5,131130
20260716,05,11,1,6,4,2500
20260716,05,12,1,3,6,2090
20260716,07,1,1,6,5,12770
20260716,07,2,1,2,6,1080
20260716,07,3,3,2,5,13460
20260716,07,4,1,3,5,3750
20260716,07,5,6,3,1,12800
20260716,07,6,5,4,1,14550
20260716,07,7,1,5,2,1880
20260716,07,8,6,4,2,22830
20260716,07,9,1,3,4,790
20260716,07,10,2,1,4,1120
20260716,07,11,1,3,4,1660
20260716,07,12,1,3,4,410
20260716,08,1,1,4,6,1270
20260716,08,2,1,3,2,1760
20260716,08,3,1,3,6,920
20260716,08,4,2,3,4,1360
20260716,08,5,6,1,4,4610
20260716,08,6,4,3,6,43080
20260716,08,7,1,3,6,1990
20260716,08,8,1,6,3,1670
20260716,08,9,1,2,5,2480
20260716,08,10,1,2,6,3260
20260716,08,11,1,6,2,5960
20260716,08,12,4,5,2,2240
20260716,11,1,3,4,1,7900
20260716,11,2,1,2,3,1520
20260716,11,3,1,3,2,1970
20260716,11,4,5,3,6,15290
20260716,11,5,1,4,3,3520
20260716,11,6,1,3,6,9020
20260716,11,7,4,5,1,1910
20260716,11,8,1,3,2,3550
20260716,11,9,1,3,6,1320
20260716,11,10,1,2,3,1300
20260716,11,11,3,1,6,12870
20260716,11,12,1,3,4,710
20260716,12,1,4,2,5,15010
20260716,12,2,2,3,1,9120
20260716,12,3,4,1,2,2340
20260716,12,4,4,3,2,10230
20260716,12,5,4,6,5,1770
20260716,12,6,1,5,2,2270
20260716,12,7,1,2,3,1110
20260716,12,8,1,3,2,1010
20260716,12,9,2,1,3,1620
20260716,12,10,1,2,5,920
20260716,12,11,1,5,3,1670
20260716,12,12,1,5,3,1130
20260716,13,1,1,2,5,2990
20260716,13,2,2,5,6,6670
20260716,13,3,3,4,2,3140
20260716,13,4,2,1,6,23070
20260716,13,5,1,2,3,810
20260716,13,6,3,4,1,18350
20260716,13,7,5,3,2,39860
20260716,13,8,1,2,3,600
20260716,13,9,3,1,4,1020
20260716,13,10,1,2,3,620
20260716,13,11,1,3,2,760
20260716,13,12,2,1,5,7270
20260716,17,1,5,2,3,34740
20260716,17,2,1,3,2,780
20260716,17,3,2,1,3,610
20260716,17,4,2,4,5,12750
20260716,17,5,3,5,1,1620
20260716,17,6,4,5,2,1780
20260716,17,7,4,5,3,2530
20260716,17,8,1,3,2,1380
20260716,17,9,1,2,3,2120
20260716,17,10,3,5,6,2110
20260716,17,11,1,2,4,3870
20260716,17,12,1,3,2,690
20260716,18,1,1,2,3,960
20260716,18,2,4,6,1,65870
20260716,18,3,4,1,3,1220
20260716,18,4,3,1,5,11820
20260716,18,5,1,2,4,2140
20260716,18,6,1,3,2,3850
20260716,18,7,2,1,6,1170
20260716,18,8,1,4,3,2750
20260716,18,9,1,6,2,1540
20260716,18,10,1,3,2,960
20260716,18,11,2,1,3,6410
20260716,18,12,2,1,6,33020
20260716,21,1,3,2,4,27090
20260716,21,2,4,5,1,6480
20260716,21,3,1,3,5,830
20260716,21,4,1,4,5,1210
20260716,21,5,1,3,2,890
20260716,21,6,1,4,2,3690
20260716,21,7,1,2,4,1400
20260716,21,8,1,3,5,4900
20260716,21,9,2,1,4,5440
20260716,21,10,4,1,3,19410
20260716,21,11,6,2,5,76730
20260716,21,12,1,3,2,1080
20260716,24,1,1,5,4,2870
20260716,24,2,2,3,1,4500
20260716,24,3,1,4,6,4050
20260716,24,4,1,6,3,1530
20260716,24,5,5,1,2,3100
20260716,24,6,1,4,5,650
20260716,24,7,1,3,2,590
20260716,24,8,1,3,2,740
20260716,24,9,1,2,3,710
20260716,24,10,5,6,1,43710
20260716,24,11,1,3,2,610
20260716,24,12,3,4,1,19190
