date,jcd,r,r1,r2,r3,3rt
20260720,02,1,4,6,5,17060
20260720,02,2,4,6,1,1700
20260720,02,3,1,2,3,800
20260720,02,4,4,2,1,1120
20260720,02,5,3,5,6,53030
20260720,02,6,2,5,1,1740
20260720,02,7,4,5,1,1470
20260720,02,8,1,2,4,3400
20260720,02,9,4,1,6,8370
20260720,02,10,2,3,6,3740
20260720,02,11,1,3,5,780
20260720,02,12,5,3,2,22640
20260720,04,1,4,1,5,1230
20260720,04,2,1,6,2,4040
20260720,04,3,6,5,2,3230
20260720,04,4,5,4,2,23110
20260720,04,5,1,6,4,1890
20260720,04,6,1,5,6,1090
20260720,04,7,2,1,4,1300
20260720,04,8,5,2,4,3570
20260720,04,9,2,5,3,410
20260720,04,10,6,5,4,54540
20260720,04,11,3,1,5,4190
20260720,04,12,1,2,6,600
20260720,05,1,5,4,6,1140
20260720,05,2,1,4,6,4480
20260720,05,3,5,6,3,2300
20260720,05,4,2,1,3,800
20260720,05,5,2,3,6,1150
20260720,05,6,1,2,5,3910
20260720,05,7,1,3,2,920
20260720,05,8,1,3,6,3060
20260720,05,9,3,2,1,1520
20260720,05,10,1,4,6,1860
20260720,05,11,1,2,3,750
20260720,05,12,1,3,2,1090
20260720,09,1,6,4,3,31500
20260720,09,2,2,1,4,2100
20260720,09,3,3,4,5,15570
20260720,09,4,5,4,6,15590
20260720,09,5,4,5,1,8010
20260720,09,6,4,2,6,4260
20260720,09,7,1,2,5,1670
20260720,09,8,5,1,4,4050
20260720,09,9,3,5,6,7980
20260720,09,10,5,1,4,1450
20260720,09,11,1,3,4,870
20260720,09,12,1,4,2,2070
20260720,10,1,1,2,6,1690
20260720,10,2,1,4,3,1790
20260720,10,3,4,3,6,8100
20260720,10,4,1,4,2,4530
20260720,10,5,3,2,5,45930
20260720,10,6,1,6,5,13880
20260720,10,7,1,5,4,2050
20260720,10,8,3,4,6,12270
20260720,10,9,5,2,6,7330
20260720,10,10,3,4,6,2000
20260720,10,11,1,4,2,1930
20260720,10,12,1,4,2,680
20260720,11,1,1,4,6,2980
20260720,11,2,1,6,4,3860
20260720,11,3,1,3,4,1640
20260720,11,4,6,2,4,114330
20260720,11,5,5,6,1,4510
20260720,11,6,1,5,4,1620
20260720,11,7,2,1,6,4160
20260720,11,8,1,3,2,890
20260720,11,9,5,1,6,30240
20260720,11,10,2,1,4,2750
20260720,11,11,1,2,3,610
20260720,11,12,1,5,4,2710
20260720,12,1,1,6,2,2020
20260720,12,2,3,2,1,15150
20260720,12,3,2,3,5,4190
20260720,12,4,4,3,1,2090
20260720,12,5,6,5,1,4190
20260720,12,6,2,1,3,23300
20260720,12,7,3,6,4,4920
20260720,12,8,1,3,4,530
20260720,12,9,1,3,6,4110
20260720,12,10,1,2,3,1120
20260720,12,11,1,5,2,1380
20260720,12,12,1,2,5,2480
20260720,15,1,1,6,2,2260
20260720,15,2,1,3,4,1150
20260720,15,3,5,2,1,8340
20260720,15,4,3,4,6,6500
20260720,15,5,1,3,4,5540
20260720,15,6,1,3,2,1140
20260720,15,7,2,5,4,74770
20260720,15,8,1,3,4,550
20260720,15,9,1,2,4,670
20260720,15,10,1,2,4,1570
20260720,15,11,1,2,3,820
20260720,15,12,3,1,6,14430
20260720,16,1,1,4,2,1100
20260720,16,2,3,1,4,2080
20260720,16,3,2,3,5,6630
20260720,16,4,5,6,4,50430
20260720,16,5,1,2,5,1780
20260720,16,6,1,4,3,1340
20260720,16,7,1,5,2,1250
20260720,16,8,1,5,3,4460
20260720,16,9,5,1,4,3490
20260720,16,10,5,3,1,33800
20260720,16,11,1,2,5,920
20260720,16,12,1,2,6,8640
20260720,18,1,1,2,4,1370
20260720,18,2,1,2,3,900
20260720,18,3,3,5,6,5990
20260720,18,4,1,2,5,640
20260720,18,5,1,2,4,640
20260720,18,6,1,3,4,700
20260720,18,7,1,4,5,1040
20260720,18,8,2,4,6,6640
20260720,18,9,1,5,4,6530
20260720,18,10,1,4,3,1260
20260720,18,11,1,3,2,900
20260720,18,12,1,4,2,1060
20260720,19,1,3,2,1,2080
20260720,19,2,4,1,2,2590
20260720,19,3,3,2,5,5570
20260720,19,4,1,2,3,800
20260720,19,5,6,1,3,2550
20260720,19,6,3,1,2,1500
20260720,19,7,3,1,6,3580
20260720,19,8,1,5,4,380
20260720,19,9,2,1,6,900
20260720,19,10,1,2,6,5190
20260720,19,11,1,2,4,770
20260720,19,12,6,2,3,52130
20260720,20,1,1,3,2,1840
20260720,20,2,3,1,4,7460
20260720,20,3,1,2,3,430
20260720,20,4,3,6,1,1760
20260720,20,5,1,2,4,390
20260720,20,6,1,5,3,470
20260720,20,7,1,3,2,350
20260720,20,8,2,6,3,11670
20260720,20,9,1,2,4,500
20260720,20,10,1,5,3,2530
20260720,20,11,1,2,5,760
20260720,20,12,1,2,3,1510
20260720,22,1,1,4,2,1530
20260720,22,2,1,3,2,1800
20260720,22,3,2,4,3,5280
20260720,22,4,3,4,1,15200
20260720,22,5,3,1,2,4950
20260720,22,6,6,4,2,172720
20260720,22,7,5,2,1,7920
20260720,22,8,1,4,6,3130
20260720,22,9,1,3,4,2100
20260720,22,10,1,3,4,2240
20260720,22,11,1,2,3,500
20260720,22,12,4,5,1,3120
