date,jcd,r,r1,r2,r3,3rt
20260622,02,1,3,4,2,1310
20260622,02,2,1,3,4,2650
20260622,02,3,1,4,6,2350
20260622,02,4,1,2,3,1210
20260622,02,5,5,4,3,3450
20260622,02,6,3,5,1,39500
20260622,02,7,2,3,4,4120
20260622,02,8,1,2,4,1660
20260622,02,9,3,1,4,9270
20260622,02,10,2,4,5,9950
20260622,02,11,1,2,3,530
20260622,02,12,1,2,3,670
20260622,05,1,2,1,5,2710
20260622,05,2,5,1,4,19390
20260622,05,3,3,5,6,16590
20260622,05,4,1,3,6,1020
20260622,05,5,2,4,3,2640
20260622,05,6,3,1,4,2720
20260622,05,7,1,4,6,1170
20260622,05,8,2,1,3,1760
20260622,05,9,1,4,5,2780
20260622,05,10,1,3,2,1350
20260622,05,11,4,1,3,5430
20260622,05,12,1,4,5,1780
20260622,06,1,1,2,5,570
20260622,06,2,2,1,4,2700
20260622,06,3,2,3,4,640
20260622,06,4,1,2,5,950
20260622,06,5,4,2,5,14120
20260622,06,6,1,2,3,1000
20260622,06,7,1,3,2,3170
20260622,06,8,4,1,2,850
20260622,06,9,3,5,6,5870
20260622,06,10,3,5,6,1830
20260622,06,11,1,4,2,1990
20260622,06,12,6,4,3,47980
20260622,08,1,2,4,3,6230
20260622,08,2,4,2,3,4020
20260622,08,3,5,2,4,9560
20260622,08,4,3,6,5,1990
20260622,08,5,3,2,4,6930
20260622,08,6,1,5,3,1720
20260622,08,7,1,2,3,1690
20260622,08,8,2,4,5,13490
20260622,08,9,2,6,4,15610
20260622,08,10,4,6,3,3760
20260622,08,11,1,3,6,870
20260622,08,12,1,4,5,2120
20260622,10,1,2,1,4,2480
20260622,10,2,1,2,6,1090
20260622,10,3,3,4,6,20300
20260622,10,4,4,5,2,5500
20260622,10,5,3,1,5,960
20260622,10,6,2,1,5,1880
20260622,10,7,1,2,3,5200
20260622,10,8,2,1,4,1540
20260622,10,9,4,1,2,1860
20260622,10,10,3,2,4,3460
20260622,10,11,5,3,4,11070
20260622,10,12,1,3,4,1120
20260622,11,1,1,3,2,1110
20260622,11,2,5,3,1,36860
20260622,11,3,5,1,3,7380
20260622,11,4,1,3,2,2280
20260622,11,5,3,1,5,840
20260622,11,6,1,4,3,680
20260622,11,7,1,3,2,810
20260622,11,8,6,1,2,81420
20260622,11,9,1,2,5,1840
20260622,11,10,1,6,2,6640
20260622,11,11,1,2,5,1200
20260622,11,12,1,4,3,1920
20260622,13,1,3,4,5,1070
20260622,13,2,1,6,2,11040
20260622,13,3,1,2,4,580
20260622,13,4,6,5,4,32930
20260622,13,5,1,4,2,1910
20260622,13,6,1,4,2,330
20260622,13,7,2,3,5,86040
20260622,13,8,1,6,4,4770
20260622,13,9,1,5,2,6330
20260622,13,10,1,2,4,2580
20260622,13,11,1,3,5,1860
20260622,13,12,1,4,2,2370
20260622,15,1,1,2,4,1420
20260622,15,2,1,2,5,3660
