date,jcd,r,r1,r2,r3,3rt
20260721,04,1,2,4,5,1380
20260721,04,2,4,1,2,31450
20260721,04,3,4,3,1,2650
20260721,04,4,1,5,6,7410
20260721,04,5,2,5,3,11730
20260721,04,6,4,6,5,29770
20260721,04,7,5,3,2,4450
20260721,04,8,3,1,4,8510
20260721,04,9,1,3,2,670
20260721,04,10,1,2,6,3930
20260721,04,11,2,1,5,2380
20260721,04,12,2,1,3,6380
20260721,05,1,1,5,4,1110
20260721,05,2,3,1,4,14950
20260721,05,3,1,4,5,9510
20260721,05,4,1,2,3,500
20260721,05,5,1,2,4,1280
20260721,05,6,4,2,6,5490
20260721,05,7,4,1,3,1960
20260721,05,8,1,4,2,580
20260721,05,9,1,3,4,850
20260721,05,10,4,2,6,8220
20260721,05,11,1,3,2,450
20260721,05,12,1,3,4,830
20260721,09,1,2,3,1,4290
20260721,09,2,1,4,5,10320
20260721,09,3,3,1,4,7020
20260721,09,4,5,3,6,28400
20260721,09,5,4,2,1,2990
20260721,09,6,3,1,4,3080
20260721,09,7,1,2,3,1600
20260721,09,8,3,1,6,4970
20260721,09,9,1,2,6,3690
20260721,09,10,1,2,4,520
20260721,09,11,1,2,4,920
20260721,09,12,1,2,4,1580
20260721,10,1,1,4,2,1310
20260721,10,2,1,3,2,770
20260721,10,3,6,3,4,74020
20260721,10,4,1,5,4,2140
20260721,10,5,5,2,6,3760
20260721,10,6,4,3,5,3440
20260721,10,7,1,5,2,6200
20260721,10,8,3,2,4,2430
20260721,10,9,3,5,4,14410
20260721,10,10,1,4,6,2990
20260721,10,11,1,4,2,1910
20260721,10,12,3,5,1,23240
20260721,11,1,1,3,5,2320
20260721,11,2,3,4,6,4630
20260721,11,3,2,1,3,2260
20260721,11,4,1,2,3,1030
20260721,11,5,1,3,2,820
20260721,11,6,1,3,2,4130
20260721,11,7,1,5,3,4400
20260721,11,8,5,4,6,5320
20260721,11,9,2,4,3,9140
20260721,11,10,1,2,4,1330
20260721,11,11,1,3,2,1270
20260721,11,12,1,3,2,1610
20260721,12,1,3,5,4,5720
20260721,12,2,5,1,3,1950
20260721,12,3,1,4,3,3940
20260721,12,4,5,2,3,67840
20260721,12,5,4,6,5,9980
20260721,12,6,5,2,1,2260
20260721,12,7,1,3,2,850
20260721,12,8,1,2,3,1290
20260721,12,9,2,5,4,10590
20260721,12,10,1,3,5,1000
20260721,12,11,4,2,6,23220
20260721,12,12,1,3,5,2550
20260721,15,1,1,3,2,1250
20260721,15,2,1,4,2,2770
20260721,15,3,1,6,4,5090
20260721,15,4,2,1,6,2360
20260721,15,5,1,3,2,2210
20260721,15,6,1,4,5,1040
20260721,15,7,1,3,4,480
20260721,15,8,1,4,3,900
20260721,15,9,4,1,5,3280
20260721,15,10,3,2,4,4780
20260721,15,11,1,3,5,2140
20260721,15,12,1,5,2,7430
20260721,16,1,3,1,2,4160
20260721,16,2,4,1,3,10080
20260721,16,3,1,2,5,2320
20260721,16,4,4,1,6,11640
20260721,16,5,1,3,5,1680
20260721,16,6,2,1,3,16130
20260721,16,7,1,6,2,1310
20260721,16,8,1,2,3,650
20260721,16,9,2,4,1,6780
20260721,16,10,1,2,4,610
20260721,16,11,1,3,2,960
20260721,16,12,1,5,4,5980
20260721,19,1,4,2,6,1880
20260721,19,2,1,6,2,58130
20260721,19,3,2,3,1,9670
20260721,19,4,2,4,1,2770
20260721,19,5,1,2,5,8510
20260721,19,6,2,5,3,550
20260721,19,7,1,5,3,1680
20260721,19,8,1,4,2,990
20260721,19,9,2,4,6,9820
20260721,19,10,1,6,2,1400
20260721,19,11,1,2,3,460
20260721,19,12,1,2,3,570
20260721,20,1,4,1,2,6910
20260721,20,2,3,4,2,8330
20260721,20,3,1,4,5,1580
20260721,20,4,1,2,3,300
20260721,20,5,1,2,3,740
20260721,20,6,1,2,3,580
20260721,20,7,1,5,3,2540
20260721,20,8,1,3,2,500
20260721,20,9,1,3,2,410
20260721,20,10,5,1,2,27060
20260721,20,11,1,5,3,2480
20260721,20,12,1,3,6,6560
20260721,22,1,5,6,3,161450
20260721,22,2,2,1,3,2780
20260721,22,3,2,1,6,2610
20260721,22,4,3,2,1,10350
20260721,22,5,1,2,4,820
20260721,22,6,1,2,3,810
20260721,22,7,1,2,4,5930
20260721,22,8,4,2,5,26750
20260721,22,9,4,1,2,23350
20260721,22,10,1,4,2,2060
20260721,22,11,2,1,5,15510
20260721,22,12,1,6,2,11850
20260721,23,1,1,2,3,710
20260721,23,2,1,2,4,700
20260721,23,3,1,5,4,7650
20260721,23,4,2,1,4,1040
20260721,23,5,1,3,2,770
20260721,23,6,1,2,3,770
20260721,23,7,2,5,1,5000
20260721,23,8,4,1,2,830
20260721,23,9,2,1,4,2220
20260721,23,10,1,3,4,3100
20260721,23,11,1,2,3,840
20260721,23,12,1,5,3,1870
