date,jcd,r,r1,r2,r3,3rt
20260625,01,1,3,4,5,15800
20260625,01,2,1,2,4,1790
20260625,01,3,3,1,4,4470
20260625,01,4,5,3,2,28430
20260625,01,5,1,3,4,1550
20260625,01,6,5,1,3,7270
20260625,01,7,1,5,4,20490
20260625,01,8,5,1,6,4840
20260625,01,9,4,1,2,5230
20260625,01,10,4,2,1,3500
20260625,01,11,1,2,3,1000
20260625,01,12,2,1,3,3940
20260625,03,1,4,6,5,3900
20260625,03,2,2,1,5,3270
20260625,03,3,2,1,3,2300
20260625,03,4,1,6,2,10590
20260625,03,5,1,3,5,2950
20260625,03,6,1,2,5,1000
20260625,03,7,3,5,2,7880
20260625,03,8,1,3,6,7180
20260625,03,9,3,4,5,1050
20260625,03,10,5,4,2,12280
20260625,03,11,5,1,4,9890
20260625,03,12,1,3,4,960
20260625,04,1,6,1,2,14290
20260625,04,2,1,5,6,3750
20260625,04,3,5,4,1,4520
20260625,04,4,2,1,4,2440
20260625,04,5,3,2,1,2900
20260625,04,6,1,5,3,3430
20260625,04,7,3,4,5,1480
20260625,04,8,3,6,4,14550
20260625,04,9,2,4,5,4760
20260625,04,10,1,4,3,4900
20260625,04,11,6,4,1,7680
20260625,04,12,1,2,6,1330
20260625,06,1,1,2,3,1880
20260625,06,2,1,6,4,1080
20260625,06,3,1,2,5,3640
20260625,06,4,1,3,6,1750
20260625,06,5,1,5,4,4030
20260625,06,6,1,6,3,1250
20260625,06,7,3,1,5,2340
20260625,06,8,1,4,2,480
20260625,06,9,1,5,2,2290
20260625,06,10,1,2,6,2390
20260625,06,11,1,2,4,1130
20260625,06,12,2,1,5,5830
20260625,07,1,1,2,3,580
20260625,07,2,1,6,2,66190
20260625,07,3,4,5,1,5700
20260625,07,4,2,3,4,1870
20260625,07,5,1,5,3,6270
20260625,07,6,1,3,6,5250
20260625,07,7,1,4,5,410
20260625,07,8,5,2,6,15260
20260625,07,9,6,1,4,2430
20260625,07,10,1,5,6,2120
20260625,07,11,3,6,5,53020
20260625,07,12,4,6,1,47910
