date,jcd,r,r1,r2,r3,3rt
20260719,01,1,2,1,4,4080
20260719,01,2,3,1,2,4770
20260719,01,3,4,1,2,3110
20260719,01,4,1,5,6,3580
20260719,01,5,1,4,3,1770
20260719,01,6,1,4,5,1010
20260719,01,7,1,4,3,1150
20260719,01,8,3,1,2,5200
20260719,01,9,3,1,4,3190
20260719,01,10,4,1,3,27940
20260719,01,11,3,1,2,2490
20260719,01,12,1,3,4,1090
20260719,02,1,4,2,3,5350
20260719,02,2,1,4,5,2140
20260719,02,3,2,5,3,1350
20260719,02,4,4,2,5,2340
20260719,02,5,4,5,3,2340
20260719,02,6,2,3,4,2050
20260719,02,7,1,3,2,1160
20260719,02,8,2,1,5,1160
20260719,02,9,3,5,1,10850
20260719,02,10,2,3,4,6070
20260719,02,11,1,3,6,840
20260719,02,12,1,4,3,1980
20260719,04,1,1,5,3,1010
20260719,04,2,5,1,6,4700
20260719,04,3,2,4,3,16360
20260719,04,4,2,5,3,2220
20260719,04,5,3,1,6,2500
20260719,04,6,2,1,6,790
20260719,04,7,1,3,2,8380
20260719,04,8,4,2,1,2170
20260719,04,9,1,5,2,2290
20260719,04,10,3,2,1,1540
20260719,04,11,1,2,6,2940
20260719,04,12,1,4,3,1060
20260719,05,1,1,3,5,1180
20260719,05,2,1,5,2,5110
20260719,05,3,1,3,6,2240
20260719,05,4,3,4,2,10640
20260719,05,5,1,3,4,1300
20260719,05,6,2,3,4,26520
20260719,05,7,1,5,4,1120
20260719,05,8,2,4,1,8090
20260719,05,9,1,4,2,2590
20260719,05,10,6,2,1,8860
20260719,05,11,1,2,3,950
20260719,05,12,1,2,4,500
20260719,08,1,1,5,6,6240
20260719,08,2,2,1,6,16350
20260719,08,3,1,3,5,1650
20260719,08,4,1,2,4,1690
20260719,08,5,4,3,2,32620
20260719,08,6,1,3,4,3330
20260719,08,7,3,2,6,2420
20260719,08,8,3,2,1,6750
20260719,08,9,2,1,3,4100
20260719,08,10,2,3,4,46280
20260719,08,11,1,2,3,790
20260719,08,12,1,2,3,560
20260719,09,1,3,1,6,2440
20260719,09,2,3,1,2,6460
20260719,09,3,2,1,3,1340
20260719,09,4,1,6,2,2530
20260719,09,5,1,4,3,4690
20260719,09,6,2,1,6,4410
20260719,09,7,1,4,2,3010
20260719,09,8,1,3,2,3940
20260719,09,9,1,3,4,1600
20260719,09,10,1,3,5,750
20260719,09,11,1,3,6,4760
20260719,09,12,2,4,5,11640
20260719,10,1,5,1,3,27270
20260719,10,2,4,2,3,28820
20260719,10,3,1,3,4,1020
20260719,10,4,4,3,6,3810
20260719,10,5,3,1,2,4670
20260719,10,6,2,1,4,3920
20260719,10,7,1,2,3,2040
20260719,10,8,1,2,4,2250
20260719,10,9,3,1,5,2410
20260719,10,10,1,2,3,3820
20260719,10,11,1,3,5,5080
20260719,10,12,1,4,2,1770
20260719,11,1,2,4,6,3730
20260719,11,2,2,5,3,12610
20260719,11,3,4,3,1,5690
20260719,11,4,1,4,2,3190
20260719,11,5,5,1,2,11980
20260719,11,6,2,1,5,1360
20260719,11,7,2,1,3,1160
20260719,11,8,3,1,2,13450
20260719,11,9,1,6,2,10530
20260719,11,10,3,4,2,2020
20260719,11,11,1,3,4,860
20260719,11,12,4,3,6,28170
20260719,12,1,1,3,2,710
20260719,12,2,5,3,4,12110
20260719,12,3,1,2,6,680
20260719,12,4,4,1,5,7830
20260719,12,5,6,5,1,2230
20260719,12,6,4,3,1,6520
20260719,12,7,1,2,6,410
20260719,12,8,1,5,2,6830
20260719,12,9,1,2,4,500
20260719,12,10,1,2,5,1800
20260719,12,11,2,3,1,7220
20260719,12,12,1,2,3,1260
20260719,16,1,1,3,6,5310
20260719,16,2,5,2,1,18680
20260719,16,3,4,5,6,8340
20260719,16,4,4,6,5,8170
20260719,16,5,4,1,3,12600
20260719,16,6,4,1,6,4340
20260719,16,7,3,6,5,13010
20260719,16,8,3,5,4,3340
20260719,16,9,5,1,2,3710
20260719,16,10,3,1,6,3110
20260719,16,11,1,2,5,490
20260719,16,12,3,1,6,3180
20260719,17,1,2,3,1,2590
20260719,17,2,1,2,3,1430
20260719,17,3,3,4,1,16410
20260719,17,4,5,3,4,85480
20260719,17,5,1,2,6,700
20260719,17,6,3,2,6,6290
20260719,17,7,1,5,4,1720
20260719,17,8,1,5,6,7130
20260719,17,9,1,4,3,1250
20260719,17,10,2,5,3,6820
20260719,17,11,5,4,6,28770
20260719,17,12,1,5,3,1940
