date,jcd,r,r1,r2,r3,3rt,決まり手,天候,風速,波高,水温,気温,単勝_払戻,複勝1_払戻,3連単_払戻,3連複_払戻,2連単_払戻,2連複_払戻,着順1,ST1,着順2,ST2,着順3,ST3,着順4,ST4,着順5,ST5,着順6,ST6
20260810,24,1,1,2,3,390,逃げ,曇り,2,1,,,,,390,170,300,180,01,0.21,02,0.23,03,0.23,04,0.23,05,0.23,06,0.22
20260810,24,2,1,3,5,1060,逃げ,曇り,2,1,,,,,1060,560,300,370,01,0.13,04,0.21,02,0.23,05,0.28,03,0.26,06,0.25
20260810,24,3,1,3,2,1020,抜き,晴,2,1,,,,,1020,430,250,200,01,0.05,03,0.09,02,0.10,04,0.11,05,0.11,06,0.08
20260810,24,4,2,5,1,12740,まくり,晴,2,1,,,,,12740,370,5670,1740,03,0.12,01,0.13,04,0.13,06,0.11,02,0.17,05,0.13
20260810,24,5,1,2,3,390,逃げ,晴,1,1,,,,,390,180,230,160,01,0.09,02,0.13,03,0.08,05,0.12,04,0.14,S0,0.18
20260810,24,6,4,1,5,1500,差し,晴,1,1,,,,,1500,310,540,190,02,0.10,04,0.15,05,0.25,01,0.12,03,0.26,06,0.22
20260810,24,7,1,2,3,510,逃げ,晴,1,1,,,,,510,260,250,190,01,0.10,02,0.14,03,0.17,05,0.19,04,0.16,06,0.14
20260810,24,8,1,4,2,3330,逃げ,晴,1,1,,,,,3330,570,1530,820,01,0.10,03,0.24,05,0.22,02,0.20,06,0.18,04,0.18
20260810,24,9,4,1,5,7360,抜き,晴,2,1,,,,,7360,920,2640,310,02,0.18,04,0.16,06,0.25,01,0.16,03,0.20,05,0.30
20260810,24,10,4,6,1,12090,まくり,晴,3,2,,,,,12090,1210,3700,1470,03,0.21,06,0.18,04,0.25,01,0.05,05,0.04,02,0.05
20260810,24,11,1,2,4,680,逃げ,晴,3,2,,,,,680,280,300,160,01,0.16,02,0.17,04,0.12,03,0.11,05,0.20,06,0.25
20260810,24,12,1,2,3,620,逃げ,晴,2,1,,,,,620,280,280,260,01,0.07,02,0.05,03,0.06,04,0.05,05,0.16,06,0.22
20260810,23,1,1,2,3,680,逃げ,曇り,0,1,,,,,680,530,170,250,01,0.10,02,0.12,03,0.12,05,0.26,06,0.49,04,0.18
20260810,23,2,1,3,2,2730,逃げ,曇り,1,1,,,,,2730,250,1470,1410,01,0.08,03,0.07,02,0.12,05,0.31,04,0.28,06,0.33
20260810,23,3,3,1,4,3260,まくり差し,曇り,1,1,,,,,3260,430,630,120,02,0.07,04,0.17,01,0.09,03,0.08,05,0.11,06,0.05
20260810,23,4,2,4,3,3930,まくり,曇り,1,1,,,,,3930,900,1250,830,05,0.36,01,0.11,03,0.09,02,0.11,04,0.04,06,0.13
20260810,23,5,5,4,2,1200,まくり,曇り,3,3,,,,,1200,410,360,230,05,0.10,03,0.13,04,0.15,02,0.16,01,0.08,06,0.21
20260810,23,6,2,4,1,830,差し,曇り,4,4,,,,,830,210,230,190,03,0.07,01,0.07,04,0.10,02,0.07,06,0.10,05,0.18
20260810,23,7,1,3,6,4220,逃げ,曇り,4,4,,,,,4220,1170,740,130,01,0.16,05,0.18,02,0.19,06,0.29,04,0.26,03,0.19
