date,jcd,r,r1,r2,r3,3rt,決まり手,天候,風速,波高,水温,気温,単勝_払戻,複勝1_払戻,3連単_払戻,3連複_払戻,2連単_払戻,2連複_払戻,着順1,ST1,着順3,ST3,着順4,ST4,着順5,ST5,着順2,ST2,着順6,ST6
20260830,23,1,1,3,4,660,逃げ,雨,1,1,,,,,660,330,210,240,01,0.08,02,0.07,03,0.13,04,0.19,05,0.11,06,0.09
20260830,23,2,1,3,5,2340,逃げ,曇り,1,1,,,,,2340,1180,780,380,01,0.13,02,0.11,05,0.11,03,0.07,04,0.09,06,0.11
20260830,23,3,1,3,2,410,逃げ,晴,1,1,,,,,410,150,210,150,01,0.08,02,0.07,04,0.07,06,0.13,03,0.08,05,0.14
20260830,23,4,1,3,5,2920,逃げ,晴,2,2,,,,,2920,2140,600,450,01,0.12,02,0.11,04,0.21,03,0.15,06,0.09,05,0.11
20260830,23,5,1,6,2,3280,逃げ,晴,2,2,,,,,3280,450,1480,930,01,0.14,06,0.24,05,0.37,04,0.12,03,0.27,02,0.09
20260830,23,6,1,2,5,1190,逃げ,晴,1,1,,,,,1190,570,340,440,01,0.19,04,0.19,06,0.22,03,0.18,02,0.21,05,0.15
20260830,23,7,3,4,2,77410,まくり,晴,3,3,,,,,77410,20200,7790,3840,S0,0.26,01,0.16,02,0.21,S2,0.11,03,0.26,S0,0.13
20260830,23,8,4,6,1,2600,まくり差し,晴,2,2,,,,,2600,510,1150,500,03,0.25,04,0.42,01,0.24,06,0.28,05,0.26,02,0.24
20260830,23,9,1,4,3,1300,逃げ,晴,2,2,,,,,1300,410,530,390,01,0.16,03,0.17,02,0.13,05,0.13,04,0.13,06,0.14
20260830,23,10,1,2,5,1310,逃げ,晴,2,2,,,,,1310,670,200,260,01,0.07,04,0.04,05,0.07,03,0.11,02,0.09,06,0.14
20260830,23,11,1,2,4,1370,逃げ,晴,1,1,,,,,1370,960,330,270,01,0.11,04,0.09,03,0.17,05,0.14,02,0.10,K0,K .
20260830,23,12,1,4,2,3150,逃げ,晴,2,2,,,,,3150,820,1060,1330,01,0.10,04,0.14,02,0.26,06,0.38,03,0.11,05,0.27
20260830,21,1,4,2,5,79740,まくり,晴,1,1,,,,,79740,9470,15470,2290,06,0.22,05,0.17,01,0.08,03,0.15,02,0.18,04,0.13
20260830,21,2,4,3,1,18050,まくり,晴,1,1,,,,,18050,840,5390,2950,03,0.18,02,0.23,01,0.06,05,0.08,06,0.15,04,0.05
20260830,21,3,3,2,5,11760,まくり,晴,2,2,,,,,11760,2410,4140,2090,04,0.23,01,0.08,05,0.10,03,0.14,02,0.23,06,0.09
20260830,21,4,1,2,4,690,逃げ,晴,2,2,,,,,690,340,300,320,01,0.08,04,0.06,03,0.05,06,0.08,02,0.07,05,0.08
20260830,21,5,2,4,6,29360,まくり,晴,3,3,,,,,29360,5950,5070,2010,06,0.12,04,0.18,02,0.16,05,0.12,01,0.08,03,0.15
20260830,21,6,4,5,2,3360,まくり,晴,3,3,,,,,3360,550,890,510,06,0.22,04,0.08,01,0.10,02,0.09,03,0.19,05,0.08
20260830,21,7,1,2,6,13000,逃げ,晴,3,3,,,,,13000,5400,1430,830,01,0.08,04,0.17,05,0.22,06,0.27,02,0.13,03,0.19
20260830,21,8,3,6,2,6820,まくり,晴,3,3,,,,,6820,640,3000,2400,06,0.19,01,0.11,04,0.13,05,0.22,03,0.18,02,0.10
20260830,21,9,2,3,4,23480,まくり差し,晴,4,4,,,,,23480,2760,3790,3540,06,0.15,02,0.13,03,0.12,05,0.11,01,0.13,04,0.22
20260830,21,10,5,2,1,18660,差し,晴,4,4,,,,,18660,1270,4820,1380,03,0.15,04,0.12,06,0.11,01,0.08,02,0.10,05,0.11
20260830,21,11,4,6,1,18040,まくり,晴,4,4,,,,,18040,1580,6540,4500,03,0.27,06,0.31,01,0.14,05,0.11,04,0.34,02,0.13
20260830,21,12,2,6,5,27800,まくり,晴,3,3,,,,,27800,2750,5670,3670,05,0.18,06,0.24,04,0.17,03,0.17,01,0.20,02,0.24
20260830,19,1,1,3,2,1330,逃げ,晴,3,3,,,,,1330,790,260,250,01,0.10,02,0.13,05,0.17,04,0.13,03,0.12,06,0.18
20260830,19,2,2,4,5,6340,まくり,晴,3,3,,,,,6340,1360,3320,1240,05,0.23,04,0.13,02,0.08,03,0.06,01,0.14,06,0.08
20260830,19,3,3,1,5,2920,まくり差し,晴,3,3,,,,,2920,930,570,290,02,0.14,01,0.11,04,0.14,03,0.14,06,0.15,05,0.13
20260830,19,4,1,3,5,3000,逃げ,晴,2,2,,,,,3000,1180,810,780,01,0.15,02,0.09,05,0.07,03,0.14,04,0.16,06,0.21
20260830,19,5,4,5,2,13850,まくり,晴,3,3,,,,,13850,6070,5090,3520,04,0.37,06,0.74,01,0.13,02,0.21,03,0.36,05,0.16
20260830,19,6,3,4,2,3810,まくり,晴,2,2,,,,,3810,1130,670,360,06,0.20,01,0.06,02,0.06,04,0.18,03,0.13,05,0.20
20260830,19,7,4,5,6,6820,まくり,晴,1,1,,,,,6820,3590,3090,1680,05,0.14,06,0.22,01,0.12,02,0.19,04,0.18,03,0.14
20260830,19,8,6,4,2,7590,まくり,晴,1,1,,,,,7590,2460,2220,1390,04,0.25,05,0.19,02,0.08,06,0.13,03,0.19,01,0.05
20260830,19,9,1,2,5,2820,逃げ,晴,2,2,,,,,2820,1890,320,230,01,0.13,06,0.24,04,0.24,03,0.28,02,0.17,05,0.23
20260830,19,10,2,3,6,580,逃げ,晴,2,2,,,,,580,260,280,240,K0,K .,02,0.15,04,0.15,05,0.23,01,0.07,03,0.16
20260830,19,11,1,2,3,510,逃げ,晴,1,1,,,,,510,210,290,270,01,0.13,03,0.14,04,0.18,06,0.12,02,0.15,05,0.11
20260830,19,12,1,2,6,990,逃げ,晴,2,2,,,,,990,440,210,200,01,0.07,04,0.08,06,0.05,05,0.04,02,0.15,03,0.02
20260830,17,1,1,2,3,480,逃げ,晴,4,4,,,,,480,310,210,130,01,0.28,03,0.26,05,0.33,04,0.31,02,0.32,06,0.35
20260830,17,2,1,4,2,1270,逃げ,晴,4,4,,,,,1270,270,450,490,01,0.19,04,0.17,02,0.24,05,0.38,03,0.16,06,0.23
20260830,17,3,3,1,2,2080,まくり,晴,2,3,,,,,2080,280,750,260,02,0.06,01,0.13,06,0.11,04,0.09,03,0.14,05,0.11
20260830,17,4,3,1,5,1650,差し,晴,4,4,,,,,1650,430,580,230,02,0.11,01,0.09,06,0.11,03,0.13,05,0.10,04,0.10
20260830,17,5,4,1,3,15240,まくり,晴,2,2,,,,,15240,360,1710,380,02,0.23,03,0.16,01,0.15,04,0.13,06,0.47,05,0.13
20260830,17,6,4,2,6,10650,まくり,晴,3,3,,,,,10650,3040,2050,1220,06,0.11,04,0.15,01,0.10,05,0.11,02,0.16,03,0.13
20260830,17,7,1,2,5,790,逃げ,晴,4,4,,,,,790,370,400,370,01,0.16,04,0.14,05,0.36,03,0.17,02,0.10,06,0.38
20260830,17,8,1,2,4,830,逃げ,晴,3,3,,,,,830,460,260,190,01,0.03,06,0.30,03,0.13,05,0.24,02,0.07,04,0.16
20260830,17,9,1,2,3,990,逃げ,晴,1,1,,,,,990,560,440,410,01,0.05,03,0.11,05,0.16,04,0.14,02,0.05,06,0.22
20260830,17,10,2,3,1,1960,逃げ,晴,3,3,,,,,1960,310,1140,680,03,0.18,02,0.15,05,0.15,06,0.15,01,0.12,04,0.14
20260830,17,11,1,5,6,18020,逃げ,晴,2,2,,,,,18020,10020,1870,2600,01,0.14,05,0.14,04,0.15,02,0.16,06,0.13,03,0.19
20260830,17,12,1,2,3,470,逃げ,晴,2,2,,,,,470,170,280,200,01,0.16,03,0.14,S1,0.09,04,0.17,02,0.10,05,0.16
20260830,16,1,3,4,2,31700,抜き,晴,5,3,,,,,31700,3740,6050,8790,04,0.15,01,0.14,02,0.09,05,0.15,03,0.12,06,0.16
20260830,16,2,2,3,4,2550,差し,晴,4,3,,,,,2550,980,600,360,04,0.21,02,0.11,03,0.09,06,0.15,01,0.12,05,0.08
20260830,16,3,5,4,1,5470,まくり差し,晴,5,3,,,,,5470,400,1510,710,03,0.15,05,0.15,02,0.12,01,0.16,06,0.22,04,0.17
