jcd,r,close_time
04,1,10:55
04,2,11:23
04,3,11:53
04,4,12:22
04,5,12:52
04,6,13:22
04,7,13:53
04,8,14:25
04,9,14:56
04,10,15:30
04,11,16:06
04,12,16:44
05,1,10:30
05,2,10:57
05,3,11:27
05,4,11:57
05,5,12:27
05,6,12:57
05,7,13:29
05,8,14:02
05,9,14:38
05,10,15:14
05,11,15:52
05,12,16:30
07,1,15:21
07,2,15:48
07,3,16:14
07,4,16:42
07,5,17:09
07,6,17:34
07,7,18:02
07,8,18:41
07,9,19:10
07,10,19:39
07,11,20:10
07,12,20:38
08,1,10:43
08,2,11:14
08,3,11:41
08,4,12:07
08,5,12:37
08,6,13:07
08,7,13:36
08,8,14:06
08,9,14:35
08,10,15:10
08,11,15:45
08,12,16:25
09,1,10:34
09,2,11:01
09,3,11:31
09,4,12:01
09,5,12:31
09,6,13:02
09,7,13:33
09,8,14:05
09,9,14:34
09,10,15:06
09,11,15:41
09,12,16:20
11,1,10:29
11,2,10:54
11,3,11:22
11,4,11:49
11,5,12:20
11,6,12:47
11,7,13:21
11,8,13:56
11,9,14:28
11,10,14:59
11,11,15:33
11,12,16:12
13,1,10:36
13,2,11:02
13,3,11:25
13,4,11:52
13,5,12:18
13,6,12:49
13,7,13:19
13,8,13:51
13,9,14:20
13,10,15:04
13,11,15:39
13,12,16:09
14,1,08:32
14,2,08:58
14,3,09:24
14,4,09:50
14,5,10:16
14,6,10:47
14,7,11:18
14,8,11:50
14,9,12:30
14,10,13:01
14,11,13:33
14,12,14:10
15,1,15:19
15,2,15:42
15,3,16:10
15,4,16:36
15,5,17:01
15,6,17:27
15,7,17:55
15,8,18:25
15,9,18:55
15,10,19:23
15,11,20:01
15,12,20:31
16,1,10:52
16,2,11:20
16,3,11:47
16,4,12:16
16,5,12:51
16,6,13:27
16,7,14:00
16,8,14:32
16,9,15:01
16,10,15:35
16,11,16:08
16,12,16:50
18,1,10:38
18,2,11:08
18,3,11:38
18,4,12:09
18,5,12:40
18,6,13:11
18,7,13:42
18,8,14:14
18,9,14:48
18,10,15:24
18,11,16:00
18,12,16:40
19,1,15:29
19,2,15:56
19,3,16:22
19,4,16:47
19,5,17:17
19,6,17:48
19,7,18:17
19,8,18:48
19,9,19:16
19,10,19:48
19,11,20:17
19,12,20:45
22,1,11:46
22,2,12:14
22,3,12:44
22,4,13:15
22,5,13:46
22,6,14:17
22,7,14:44
22,8,15:17
22,9,15:50
22,10,16:17
22,11,16:56
22,12,17:25
23,1,08:44
23,2,09:10
23,3,09:36
23,4,10:02
23,5,10:28
23,6,10:59
23,7,11:35
23,8,12:04
23,9,12:33
23,10,13:04
23,11,13:40
23,12,14:22
24,1,17:41
24,2,18:08
24,3,18:34
24,4,19:03
24,5,19:30
24,6,19:56
24,7,20:25
24,8,20:59
24,9,21:25
24,10,21:51
24,11,22:16
24,12,22:41
