date,jcd,r,登番1,勝率1,登番2,勝率2,登番3,勝率3,登番4,勝率4,登番5,勝率5,登番6,勝率6
20260628,01,1,4114,5.27,4695,5.76,4960,7.78,4376,5.73,5076,5.36,4276,5.88
20260628,01,2,4918,5.06,3517,5.89,5289,5.87,4468,6.61,5145,6.07,3947,4.36
20260628,01,3,4508,5.17,4596,5.87,3514,6.02,4839,5.79,4631,4.81,5269,5.42
20260628,01,4,4299,4.58,4258,4.96,4357,6.93,3304,5.9,3909,6.63,5212,6.15
20260628,01,5,5239,4.86,4736,6.94,4131,6.34,3997,6.45,4695,5.76,4259,5.65
20260628,01,6,4308,6.87,4457,4.78,3947,4.36,5133,5.71,4114,5.27,3616,4.81
20260628,01,7,4403,6.31,4740,4.63,3532,5.96,4918,5.06,4152,5.25,4474,5.56
20260628,01,8,4475,6.07,5076,5.36,3793,4.2,4631,4.81,4188,7.58,4216,4.66
20260628,01,9,4376,5.73,4688,6.79,4299,4.58,3517,5.89,4596,5.87,3619,4.96
20260628,01,10,4960,7.78,3997,6.45,3304,5.9,4151,5.13,4131,6.34,5289,5.87
20260628,01,11,4468,6.61,4276,5.88,4152,5.25,4736,6.94,5212,6.15,4839,5.79
20260628,01,12,4188,7.58,4403,6.31,4308,6.87,5269,5.42,5239,4.86,5145,6.07
20260628,02,1,3589,4.34,4404,3.7,3797,3.91,3516,4.32,3659,5.69,5187,3.24
20260628,02,2,3681,4.47,3687,5.3,3482,5.09,5351,4.51,5449,2.13,4072,6.92
20260628,02,3,3656,5.15,3484,5.86,3430,4.27,4081,4.74,4174,6.29,5238,5.68
20260628,02,4,3268,4.44,3257,6.63,4944,4.11,3327,6.01,5455,1.52,3719,6.91
20260628,02,5,4966,5.35,3987,5.99,5242,3.38,5042,6.19,5341,2.91,3620,4.13
20260628,02,6,3878,4.28,3912,5.66,3659,5.69,4553,5.75,4471,6.57,5449,2.13
20260628,02,7,3473,6.11,5035,5.59,5187,3.24,3463,4.85,3922,3.74,4883,5.97
20260628,02,8,4112,5.91,5141,6.85,4072,6.92,3797,3.91,3430,4.27,5455,1.52
20260628,02,9,3482,5.09,4174,6.29,3589,4.34,5424,1.39,4966,5.35,4944,4.11
20260628,02,10,4553,5.75,5351,4.51,3719,6.91,5341,2.91,4081,4.74,3627,4.96
20260628,02,11,3257,6.63,4471,6.57,3681,4.47,3473,6.11,4404,3.7,5226,5.93
20260628,02,12,5042,6.19,3327,6.01,3878,4.28,3922,3.74,5141,6.85,4049,6.11
20260628,03,1,4465,4.62,3850,4.54,5236,3.95,5374,2.59,4632,4.84,5279,5.39
20260628,03,2,4093,4.33,4952,4.38,4875,5.09,4486,5.64,4735,4.13,4084,6.6
20260628,03,3,3690,4.97,4598,5.15,4995,4.65,5364,2.53,4082,5.73,3973,4.12
20260628,03,4,4729,3.86,3602,3.89,4619,4.98,3929,4.22,4677,6.09,3808,4.21
20260628,03,5,3685,5.82,5070,3.43,3934,4.78,3850,4.54,4388,5.86,4318,5.64
20260628,03,6,4875,5.09,4407,4.99,4159,6.29,3775,3.91,4550,5.27,4644,6.26
20260628,03,7,4161,5.31,4077,5.97,4465,4.62,4750,5.32,4202,4.75,4082,5.73
20260628,03,8,3907,5.21,5279,5.39,4735,4.13,4245,4.37,5364,2.53,3584,5.09
20260628,03,9,5115,5.19,4438,4.98,3685,5.82,4748,6.49,5236,3.95,3929,4.22
20260628,03,10,4619,4.98,4995,4.65,4632,4.84,3975,5.78,4917,4.42,3775,3.91
20260628,03,11,4644,6.26,4677,6.09,4486,5.64,3934,4.78,4598,5.15,4161,5.31
20260628,03,12,4084,6.6,4388,5.86,4750,5.32,4159,6.29,3602,3.89,3690,4.97
20260628,04,1,4905,4.48,4462,5.1,4017,5.53,5361,2.67,3542,4.02,4818,2.92
20260628,04,2,4211,3.44,4104,3.8,3839,3.29,3769,5.89,4523,5.67,4897,3.77
20260628,04,3,4901,5.05,4181,3.69,5246,5.25,4060,4.35,5166,6.06,4569,4.8
20260628,04,4,4020,4.43,4179,5.57,4899,4.43,5314,3.41,4754,6.19,3993,5.29
20260628,04,5,4607,5.71,3981,3.93,3834,3.73,4150,5.86,4462,5.1,4323,5.27
20260628,04,6,5034,6.92,3542,4.02,3769,5.89,3731,4.85,4818,2.92,4104,3.8
20260628,04,7,4897,3.77,3963,5.71,4569,4.8,3349,6.54,4181,3.69,4905,4.48
20260628,04,8,4017,5.53,5314,3.41,4179,5.57,5246,5.25,3839,3.29,5361,2.67
20260628,04,9,4323,5.27,4523,5.67,4060,4.35,3981,3.93,4901,5.05,4211,3.44
20260628,04,10,5166,6.06,3993,5.29,3731,4.85,3834,3.73,4020,4.43,4607,5.71
20260628,04,11,4754,6.19,3349,6.54,4150,5.86,4899,4.43,3963,5.71,5034,6.92
20260628,04,12,4907,7.0,4011,5.81,5017,6.37,3838,5.57,4363,5.78,4898,4.51
20260628,05,1,3800,5.78,2878,5.36,3699,3.85,5137,5.39,4654,6.34,3968,5.43
20260628,05,2,3889,3.82,4623,4.84,4496,6.74,5036,5.39,5087,6.85,4435,5.34
20260628,05,3,3503,3.9,5252,5.86,4575,6.26,5020,4.58,3563,5.27,5127,4.81
20260628,05,4,3319,5.38,4442,5.92,4578,5.85,3796,4.95,5175,5.16,4233,6.06
20260628,05,5,4675,6.07,3931,6.02,4381,5.27,4570,6.6,5427,2.63,4432,5.4
