date,jcd,r,登番1,勝率1,登番2,勝率2,登番3,勝率3,登番4,勝率4,登番5,勝率5,登番6,勝率6
20260624,03,1,5070,3.43,3850,4.54,3775,3.91,4729,3.86,4465,4.62,5236,3.95
20260624,03,2,4952,4.38,5279,5.39,3690,4.97,4995,4.65,4735,4.13,5364,2.53
20260624,03,3,3808,4.21,4619,4.98,4677,6.09,3973,4.12,4245,4.37,5374,2.59
20260624,03,4,4093,4.33,4486,5.64,4632,4.84,3929,4.22,4202,4.75,4598,5.15
20260624,03,5,3975,5.78,4875,5.09,4084,6.6,3602,3.89,4407,4.99,4729,3.86
20260624,03,6,4082,5.73,4159,6.29,4660,4.18,3685,5.82,4550,5.27,4995,4.65
20260624,03,7,4077,5.97,4388,5.86,4245,4.37,3775,3.91,5364,2.53,4917,4.42
20260624,03,8,5115,5.19,4438,4.98,4735,4.13,4465,4.62,5374,2.59,3584,5.09
20260624,03,9,5279,5.39,4202,4.75,4750,5.32,3934,4.78,3850,4.54,4619,4.98
20260624,03,10,4644,6.26,5236,3.95,4082,5.73,3975,5.78,4723,4.9,3929,4.22
20260624,03,11,3907,5.21,4677,6.09,4318,5.64,4632,4.84,3685,5.82,4875,5.09
20260624,03,12,4084,6.6,4748,6.49,4159,6.29,4388,5.86,4598,5.15,4161,5.31
20260624,04,1,3834,3.73,3769,5.89,3731,4.85,3981,3.93,4363,5.78,5436,1.23
20260624,04,2,4754,6.19,3963,5.71,4818,2.92,4899,4.43,5246,5.25,4179,5.57
20260624,04,3,4898,4.51,4462,5.1,4607,5.71,3542,4.02,4523,5.67,4911,5.46
20260624,04,4,4569,4.8,4011,5.81,4901,5.05,3993,5.29,4897,3.77,4017,5.53
20260624,04,5,4181,3.69,4323,5.27,4211,3.44,4150,5.86,4905,4.48,5017,6.37
20260624,04,6,4060,4.35,5166,6.06,4557,4.12,3839,3.29,5436,1.23,3349,6.54
20260624,04,7,4899,4.43,4104,3.8,3834,3.73,5361,2.67,4462,5.1,5034,6.92
20260624,04,8,4607,5.71,3731,4.85,3838,5.57,4907,7.0,4020,4.43,4818,2.92
20260624,04,9,3963,5.71,4898,4.51,3993,5.29,4323,5.27,3715,5.56,3981,3.93
20260624,04,10,4523,5.67,4348,5.96,4569,4.8,4179,5.57,3769,5.89,4150,5.86
20260624,04,11,4363,5.78,4911,5.46,3349,6.54,4905,4.48,4017,5.53,5246,5.25
20260624,04,12,4907,7.0,5034,6.92,5017,6.37,4011,5.81,4754,6.19,5166,6.06
20260624,06,1,4327,3.92,4789,5.82,5185,5.24,4484,4.68,4395,5.15,5454,1.4
20260624,06,2,3502,5.89,5344,4.46,3952,6.65,4478,6.54,4382,5.06,4361,7.17
20260624,06,3,4003,5.6,5366,1.34,4356,5.04,3623,7.55,4737,7.55,4819,5.58
20260624,06,4,4391,6.43,5060,5.95,3860,3.79,5106,5.41,3896,5.49,4380,4.56
20260624,06,5,3385,5.43,3548,5.33,3293,3.4,4903,6.67,3224,3.77,4856,7.07
20260624,06,6,4478,6.54,5254,4.05,4484,4.68,5357,1.64,5182,4.92,4208,7.1
20260624,06,7,3333,6.18,3987,6.11,3313,4.48,4012,5.96,4023,4.0,4019,6.75
20260624,06,8,4102,6.42,4247,5.28,4382,5.06,4789,5.82,3860,3.79,4618,5.2
20260624,06,9,4930,5.85,3896,5.49,3502,5.89,3905,6.49,3548,5.33,4356,5.04
20260624,06,10,4856,7.07,4208,7.1,5106,5.41,3952,6.65,5185,5.24,4003,5.6
20260624,06,11,4361,7.17,4737,7.55,4012,5.96,3333,6.18,3385,5.43,5060,5.95
20260624,06,12,4019,6.75,4391,6.43,4903,6.67,4102,6.42,5344,4.46,3623,7.55
20260624,07,1,2538,3.45,3852,4.03,3704,3.35,5245,5.02,3870,4.56,5472,0.94
20260624,07,2,5037,5.36,5286,4.61,4516,6.58,5232,4.67,3710,4.69,5461,1.06
