date,jcd,r,登番1,級別1,年齢1,体重1,勝率1,全国2率1,当地勝率1,当地2率1,モーター番号1,モーター2率1,ボート番号1,ボート2率1,登番2,級別2,年齢2,体重2,勝率2,全国2率2,当地勝率2,当地2率2,モーター番号2,モーター2率2,ボート番号2,ボート2率2,登番3,級別3,年齢3,体重3,勝率3,全国2率3,当地勝率3,当地2率3,モーター番号3,モーター2率3,ボート番号3,ボート2率3,登番4,級別4,年齢4,体重4,勝率4,全国2率4,当地勝率4,当地2率4,モーター番号4,モーター2率4,ボート番号4,ボート2率4,登番5,級別5,年齢5,体重5,勝率5,全国2率5,当地勝率5,当地2率5,モーター番号5,モーター2率5,ボート番号5,ボート2率5,登番6,級別6,年齢6,体重6,勝率6,全国2率6,当地勝率6,当地2率6,モーター番号6,モーター2率6,ボート番号6,ボート2率6
20260726,14,3,4794,A1,36.0,55.0,6.85,52.94,6.62,50.0,64,25.53,62,29.41,4105,B1,46.0,54.0,5.29,31.73,5.5,40.74,68,24.0,61,29.31,5183,B1,27.0,54.0,4.92,32.0,0.0,0.0,14,44.44,31,29.41,4523,A2,38.0,53.0,5.75,38.0,6.87,56.67,30,47.06,39,28.57,5337,B1,20.0,53.0,4.35,21.43,3.63,18.75,28,20.93,59,42.59,2878,B1,68.0,56.0,5.52,33.33,5.0,14.29,21,18.18,68,27.08
20260726,14,4,4052,A2,45.0,50.0,5.62,37.7,5.89,41.01,80,25.86,23,34.62,5063,B1,28.0,52.0,4.45,19.74,6.36,36.36,72,25.49,65,34.62,5143,B1,25.0,53.0,4.02,19.3,3.98,15.83,84,22.0,71,23.4,3692,B1,55.0,53.0,4.97,26.85,5.0,41.18,10,21.28,84,30.36,4584,A1,36.0,54.0,6.1,38.2,6.38,43.75,36,16.98,11,40.98,4736,A1,35.0,52.0,7.11,56.25,6.81,43.75,83,23.91,69,28.0
20260726,14,5,4220,B1,44.0,56.0,4.92,33.0,4.1,23.81,20,32.0,26,37.25,4154,B1,46.0,53.0,5.19,37.08,5.22,34.78,57,44.9,53,49.06,4081,B1,47.0,56.0,4.88,26.61,3.67,22.22,23,25.42,58,25.45,4441,A2,39.0,54.0,5.67,33.06,7.2,60.0,74,28.57,35,22.22,3569,B1,55.0,54.0,4.15,18.68,3.58,15.79,34,32.14,21,40.74,4391,A1,40.0,51.0,6.42,44.64,3.2,0.0,25,25.86,10,38.46
20260726,14,6,4407,B1,40.0,58.0,4.92,27.36,3.75,37.5,78,36.0,72,34.48,5172,B1,25.0,52.0,4.87,28.74,5.56,35.83,73,14.58,64,33.33,4180,A2,43.0,55.0,5.41,31.07,4.38,25.0,38,40.0,51,32.73,5421,B2,24.0,52.0,1.31,1.96,0.0,0.0,76,33.33,75,46.15,3906,B1,48.0,62.0,4.04,23.76,4.22,19.57,11,33.33,36,21.57,4713,A1,35.0,54.0,6.55,45.45,5.84,36.84,26,22.03,33,60.0
20260726,14,7,3156,B1,61.0,55.0,4.49,26.37,4.0,25.0,39,14.0,55,33.33,4176,B2,43.0,54.0,3.34,17.07,4.25,25.0,75,22.92,22,24.53,3660,B1,57.0,60.0,3.18,9.72,3.49,11.76,13,25.53,25,22.0,5337,B1,20.0,53.0,4.35,21.43,3.63,18.75,28,20.93,59,42.59,3563,B1,56.0,52.0,5.5,33.63,4.79,26.32,32,28.57,34,25.81,3257,A1,59.0,51.0,6.91,59.34,5.82,47.06,62,33.96,17,35.29
20260726,14,8,2878,B1,68.0,56.0,5.52,33.33,5.0,14.29,21,18.18,68,27.08,3692,B1,55.0,53.0,4.97,26.85,5.0,41.18,10,21.28,84,30.36,5063,B1,28.0,52.0,4.45,19.74,6.36,36.36,72,25.49,65,34.62,5366,B2,24.0,56.0,1.34,1.47,1.04,0.0,81,25.0,81,34.48,4390,B1,40.0,52.0,4.38,20.0,4.57,22.97,56,28.3,79,18.18,4939,A1,28.0,51.0,7.06,51.02,7.12,60.0,77,26.92,83,32.0
20260726,14,9,3655,B1,52.0,55.0,4.95,26.92,4.27,16.67,29,53.33,60,32.65,3569,B1,55.0,54.0,4.15,18.68,3.58,15.79,34,32.14,21,40.74,4404,B1,41.0,55.0,3.74,13.41,3.82,23.53,17,34.55,38,29.17,4428,A2,40.0,53.0,6.13,42.86,7.6,70.0,35,34.62,57,23.26,4105,B1,46.0,54.0,5.29,31.73,5.5,40.74,68,24.0,61,29.31,4099,A2,47.0,53.0,5.62,37.14,5.97,44.74,22,27.42,12,32.73
20260726,14,10,4391,A1,40.0,51.0,6.42,44.64,3.2,0.0,25,25.86,10,38.46,4584,A1,36.0,54.0,6.1,38.2,6.38,43.75,36,16.98,11,40.98,4342,A2,41.0,54.0,6.06,35.79,7.17,63.89,31,40.0,73,13.33,4052,A2,45.0,50.0,5.62,37.7,5.89,41.01,80,25.86,23,34.62,4121,A2,44.0,53.0,5.99,46.15,5.52,33.33,19,34.62,78,29.63,4220,B1,44.0,56.0,4.92,33.0,4.1,23.81,20,32.0,26,37.25
20260726,14,11,4736,A1,35.0,52.0,7.11,56.25,6.81,43.75,83,23.91,69,28.0,4713,A1,35.0,54.0,6.55,45.45,5.84,36.84,26,22.03,33,60.0,5172,B1,25.0,52.0,4.87,28.74,5.56,35.83,73,14.58,64,33.33,5183,B1,27.0,54.0,4.92,32.0,0.0,0.0,14,44.44,31,29.41,4154,B1,46.0,53.0,5.19,37.08,5.22,34.78,57,44.9,53,49.06,4483,A1,37.0,53.0,6.73,50.86,6.5,50.0,69,28.0,30,15.25
20260726,14,12,4939,A1,28.0,51.0,7.06,51.02,7.12,60.0,77,26.92,83,32.0,3563,B1,56.0,52.0,5.5,33.63,4.79,26.32,32,28.57,34,25.81,4441,A2,39.0,54.0,5.67,33.06,7.2,60.0,74,28.57,35,22.22,4794,A1,36.0,55.0,6.85,52.94,6.62,50.0,64,25.53,62,29.41,3792,A1,53.0,55.0,6.0,42.17,5.74,36.84,63,32.14,52,36.21,4407,B1,40.0,58.0,4.92,27.36,3.75,37.5,78,36.0,72,34.48
20260726,13,1,5186,B1,26.0,53.0,4.71,28.75,4.43,23.81,43,16.67,61,30.88,4636,B1,36.0,53.0,3.68,18.84,2.67,8.33,35,43.48,48,44.62,4822,A2,33.0,52.0,5.85,44.35,4.78,33.33,8,32.35,43,41.27,5467,B2,19.0,49.0,2.61,0.0,0.0,0.0,30,29.23,13,37.14,4339,B1,42.0,54.0,3.49,11.9,4.19,25.0,34,32.43,16,21.21,4865,B2,36.0,53.0,4.42,15.38,0.0,0.0,17,40.91,41,38.46
20260726,13,2,3912,B1,52.0,52.0,5.91,42.59,4.04,15.38,61,36.92,26,44.12,3931,A2,50.0,51.0,5.92,39.13,5.4,33.33,44,35.21,18,35.94,3620,B1,52.0,55.0,3.68,17.28,4.84,25.0,10,34.85,67,32.39,5423,B2,24.0,50.0,1.16,0.0,0.0,0.0,49,37.68,62,29.41,4570,A1,38.0,56.0,6.27,40.24,6.75,37.5,50,21.62,14,32.35,3434,B1,57.0,56.0,4.29,22.12,2.25,0.0,36,35.38,53,30.43
20260726,13,3,4356,A2,42.0,51.0,5.28,35.82,6.02,40.98,2,35.71,19,31.88,4367,B1,40.0,53.0,4.36,17.81,4.68,5.26,52,25.76,27,14.06,5091,B1,25.0,53.0,6.38,49.06,6.24,52.94,47,19.67,42,35.38,5181,B1,28.0,52.0,5.1,28.57,4.11,11.11,13,40.0,36,52.38,4710,A2,36.0,53.0,5.6,38.02,6.11,44.44,1,38.89,66,25.0,5302,B1,23.0,52.0,3.85,20.25,2.08,8.0,22,17.65,70,30.3
20260726,13,4,4296,A2,39.0,53.0,6.45,45.0,5.33,22.22,51,18.84,47,10.94,4529,A1,37.0,55.0,5.61,37.78,5.38,38.1,14,32.84,33,29.41,4263,B1,42.0,56.0,4.52,27.47,5.2,35.0,48,35.62,37,42.86,3635,B1,55.0,52.0,4.32,24.39,4.89,28.57,19,24.07,68,15.79,5127,B1,29.0,51.0,4.67,20.99,4.44,11.11,25,42.03,28,25.0,3605,B1,54.0,53.0,3.98,16.87,4.06,21.21,7,30.77,49,39.06
20260726,13,5,4363,A2,41.0,54.0,5.52,36.36,5.2,30.0,59,17.54,12,26.15,3572,B1,54.0,54.0,4.93,26.45,5.35,31.76,5,31.82,46,40.0,4572,B1,37.0,55.0,5.46,36.19,6.67,55.56,33,27.14,59,36.36,3333,A1,58.0,53.0,6.41,47.93,6.03,43.33,41,17.24,52,30.43,5014,B1,28.0,56.0,5.07,33.33,4.28,16.0,6,23.08,54,37.88,4636,B1,36.0,53.0,3.68,18.84,2.67,8.33,35,43.48,48,44.62
20260726,13,6,5137,A2,26.0,54.0,5.2,35.29,4.6,30.0,15,37.31,21,43.48,4339,B1,42.0,54.0,3.49,11.9,4.19,25.0,34,32.43,16,21.21,3892,B1,50.0,53.0,5.15,29.17,4.88,25.0,57,33.82,15,37.68,5051,A1,31.0,56.0,6.73,48.21,8.0,76.92,9,46.48,34,37.68,5423,B2,24.0,50.0,1.16,0.0,0.0,0.0,49,37.68,62,29.41,3814,B1,50.0,50.0,5.02,28.43,4.3,18.52,58,25.86,65,38.81
20260726,13,7,4732,A2,37.0,54.0,6.64,46.55,6.21,47.37,26,43.08,75,37.68,4570,A1,38.0,56.0,6.27,40.24,6.75,37.5,50,21.62,14,32.35,3568,B1,55.0,54.0,3.95,20.62,3.56,16.67,38,27.69,17,26.47,4396,B1,40.0,55.0,4.86,25.96,4.68,26.32,32,40.3,55,30.77,5467,B2,19.0,49.0,2.61,0.0,0.0,0.0,30,29.23,13,37.14,4367,B1,40.0,53.0,4.36,17.81,4.68,5.26,52,25.76,27,14.06
20260726,13,8,4710,A2,36.0,53.0,5.6,38.02,6.11,44.44,1,38.89,66,25.0,5127,B1,29.0,51.0,4.67,20.99,4.44,11.11,25,42.03,28,25.0,3635,B1,55.0,52.0,4.32,24.39,4.89,28.57,19,24.07,68,15.79,3699,B1,53.0,52.0,4.06,20.29,4.13,25.0,62,26.47,22,36.23,5186,B1,26.0,53.0,4.71,28.75,4.43,23.81,43,16.67,61,30.88,3620,B1,52.0,55.0,3.68,17.28,4.84,25.0,10,34.85,67,32.39
20260726,13,9,3333,A1,58.0,53.0,6.41,47.93,6.03,43.33,41,17.24,52,30.43,3434,B1,57.0,56.0,4.29,22.12,2.25,0.0,36,35.38,53,30.43,5181,B1,28.0,52.0,5.1,28.57,4.11,11.11,13,40.0,36,52.38,4263,B1,42.0,56.0,4.52,27.47,5.2,35.0,48,35.62,37,42.86,4572,B1,37.0,55.0,5.46,36.19,6.67,55.56,33,27.14,59,36.36,4828,A1,31.0,50.0,7.01,51.52,5.89,33.33,12,52.11,56,45.31
20260726,13,10,4822,A2,33.0,52.0,5.85,44.35,4.78,33.33,8,32.35,43,41.27,5091,B1,25.0,53.0,6.38,49.06,6.24,52.94,47,19.67,42,35.38,4296,A2,39.0,53.0,6.45,45.0,5.33,22.22,51,18.84,47,10.94,4363,A2,41.0,54.0,5.52,36.36,5.2,30.0,59,17.54,12,26.15,5137,A2,26.0,54.0,5.2,35.29,4.6,30.0,15,37.31,21,43.48,3931,A2,50.0,51.0,5.92,39.13,5.4,33.33,44,35.21,18,35.94
20260726,13,11,5051,A1,31.0,56.0,6.73,48.21,8.0,76.92,9,46.48,34,37.68,4732,A2,37.0,54.0,6.64,46.55,6.21,47.37,26,43.08,75,37.68,3572,B1,54.0,54.0,4.93,26.45,5.35,31.76,5,31.82,46,40.0,4356,A2,42.0,51.0,5.28,35.82,6.02,40.98,2,35.71,19,31.88,4529,A1,37.0,55.0,5.61,37.78,5.38,38.1,14,32.84,33,29.41,3912,B1,52.0,52.0,5.91,42.59,4.04,15.38,61,36.92,26,44.12
20260726,13,12,4012,A2,46.0,57.0,6.12,45.92,5.6,30.0,18,40.58,35,32.86,4847,A1,32.0,52.0,7.09,49.44,4.56,11.11,53,31.34,64,33.33,3473,A1,56.0,53.0,6.27,47.58,7.94,61.11,54,41.79,74,41.79,5026,A1,30.0,56.0,6.21,46.53,7.0,42.86,4,49.28,69,20.0,4384,A1,41.0,52.0,5.86,38.38,6.08,40.54,21,13.89,72,33.82,4089,A2,45.0,55.0,6.16,41.07,6.7,50.0,23,60.29,50,21.74
20260726,12,1,3544,B1,57.0,53.0,3.57,12.77,3.91,27.27,24,50.0,14,32.86,4015,A2,46.0,57.0,6.06,39.02,5.72,36.96,26,32.88,25,27.14,5236,B1,27.0,53.0,4.32,23.42,3.14,9.09,85,35.48,76,37.31,3948,B1,50.0,52.0,3.6,12.05,4.33,20.0,17,43.84,68,30.88,4902,B1,33.0,52.0,4.75,31.31,5.58,47.37,72,33.78,38,27.78,5460,B2,19.0,54.0,1.74,0.0,0.0,0.0,68,31.34,52,29.41
20260726,12,2,5179,B1,29.0,52.0,4.2,23.91,4.95,29.55,82,34.72,65,32.31,4124,A2,44.0,52.0,6.05,39.81,6.18,51.28,38,46.48,51,32.43,4815,B1,36.0,54.0,4.23,25.0,6.35,47.06,15,30.0,80,39.68,3467,B1,57.0,52.0,3.9,12.66,3.47,26.67,27,42.25,90,32.35,4033,A2,47.0,53.0,6.09,47.41,6.9,51.61,80,50.67,78,36.07,5400,B2,23.0,52.0,2.14,4.35,1.8,0.0,69,37.31,16,29.58
20260726,12,3,5109,B1,27.0,53.0,5.08,29.17,5.39,33.33,28,21.33,84,20.0,4156,A2,45.0,57.0,5.34,29.9,4.8,20.45,39,38.57,72,30.3,4465,B1,39.0,53.0,4.69,25.0,4.21,23.53,57,47.37,57,33.82,3652,B1,52.0,57.0,3.77,14.81,2.6,0.0,71,39.39,64,28.0,3822,A1,53.0,49.0,6.18,41.9,6.49,46.81,56,32.43,81,41.94,4413,A2,40.0,51.0,5.82,36.36,6.15,48.48,59,23.61,33,39.71
20260726,12,4,5098,B1,30.0,53.0,5.28,32.32,5.3,21.21,51,42.11,61,27.4,4574,A2,37.0,52.0,5.44,34.58,4.71,20.83,67,31.88,66,28.57,4581,A1,37.0,51.0,6.38,49.59,6.5,53.57,37,31.34,88,37.29,4288,A1,41.0,53.0,7.52,60.48,6.16,48.0,35,33.78,20,31.88,5376,B1,22.0,51.0,5.0,30.53,4.29,22.22,33,33.33,87,36.36,3967,B1,46.0,58.0,4.69,30.23,5.45,36.36,53,35.62,83,34.85
20260726,12,5,4834,A2,38.0,51.0,5.57,37.59,5.07,29.82,58,30.43,31,40.3,5245,B1,24.0,52.0,5.33,34.44,5.14,33.33,25,33.78,58,32.26,5044,B1,27.0,59.0,4.3,23.38,0.0,0.0,18,27.78,75,44.83,5190,B1,25.0,51.0,4.4,21.51,0.0,0.0,70,42.67,85,38.1,5169,B2,25.0,48.0,3.89,13.89,3.38,0.0,83,28.57,15,33.33,4184,A1,40.0,52.0,7.1,53.57,5.78,38.1,34,30.43,50,37.14
20260726,12,6,5115,B1,26.0,51.0,5.62,40.48,5.53,36.11,74,28.36,29,32.84,3950,B1,50.0,55.0,4.04,22.83,0.0,0.0,20,52.0,35,32.31,4539,A1,35.0,53.0,6.57,45.9,5.43,32.14,22,35.53,19,18.84,4039,B1,47.0,56.0,5.48,41.18,4.74,28.07,81,21.88,23,30.65,3769,A2,52.0,51.0,5.62,37.93,5.27,27.42,52,36.49,21,37.5,4831,A1,31.0,56.0,7.19,51.14,7.11,37.04,61,34.33,67,36.76
20260726,12,7,3863,B1,52.0,58.0,4.51,21.11,4.86,33.33,23,27.94,70,23.53,4463,A2,40.0,55.0,6.56,50.51,5.81,38.46,64,52.24,89,28.79,5343,B1,23.0,52.0,3.78,19.28,1.88,0.0,84,34.25,22,40.98,3961,A1,47.0,56.0,6.63,46.1,4.75,25.0,29,43.42,62,28.81,3505,A2,55.0,54.0,5.33,33.33,0.0,0.0,62,28.38,54,30.88,3544,B1,57.0,53.0,3.57,12.77,3.91,27.27,24,50.0,14,32.86
20260726,12,8,3967,B1,46.0,58.0,4.69,30.23,5.45,36.36,53,35.62,83,34.85,3948,B1,50.0,52.0,3.6,12.05,4.33,20.0,17,43.84,68,30.88,4872,B1,33.0,53.0,4.34,25.64,4.71,28.57,14,28.77,77,33.9,4181,B1,42.0,54.0,3.58,11.11,4.06,18.75,55,44.0,55,38.24,4877,A1,31.0,55.0,6.05,44.14,6.24,45.45,11,43.48,27,21.74,4108,A1,46.0,51.0,6.4,48.35,5.54,42.31,73,38.16,39,27.54
20260726,12,9,4413,A2,40.0,51.0,5.82,36.36,6.15,48.48,59,23.61,33,39.71,4288,A1,41.0,53.0,7.52,60.48,6.16,48.0,35,33.78,20,31.88,4033,A2,47.0,53.0,6.09,47.41,6.9,51.61,80,50.67,78,36.07,4156,A2,45.0,57.0,5.34,29.9,4.8,20.45,39,38.57,72,30.3,4015,A2,46.0,57.0,6.06,39.02,5.72,36.96,26,32.88,25,27.14,4834,A2,38.0,51.0,5.57,37.59,5.07,29.82,58,30.43,31,40.3
20260726,12,10,5376,B1,22.0,51.0,5.0,30.53,4.29,22.22,33,33.33,87,36.36,3822,A1,53.0,49.0,6.18,41.9,6.49,46.81,56,32.43,81,41.94,4184,A1,40.0,52.0,7.1,53.57,5.78,38.1,34,30.43,50,37.14,4574,A2,37.0,52.0,5.44,34.58,4.71,20.83,67,31.88,66,28.57,4539,A1,35.0,53.0,6.57,45.9,5.43,32.14,22,35.53,19,18.84,5109,B1,27.0,53.0,5.08,29.17,5.39,33.33,28,21.33,84,20.0
20260726,12,11,4831,A1,31.0,56.0,7.19,51.14,7.11,37.04,61,34.33,67,36.76,5179,B1,29.0,52.0,4.2,23.91,4.95,29.55,82,34.72,65,32.31,5115,B1,26.0,51.0,5.62,40.48,5.53,36.11,74,28.36,29,32.84,4463,A2,40.0,55.0,6.56,50.51,5.81,38.46,64,52.24,89,28.79,3961,A1,47.0,56.0,6.63,46.1,4.75,25.0,29,43.42,62,28.81,5098,B1,30.0,53.0,5.28,32.32,5.3,21.21,51,42.11,61,27.4
20260726,12,12,4108,A1,46.0,51.0,6.4,48.35,5.54,42.31,73,38.16,39,27.54,3769,A2,52.0,51.0,5.62,37.93,5.27,27.42,52,36.49,21,37.5,4877,A1,31.0,55.0,6.05,44.14,6.24,45.45,11,43.48,27,21.74,3950,B1,50.0,55.0,4.04,22.83,0.0,0.0,20,52.0,35,32.31,4581,A1,37.0,51.0,6.38,49.59,6.5,53.57,37,31.34,88,37.29,3863,B1,52.0,58.0,4.51,21.11,4.86,33.33,23,27.94,70,23.53
20260726,08,1,3713,A1,51.0,54.0,5.73,44.79,5.65,39.81,45,30.26,44,55.56,4358,B1,41.0,50.0,4.09,29.27,4.13,31.58,29,35.79,33,20.0,3790,B1,54.0,54.0,4.76,26.42,4.23,18.18,5,36.08,63,38.1,4918,B1,37.0,52.0,4.73,27.27,5.17,26.67,17,30.94,68,14.29,4234,B1,42.0,59.0,4.92,30.67,6.0,38.71,26,34.9,59,26.32,5419,B1,20.0,52.0,2.06,0.0,2.69,0.0,6,34.66,24,36.84
20260726,08,2,4940,B2,28.0,52.0,3.66,13.79,2.71,0.0,18,28.4,16,26.32,4065,B1,46.0,44.0,5.44,40.48,5.92,50.0,53,39.89,52,33.33,5327,B2,22.0,48.0,1.7,0.0,1.19,0.0,19,35.03,78,61.9,5360,B1,19.0,48.0,3.22,8.47,0.0,0.0,60,33.67,27,33.33,4730,B1,37.0,47.0,5.42,34.12,5.29,35.29,35,45.69,61,20.0,4317,B1,42.0,48.0,4.35,27.55,3.83,16.67,55,26.59,14,45.0
20260726,08,3,5210,A2,27.0,55.0,5.63,41.67,4.22,22.22,14,49.47,39,72.73,3804,B1,52.0,54.0,4.89,29.09,3.35,13.04,31,42.86,70,5.88,4114,B1,45.0,53.0,4.93,25.0,5.56,44.44,21,35.71,31,20.0,4782,B1,39.0,54.0,4.31,17.95,6.18,42.42,39,42.08,13,11.11,4381,A2,41.0,52.0,5.25,32.99,6.14,50.0,3,45.92,38,17.65,4323,B1,39.0,58.0,5.63,44.76,0.0,0.0,7,33.88,57,50.0
20260726,08,4,4193,A2,44.0,50.0,5.85,39.84,7.35,52.17,25,28.34,41,15.0,3696,B1,54.0,52.0,4.86,26.19,5.24,28.57,40,34.07,35,45.45,3793,B1,53.0,57.0,4.09,21.59,5.5,42.86,42,40.1,58,42.86,4360,A2,41.0,53.0,5.52,31.19,3.48,13.04,56,26.16,62,35.0,5357,B2,21.0,54.0,1.61,1.43,1.45,0.0,46,29.49,46,38.89,4253,B1,43.0,56.0,4.14,17.27,4.57,22.86,12,42.55,77,16.67
20260726,08,5,3319,A2,59.0,52.0,5.61,38.18,5.24,28.0,41,31.91,73,50.0,4346,B1,41.0,56.0,4.28,29.81,3.85,19.23,36,29.35,47,41.18,4064,A1,46.0,52.0,6.45,45.83,6.5,50.0,24,33.33,64,40.91,5077,B1,29.0,52.0,3.81,14.93,3.23,7.69,49,26.95,51,22.22,4607,A2,37.0,53.0,5.89,37.9,6.35,35.0,33,26.42,20,31.58,4918,B1,37.0,52.0,4.73,27.27,5.17,26.67,17,30.94,68,14.29
20260726,08,6,4839,A2,36.0,52.0,5.81,41.41,4.64,28.57,9,43.48,54,11.11,3848,B1,49.0,55.0,4.83,34.0,5.58,33.33,52,33.7,34,46.67,4234,B1,42.0,59.0,4.92,30.67,6.0,38.71,26,34.9,59,26.32,3982,B1,48.0,57.0,3.79,18.6,5.28,38.89,57,33.7,28,22.22,3790,B1,54.0,54.0,4.76,26.42,4.23,18.18,5,36.08,63,38.1,3721,A1,50.0,53.0,6.51,41.96,7.24,60.0,23,28.57,53,47.37
20260726,08,7,5360,B1,19.0,48.0,3.22,8.47,0.0,0.0,60,33.67,27,33.33,4381,A2,41.0,52.0,5.25,32.99,6.14,50.0,3,45.92,38,17.65,4065,B1,46.0,44.0,5.44,40.48,5.92,50.0,53,39.89,52,33.33,5419,B1,20.0,52.0,2.06,0.0,2.69,0.0,6,34.66,24,36.84,3804,B1,52.0,54.0,4.89,29.09,3.35,13.04,31,42.86,70,5.88,4644,A1,47.0,52.0,6.57,48.12,6.0,40.74,10,40.63,11,31.58
20260726,08,8,5357,B2,21.0,54.0,1.61,1.43,1.45,0.0,46,29.49,46,38.89,4782,B1,39.0,54.0,4.31,17.95,6.18,42.42,39,42.08,13,11.11,4360,A2,41.0,53.0,5.52,31.19,3.48,13.04,56,26.16,62,35.0,4358,B1,41.0,50.0,4.09,29.27,4.13,31.58,29,35.79,33,20.0,3713,A1,51.0,54.0,5.73,44.79,5.65,39.81,45,30.26,44,55.56,5388,B1,19.0,53.0,3.97,17.24,0.0,0.0,51,36.56,45,6.67
20260726,08,9,4064,A1,46.0,52.0,6.45,45.83,6.5,50.0,24,33.33,64,40.91,5077,B1,29.0,52.0,3.81,14.93,3.23,7.69,49,26.95,51,22.22,4730,B1,37.0,47.0,5.42,34.12,5.29,35.29,35,45.69,61,20.0,4040,A2,47.0,59.0,5.92,42.02,6.18,58.82,58,33.16,42,18.18,3793,B1,53.0,57.0,4.09,21.59,5.5,42.86,42,40.1,58,42.86,5327,B2,22.0,48.0,1.7,0.0,1.19,0.0,19,35.03,78,61.9
20260726,08,10,4317,B1,42.0,48.0,4.35,27.55,3.83,16.67,55,26.59,14,45.0,3721,A1,50.0,53.0,6.51,41.96,7.24,60.0,23,28.57,53,47.37,5210,A2,27.0,55.0,5.63,41.67,4.22,22.22,14,49.47,39,72.73,4607,A2,37.0,53.0,5.89,37.9,6.35,35.0,33,26.42,20,31.58,3696,B1,54.0,52.0,4.86,26.19,5.24,28.57,40,34.07,35,45.45,3982,B1,48.0,57.0,3.79,18.6,5.28,38.89,57,33.7,28,22.22
20260726,08,11,4323,B1,39.0,58.0,5.63,44.76,0.0,0.0,7,33.88,57,50.0,4839,A2,36.0,52.0,5.81,41.41,4.64,28.57,9,43.48,54,11.11,4253,B1,43.0,56.0,4.14,17.27,4.57,22.86,12,42.55,77,16.67,4193,A2,44.0,50.0,5.85,39.84,7.35,52.17,25,28.34,41,15.0,3319,A2,59.0,52.0,5.61,38.18,5.24,28.0,41,31.91,73,50.0,4114,B1,45.0,53.0,4.93,25.0,5.56,44.44,21,35.71,31,20.0
20260726,08,12,4787,A1,37.0,53.0,7.55,66.38,7.5,68.18,38,28.5,76,11.76,4448,A1,39.0,53.0,7.07,54.46,6.53,53.33,59,39.47,36,6.25,4011,A2,46.0,47.0,6.16,43.81,5.64,28.0,30,42.16,32,20.0,3590,A1,52.0,56.0,6.8,43.36,7.29,41.67,48,21.05,65,25.0,4796,A1,34.0,52.0,6.38,49.58,7.5,56.25,20,31.15,26,44.44,4369,A2,40.0,57.0,5.72,37.19,6.49,45.88,16,37.04,15,11.76
20260726,06,1,3939,B2,48.0,53.0,5.36,36.36,6.3,45.45,61,40.0,11,27.1,3277,B1,59.0,52.0,4.44,21.88,3.75,8.33,44,33.87,56,35.52,4874,B1,32.0,53.0,5.14,27.84,4.8,20.0,21,25.45,46,34.07,5131,B1,27.0,51.0,4.35,20.24,3.17,16.67,41,23.73,22,35.91,3965,A1,47.0,55.0,6.04,45.16,6.17,50.0,33,21.54,74,29.28,3543,B1,57.0,55.0,4.75,30.36,5.03,27.03,59,25.86,45,40.33
20260726,06,2,4690,B2,32.0,49.0,5.19,32.26,5.71,42.86,45,39.39,16,27.84,4240,A2,42.0,45.0,5.48,35.8,5.25,31.25,25,19.64,52,25.15,3641,A1,55.0,52.0,6.28,43.33,5.68,41.94,30,21.67,13,30.29,5434,B1,21.0,51.0,3.21,10.29,2.26,0.0,64,22.41,27,30.94,4888,B1,38.0,53.0,5.05,32.94,5.4,35.71,17,45.45,75,23.46,3284,B1,58.0,53.0,5.16,29.55,6.5,50.0,56,32.39,68,37.7
20260726,06,3,5104,A2,27.0,51.0,5.56,36.11,4.8,30.0,40,33.8,37,33.15,3811,A1,50.0,54.0,6.37,50.0,6.15,44.94,16,30.43,57,35.59,3503,B1,56.0,51.0,3.69,13.68,4.44,18.75,31,30.3,50,34.81,5382,B1,21.0,52.0,2.13,2.5,0.0,0.0,48,42.86,30,39.44,5427,B1,24.0,52.0,2.78,1.12,2.11,0.0,43,16.98,51,30.77,3684,A2,52.0,54.0,5.54,37.74,5.18,34.09,63,50.0,28,29.12
20260726,06,4,4000,A2,49.0,56.0,6.07,43.36,5.11,22.22,62,48.44,59,30.6,5076,B1,30.0,53.0,5.11,33.33,4.89,31.11,9,27.69,41,31.61,4414,B1,39.0,45.0,4.15,27.16,1.56,0.0,8,29.85,26,29.24,5332,B1,22.0,51.0,3.9,21.25,3.72,19.39,11,47.14,43,30.46,3391,B2,61.0,53.0,0.0,0.0,0.0,0.0,39,20.0,48,38.67,4778,B1,40.0,51.0,5.18,32.93,4.22,22.22,51,32.88,17,39.01
20260726,06,5,5131,B1,27.0,51.0,4.35,20.24,3.17,16.67,41,23.73,22,35.91,3606,B1,54.0,52.0,5.71,42.59,5.1,35.48,26,48.05,34,34.97,4734,A1,36.0,52.0,6.8,52.76,6.78,38.89,54,26.56,14,34.27,4901,B1,33.0,46.0,5.51,30.43,0.0,0.0,12,17.86,38,27.53,3784,B1,49.0,54.0,4.86,27.66,5.07,26.67,19,36.23,25,36.46,4230,A2,43.0,55.0,7.02,56.82,6.05,42.86,35,16.0,54,27.84
20260726,06,6,5341,B1,24.0,53.0,2.91,12.0,2.13,4.35,52,36.62,65,36.87,3556,A1,53.0,54.0,6.99,52.5,6.42,47.37,27,10.42,36,22.88,4042,A2,46.0,53.0,6.63,45.6,6.22,40.74,32,36.11,49,26.44,3277,B1,59.0,52.0,4.44,21.88,3.75,8.33,44,33.87,56,35.52,4690,B2,32.0,49.0,5.19,32.26,5.71,42.86,45,39.39,16,27.84,4347,A2,41.0,46.0,6.05,40.95,6.0,25.0,6,26.32,72,32.39
