date,jcd,r,登番1,級別1,年齢1,体重1,勝率1,全国2率1,当地勝率1,当地2率1,モーター番号1,モーター2率1,ボート番号1,ボート2率1,登番2,級別2,年齢2,体重2,勝率2,全国2率2,当地勝率2,当地2率2,モーター番号2,モーター2率2,ボート番号2,ボート2率2,登番3,級別3,年齢3,体重3,勝率3,全国2率3,当地勝率3,当地2率3,モーター番号3,モーター2率3,ボート番号3,ボート2率3,登番4,級別4,年齢4,体重4,勝率4,全国2率4,当地勝率4,当地2率4,モーター番号4,モーター2率4,ボート番号4,ボート2率4,登番5,級別5,年齢5,体重5,勝率5,全国2率5,当地勝率5,当地2率5,モーター番号5,モーター2率5,ボート番号5,ボート2率5,登番6,級別6,年齢6,体重6,勝率6,全国2率6,当地勝率6,当地2率6,モーター番号6,モーター2率6,ボート番号6,ボート2率6
20260726,06,7,5153,B1,30.0,48.0,3.97,19.32,4.67,33.33,36,27.87,55,26.92,3747,A2,51.0,51.0,5.43,37.23,4.35,23.53,13,35.71,40,26.29,3965,A1,47.0,55.0,6.04,45.16,6.17,50.0,33,21.54,74,29.28,3503,B1,56.0,51.0,3.69,13.68,4.44,18.75,31,30.3,50,34.81,3441,B1,56.0,55.0,4.61,22.64,4.88,25.0,15,28.57,64,31.67,3641,A1,55.0,52.0,6.28,43.33,5.68,41.94,30,21.67,13,30.29
20260726,06,8,4389,A2,40.0,52.0,5.77,33.33,7.22,55.56,60,16.28,18,39.08,4874,B1,32.0,53.0,5.14,27.84,4.8,20.0,21,25.45,46,34.07,3391,B2,61.0,53.0,0.0,0.0,0.0,0.0,39,20.0,48,38.67,4772,A1,33.0,56.0,6.88,53.98,5.47,26.32,49,31.82,23,31.11,5455,B2,20.0,55.0,1.42,0.0,1.17,0.0,50,24.56,63,35.56,4888,B1,38.0,53.0,5.05,32.94,5.4,35.71,17,45.45,75,23.46
20260726,06,9,4560,A2,35.0,55.0,5.78,34.02,6.44,55.56,58,28.36,20,27.44,3284,B1,58.0,53.0,5.16,29.55,6.5,50.0,56,32.39,68,37.7,4230,A2,43.0,55.0,7.02,56.82,6.05,42.86,35,16.0,54,27.84,5427,B1,24.0,52.0,2.78,1.12,2.11,0.0,43,16.98,51,30.77,4000,A2,49.0,56.0,6.07,43.36,5.11,22.22,62,48.44,59,30.6,3687,B1,56.0,53.0,5.02,29.35,0.0,0.0,2,36.21,39,26.32
20260726,06,10,3878,B1,49.0,52.0,4.48,21.95,2.8,0.0,38,41.43,21,45.0,4042,A2,46.0,53.0,6.63,45.6,6.22,40.74,32,36.11,49,26.44,5104,A2,27.0,51.0,5.56,36.11,4.8,30.0,40,33.8,37,33.15,4414,B1,39.0,45.0,4.15,27.16,1.56,0.0,8,29.85,26,29.24,5434,B1,21.0,51.0,3.21,10.29,2.26,0.0,64,22.41,27,30.94,4734,A1,36.0,52.0,6.8,52.76,6.78,38.89,54,26.56,14,34.27
20260726,06,11,4826,A1,32.0,52.0,7.13,50.89,0.0,0.0,65,12.5,31,29.55,3684,A2,52.0,54.0,5.54,37.74,5.18,34.09,63,50.0,28,29.12,4347,A2,41.0,46.0,6.05,40.95,6.0,25.0,6,26.32,72,32.39,5076,B1,30.0,53.0,5.11,33.33,4.89,31.11,9,27.69,41,31.61,3939,B2,48.0,53.0,5.36,36.36,6.3,45.45,61,40.0,11,27.1,4901,B1,33.0,46.0,5.51,30.43,0.0,0.0,12,17.86,38,27.53
20260726,06,12,4772,A1,33.0,56.0,6.88,53.98,5.47,26.32,49,31.82,23,31.11,3543,B1,57.0,55.0,4.75,30.36,5.03,27.03,59,25.86,45,40.33,3556,A1,53.0,54.0,6.99,52.5,6.42,47.37,27,10.42,36,22.88,3606,B1,54.0,52.0,5.71,42.59,5.1,35.48,26,48.05,34,34.97,4240,A2,42.0,45.0,5.48,35.8,5.25,31.25,25,19.64,52,25.15,3747,A2,51.0,51.0,5.43,37.23,4.35,23.53,13,35.71,40,26.29
20260726,04,1,5287,B1,26.0,47.0,3.53,11.69,2.88,12.5,45,18.18,73,36.0,5317,B1,25.0,46.0,4.86,24.32,4.64,9.09,20,16.0,62,30.77,4627,A2,40.0,49.0,6.53,51.61,6.39,50.0,33,40.0,71,37.5,5436,B2,21.0,47.0,1.28,0.0,1.27,0.0,15,39.13,40,19.05,5347,B2,22.0,46.0,1.58,0.0,1.46,0.0,48,33.33,67,43.48,5194,B1,24.0,43.0,4.22,25.61,3.57,16.22,71,22.73,50,18.18
20260726,04,2,4464,A1,40.0,43.0,6.12,41.07,4.9,34.48,65,28.0,59,27.27,5314,B1,25.0,52.0,3.42,12.99,1.73,3.03,56,26.32,37,45.83,4244,B2,39.0,44.0,4.03,28.57,5.19,33.33,25,26.09,38,60.87,5389,B1,19.0,41.0,2.24,0.0,0.0,0.0,66,29.17,66,18.18,4714,B1,35.0,48.0,5.03,25.58,5.41,45.45,63,27.27,54,30.43,5380,B2,21.0,51.0,1.24,0.0,1.17,0.0,35,23.81,17,40.0
20260726,04,3,5165,B1,26.0,47.0,3.76,16.85,5.25,25.0,11,44.83,75,31.82,4225,A2,44.0,45.0,6.4,45.33,6.64,55.56,19,48.0,58,13.64,4689,B1,33.0,54.0,5.15,31.91,5.93,41.38,52,40.0,10,32.26,5361,B1,19.0,49.0,2.53,2.94,1.96,1.96,54,27.27,49,13.64,5322,B1,24.0,44.0,2.99,10.87,1.76,0.0,43,50.0,65,40.91,4825,A1,32.0,47.0,6.79,47.93,5.84,44.9,50,47.83,57,36.36
20260726,04,4,5297,B1,24.0,50.0,3.64,17.0,1.33,0.0,28,27.27,41,27.27,5231,B1,22.0,44.0,6.48,46.84,4.0,18.75,55,32.0,18,29.41,4680,A2,36.0,45.0,5.37,33.64,5.56,40.0,61,48.28,48,9.52,5174,B2,24.0,46.0,5.37,28.05,6.41,47.06,47,40.91,19,33.33,5324,B1,23.0,49.0,2.36,1.69,0.0,0.0,68,41.38,44,47.83,4117,A2,45.0,45.0,5.96,46.09,5.92,36.36,58,48.0,43,37.5
20260726,04,5,4569,B1,38.0,47.0,4.88,31.86,5.2,33.33,36,42.86,72,27.27,4765,B1,36.0,51.0,4.5,24.32,4.36,18.18,38,50.0,39,45.83,4845,A1,33.0,47.0,7.48,64.2,6.23,61.54,22,23.81,12,28.57,5251,B2,23.0,51.0,2.12,0.0,1.76,0.0,51,38.1,15,33.33,5326,B1,22.0,47.0,5.19,32.31,1.29,0.0,73,39.13,51,42.31,4893,B1,35.0,47.0,4.97,29.35,4.93,29.55,31,30.43,46,31.82
20260726,04,6,4746,B1,31.0,48.0,5.42,32.05,6.23,48.39,30,50.0,11,16.67,4627,A2,40.0,49.0,6.53,51.61,6.39,50.0,33,40.0,71,37.5,5362,B2,19.0,50.0,2.53,4.94,1.64,0.0,27,51.85,47,18.18,4891,B1,36.0,47.0,5.0,26.92,4.26,21.05,67,22.73,63,39.13,5389,B1,19.0,41.0,2.24,0.0,0.0,0.0,66,29.17,66,18.18,4208,A1,43.0,46.0,7.05,55.88,7.45,60.0,74,15.38,55,32.0
20260726,04,7,5241,B1,26.0,48.0,5.11,29.25,5.08,32.0,40,56.52,60,40.91,4123,A1,44.0,47.0,6.57,48.94,5.75,42.86,60,50.0,53,36.36,4225,A2,44.0,45.0,6.4,45.33,6.64,55.56,19,48.0,58,13.64,5380,B2,21.0,51.0,1.24,0.0,1.17,0.0,35,23.81,17,40.0,5194,B1,24.0,43.0,4.22,25.61,3.57,16.22,71,22.73,50,18.18,4853,B1,31.0,45.0,4.69,22.5,4.75,25.0,37,33.33,74,39.13
20260726,04,8,4680,A2,36.0,45.0,5.37,33.64,5.56,40.0,61,48.28,48,9.52,5265,B1,26.0,46.0,3.69,13.83,3.37,21.05,32,22.73,56,23.53,5347,B2,22.0,46.0,1.58,0.0,1.46,0.0,48,33.33,67,43.48,4961,A1,30.0,47.0,6.37,41.59,0.0,0.0,14,21.74,52,39.13,4689,B1,33.0,54.0,5.15,31.91,5.93,41.38,52,40.0,10,32.26,5203,B1,22.0,42.0,5.54,33.33,3.57,9.52,75,20.83,16,40.74
20260726,04,9,4765,B1,36.0,51.0,4.5,24.32,4.36,18.18,38,50.0,39,45.83,4825,A1,32.0,47.0,6.79,47.93,5.84,44.9,50,47.83,57,36.36,5324,B1,23.0,49.0,2.36,1.69,0.0,0.0,68,41.38,44,47.83,4190,B2,45.0,49.0,6.85,46.81,5.22,27.78,12,61.29,70,40.91,4244,B2,39.0,44.0,4.03,28.57,5.19,33.33,25,26.09,38,60.87,5436,B2,21.0,47.0,1.28,0.0,1.27,0.0,15,39.13,40,19.05
20260726,04,10,5231,B1,22.0,44.0,6.48,46.84,4.0,18.75,55,32.0,18,29.41,5361,B1,19.0,49.0,2.53,2.94,1.96,1.96,54,27.27,49,13.64,4714,B1,35.0,48.0,5.03,25.58,5.41,45.45,63,27.27,54,30.43,4878,B1,31.0,47.0,4.61,23.0,5.32,36.84,17,40.0,14,35.71,4845,A1,33.0,47.0,7.48,64.2,6.23,61.54,22,23.81,12,28.57,4443,B1,39.0,51.0,5.61,37.98,4.71,28.57,21,29.17,69,41.67
20260726,04,11,5174,B2,24.0,46.0,5.37,28.05,6.41,47.06,47,40.91,19,33.33,4746,B1,31.0,48.0,5.42,32.05,6.23,48.39,30,50.0,11,16.67,5326,B1,22.0,47.0,5.19,32.31,1.29,0.0,73,39.13,51,42.31,4464,A1,40.0,43.0,6.12,41.07,4.9,34.48,65,28.0,59,27.27,5165,B1,26.0,47.0,3.76,16.85,5.25,25.0,11,44.83,75,31.82,4546,B1,38.0,46.0,7.03,54.95,6.42,46.15,18,31.82,68,30.43
20260726,04,12,4961,A1,30.0,47.0,6.37,41.59,0.0,0.0,14,21.74,52,39.13,4208,A1,43.0,46.0,7.05,55.88,7.45,60.0,74,15.38,55,32.0,4123,A1,44.0,47.0,6.57,48.94,5.75,42.86,60,50.0,53,36.36,4117,A2,45.0,45.0,5.96,46.09,5.92,36.36,58,48.0,43,37.5,4286,A2,42.0,48.0,6.02,42.65,5.39,34.15,29,54.17,61,30.43,4419,A2,38.0,46.0,5.77,38.04,5.53,42.11,23,39.13,45,40.91
20260726,03,1,4575,A2,37.0,52.0,6.28,44.66,6.74,49.23,57,46.15,54,19.51,4204,B1,43.0,52.0,5.02,30.43,6.59,54.55,69,40.0,15,25.64,4656,A2,39.0,56.0,5.2,33.7,6.18,38.46,67,18.42,14,27.27,4564,B1,38.0,53.0,4.64,23.81,4.96,34.78,59,31.82,37,33.33,3771,B1,52.0,51.0,5.47,33.0,5.31,32.76,19,21.62,34,33.33,3880,B1,53.0,58.0,4.76,22.62,4.71,25.42,54,32.56,31,24.32
20260726,03,2,4395,B1,40.0,54.0,5.54,37.86,5.89,42.11,70,20.51,66,35.56,5038,A2,28.0,51.0,6.27,47.06,6.42,46.27,16,33.33,25,20.59,4270,B1,44.0,57.0,4.95,28.57,3.38,12.5,63,32.56,60,46.34,4335,A1,42.0,53.0,7.18,54.13,6.92,50.0,71,33.33,27,50.0,3527,B1,55.0,52.0,5.25,31.25,5.59,35.9,18,27.03,65,18.42,4474,B1,38.0,58.0,5.64,40.21,6.13,46.15,58,26.83,30,33.33
20260726,03,3,4374,B1,42.0,52.0,4.71,30.43,4.96,17.86,26,27.5,38,28.13,5240,B1,26.0,54.0,5.02,34.57,4.82,35.71,41,36.84,46,37.21,4251,B1,43.0,52.0,4.55,22.55,4.95,32.43,28,32.43,53,45.95,3740,A1,52.0,53.0,6.16,41.91,7.24,57.14,64,52.5,57,24.32,4840,B1,34.0,52.0,5.03,32.73,4.2,10.0,50,18.42,23,13.51,3813,A1,50.0,54.0,6.74,49.14,6.87,51.85,61,29.73,28,36.84
20260726,03,4,4432,B1,40.0,56.0,5.43,31.91,5.94,38.27,40,8.82,33,41.67,4472,A1,39.0,57.0,6.19,40.32,6.1,34.15,68,36.36,48,18.6,5083,B1,27.0,54.0,4.61,28.0,3.7,15.0,53,38.89,43,41.46,4345,A2,41.0,56.0,5.68,42.59,5.35,35.29,36,47.5,52,32.56,5107,B1,27.0,50.0,4.26,18.52,3.67,16.67,21,26.83,59,33.33,5047,B1,32.0,53.0,5.73,34.02,5.85,42.05,20,36.84,18,18.42
20260726,03,5,4082,B1,46.0,51.0,5.91,43.59,5.9,42.86,56,47.62,41,46.34,4957,B1,31.0,57.0,5.55,34.78,6.26,54.29,52,38.1,20,15.38,4564,B1,38.0,53.0,4.64,23.81,4.96,34.78,59,31.82,37,33.33,4269,A2,40.0,53.0,6.74,51.89,7.42,58.14,65,39.02,47,35.71,4688,A1,33.0,53.0,7.1,56.56,6.8,50.53,24,27.03,71,35.29,4401,A2,41.0,54.0,5.51,38.46,6.01,38.37,27,31.43,67,40.54
20260726,03,6,5311,B1,28.0,52.0,5.25,32.14,3.74,15.79,22,35.0,51,23.68,4907,A1,31.0,53.0,7.21,53.72,8.16,63.16,62,46.67,49,34.09,4227,A2,43.0,53.0,6.18,35.9,6.83,47.83,47,16.67,22,18.92,4204,B1,43.0,52.0,5.02,30.43,6.59,54.55,69,40.0,15,25.64,4474,B1,38.0,58.0,5.64,40.21,6.13,46.15,58,26.83,30,33.33,5096,A2,31.0,52.0,6.12,34.91,6.29,44.62,48,20.51,24,27.78
20260726,03,7,4430,A2,40.0,56.0,5.89,36.07,6.23,43.18,14,11.43,50,30.95,3880,B1,53.0,58.0,4.76,22.62,4.71,25.42,54,32.56,31,24.32,3796,B1,53.0,55.0,4.66,29.41,6.0,48.98,55,28.95,70,16.67,4614,A1,46.0,53.0,6.91,52.25,5.59,29.73,31,32.5,12,26.47,3964,B1,47.0,54.0,4.1,16.48,4.37,15.79,39,27.03,62,34.38,3527,B1,55.0,52.0,5.25,31.25,5.59,35.9,18,27.03,65,18.42
20260726,03,8,5207,B1,28.0,53.0,5.37,38.95,0.0,0.0,38,30.56,35,38.1,5083,B1,27.0,54.0,4.61,28.0,3.7,15.0,53,38.89,43,41.46,3946,A1,50.0,58.0,7.07,50.45,6.9,40.0,45,30.23,64,46.34,3771,B1,52.0,51.0,5.47,33.0,5.31,32.76,19,21.62,34,33.33,4270,B1,44.0,57.0,4.95,28.57,3.38,12.5,63,32.56,60,46.34,4645,A1,46.0,53.0,6.44,44.35,6.32,43.4,35,38.89,63,30.95
20260726,03,9,4656,A2,39.0,56.0,5.2,33.7,6.18,38.46,67,18.42,14,27.27,5047,B1,32.0,53.0,5.73,34.02,5.85,42.05,20,36.84,18,18.42,4957,B1,31.0,57.0,5.55,34.78,6.26,54.29,52,38.1,20,15.38,3813,A1,50.0,54.0,6.74,49.14,6.87,51.85,61,29.73,28,36.84,4395,B1,40.0,54.0,5.54,37.86,5.89,42.11,70,20.51,66,35.56,4711,A2,36.0,52.0,6.12,43.14,5.67,44.44,30,51.16,29,40.0
20260726,03,10,3740,A1,52.0,53.0,6.16,41.91,7.24,57.14,64,52.5,57,24.32,5107,B1,27.0,50.0,4.26,18.52,3.67,16.67,21,26.83,59,33.33,4082,B1,46.0,51.0,5.91,43.59,5.9,42.86,56,47.62,41,46.34,4067,A2,46.0,54.0,6.27,44.44,6.81,57.81,37,41.46,10,46.34,4575,A2,37.0,52.0,6.28,44.66,6.74,49.23,57,46.15,54,19.51,4907,A1,31.0,53.0,7.21,53.72,8.16,63.16,62,46.67,49,34.09
20260726,03,11,4958,A1,31.0,55.0,6.34,42.54,6.82,50.0,46,52.27,61,43.18,5095,A2,32.0,52.0,6.4,42.71,6.24,47.32,43,28.95,56,32.56,4335,A1,42.0,53.0,7.18,54.13,6.92,50.0,71,33.33,27,50.0,4840,B1,34.0,52.0,5.03,32.73,4.2,10.0,50,18.42,23,13.51,3796,B1,53.0,55.0,4.66,29.41,6.0,48.98,55,28.95,70,16.67,4269,A2,40.0,53.0,6.74,51.89,7.42,58.14,65,39.02,47,35.71
20260726,03,12,4297,A1,43.0,52.0,6.3,44.74,6.25,44.58,29,26.19,11,20.0,5036,B1,28.0,53.0,5.26,34.29,5.11,30.43,49,46.51,19,38.1,5311,B1,28.0,52.0,5.25,32.14,3.74,15.79,22,35.0,51,23.68,4472,A1,39.0,57.0,6.19,40.32,6.1,34.15,68,36.36,48,18.6,4430,A2,40.0,56.0,5.89,36.07,6.23,43.18,14,11.43,50,30.95,5038,A2,28.0,51.0,6.27,47.06,6.42,46.27,16,33.33,25,20.59
20260726,02,1,4533,B1,37.0,51.0,4.45,18.97,5.71,42.86,20,30.77,47,37.21,3538,B2,58.0,53.0,4.14,16.07,5.31,33.33,10,34.55,20,32.23,5138,B1,26.0,54.0,3.83,13.85,3.9,10.0,25,34.04,68,35.55,3812,B1,50.0,52.0,3.99,12.5,4.52,14.29,41,32.29,30,34.93,4651,B1,41.0,52.0,3.73,11.9,4.0,17.95,9,40.43,54,30.48,5152,B1,30.0,50.0,3.53,9.72,2.33,8.33,11,40.45,33,34.58
20260726,02,2,4054,B1,48.0,54.0,4.63,27.37,4.83,30.43,30,30.11,32,31.28,4910,A1,30.0,52.0,6.94,57.94,6.46,30.77,61,39.19,67,29.95,5033,B1,28.0,56.0,4.35,27.16,4.38,25.0,17,30.99,41,33.64,5433,B2,21.0,51.0,1.92,2.78,2.13,12.5,4,46.44,16,37.61,3377,B1,58.0,54.0,4.54,23.6,4.61,32.26,54,35.56,49,41.71,4122,A2,44.0,55.0,5.58,36.64,6.2,45.0,2,45.74,75,40.0
20260726,02,3,5325,B1,23.0,52.0,5.77,38.24,5.6,40.0,38,34.91,22,36.32,5209,B1,28.0,55.0,3.61,9.09,3.75,12.5,3,32.55,59,43.19,3983,A1,48.0,52.0,6.97,50.41,6.87,53.85,42,31.6,40,32.0,4043,A2,46.0,54.0,5.74,40.37,6.35,45.16,29,38.39,53,34.83,4740,B1,34.0,53.0,4.51,21.51,5.0,34.78,63,42.15,11,31.61,4172,A2,43.0,51.0,6.15,43.28,5.57,42.86,53,36.82,77,32.23
20260726,02,4,5178,B1,30.0,54.0,4.18,19.27,4.06,22.86,8,34.62,35,29.21,3647,B1,53.0,49.0,3.34,11.88,4.46,16.46,14,33.8,12,32.51,3743,A1,51.0,52.0,5.07,36.61,6.86,42.86,37,40.43,69,33.18,3202,B1,61.0,53.0,4.37,25.51,4.24,21.62,23,32.87,63,34.8,3502,A2,57.0,53.0,5.98,41.24,3.88,18.75,6,35.14,17,38.0,4911,A2,30.0,52.0,4.91,24.72,4.4,30.0,24,39.38,62,31.82
20260726,02,5,3963,A2,47.0,53.0,5.77,35.96,5.3,35.0,22,29.56,21,35.58,5007,B1,29.0,53.0,4.71,23.08,4.46,16.22,51,30.41,57,34.27,5385,B1,21.0,56.0,2.56,5.19,1.79,0.0,5,35.4,73,32.65,4702,A1,39.0,52.0,6.16,48.15,5.7,40.0,50,34.51,46,31.43,3455,B1,55.0,51.0,4.92,31.03,5.58,41.67,31,35.65,76,34.29,4651,B1,41.0,52.0,3.73,11.9,4.0,17.95,9,40.43,54,30.48
20260726,02,6,5170,B1,25.0,51.0,5.16,28.57,2.38,0.0,62,34.16,18,29.14,4258,B1,42.0,51.0,4.88,33.33,4.99,29.63,43,34.87,52,37.26,4533,B1,37.0,51.0,4.45,18.97,5.71,42.86,20,30.77,47,37.21,5432,B1,21.0,52.0,2.83,6.41,1.33,0.0,18,31.07,37,34.91,3715,A2,51.0,54.0,5.6,36.36,3.83,16.67,58,35.44,36,34.76,4058,A1,47.0,51.0,5.99,42.86,3.75,20.0,40,34.56,29,40.09
20260726,02,7,4704,A1,38.0,51.0,6.58,47.89,6.2,30.0,21,34.76,74,30.41,4231,B1,43.0,56.0,5.44,32.84,5.56,33.33,7,30.59,27,38.76,3812,B1,50.0,52.0,3.99,12.5,4.52,14.29,41,32.29,30,34.93,3419,B2,56.0,56.0,2.27,0.0,4.06,27.78,12,41.48,58,34.5,5433,B2,21.0,51.0,1.92,2.78,2.13,12.5,4,46.44,16,37.61,4740,B1,34.0,53.0,4.51,21.51,5.0,34.78,63,42.15,11,31.61
20260726,02,8,3377,B1,58.0,54.0,4.54,23.6,4.61,32.26,54,35.56,49,41.71,5138,B1,26.0,54.0,3.83,13.85,3.9,10.0,25,34.04,68,35.55,4095,A1,45.0,52.0,6.85,54.87,7.44,61.54,13,33.19,70,37.5,5273,B1,24.0,52.0,3.83,17.92,5.13,25.0,27,29.58,44,32.69,5325,B1,23.0,52.0,5.77,38.24,5.6,40.0,38,34.91,22,36.32,3502,A2,57.0,53.0,5.98,41.24,3.88,18.75,6,35.14,17,38.0
20260726,02,9,5031,B1,28.0,54.0,4.87,29.21,5.29,35.71,55,40.79,14,34.45,4122,A2,44.0,55.0,5.58,36.64,6.2,45.0,2,45.74,75,40.0,3202,B1,61.0,53.0,4.37,25.51,4.24,21.62,23,32.87,63,34.8,3630,B1,56.0,55.0,3.97,18.57,3.95,18.18,64,34.67,19,33.82,4702,A1,39.0,52.0,6.16,48.15,5.7,40.0,50,34.51,46,31.43,4055,A2,48.0,52.0,6.62,49.65,6.12,42.31,26,37.12,56,42.57
20260726,02,10,5007,B1,29.0,53.0,4.71,23.08,4.46,16.22,51,30.41,57,34.27,4043,A2,46.0,54.0,5.74,40.37,6.35,45.16,29,38.39,53,34.83,4058,A1,47.0,51.0,5.99,42.86,3.75,20.0,40,34.56,29,40.09,3647,B1,53.0,49.0,3.34,11.88,4.46,16.46,14,33.8,12,32.51,4910,A1,30.0,52.0,6.94,57.94,6.46,30.77,61,39.19,67,29.95,3745,B1,51.0,53.0,5.18,28.42,5.47,41.18,49,38.86,42,37.91
20260726,02,11,3715,A2,51.0,54.0,5.6,36.36,3.83,16.67,58,35.44,36,34.76,3983,A1,48.0,52.0,6.97,50.41,6.87,53.85,42,31.6,40,32.0,4231,B1,43.0,56.0,5.44,32.84,5.56,33.33,7,30.59,27,38.76,5033,B1,28.0,56.0,4.35,27.16,4.38,25.0,17,30.99,41,33.64,3963,A2,47.0,53.0,5.77,35.96,5.3,35.0,22,29.56,21,35.58,3743,A1,51.0,52.0,5.07,36.61,6.86,42.86,37,40.43,69,33.18
20260726,02,12,4095,A1,45.0,52.0,6.85,54.87,7.44,61.54,13,33.19,70,37.5,4911,A2,30.0,52.0,4.91,24.72,4.4,30.0,24,39.38,62,31.82,5209,B1,28.0,55.0,3.61,9.09,3.75,12.5,3,32.55,59,43.19,3538,B2,58.0,53.0,4.14,16.07,5.31,33.33,10,34.55,20,32.23,4704,A1,38.0,51.0,6.58,47.89,6.2,30.0,21,34.76,74,30.41,4824,A2,33.0,52.0,5.57,36.44,5.88,50.0,36,32.37,15,32.86
20260726,01,1,4952,B1,32.0,52.0,4.49,22.22,0.0,0.0,40,34.36,56,43.42,3642,B1,55.0,52.0,4.24,16.0,3.79,21.43,46,39.13,14,40.94,5312,B1,25.0,55.0,3.78,14.14,6.11,44.44,41,33.56,21,32.0,4452,A2,38.0,54.0,5.02,31.97,4.33,26.67,55,22.61,43,27.45,4203,B1,43.0,52.0,4.19,22.22,4.66,29.01,34,38.42,54,38.16,5411,B2,20.0,56.0,1.89,1.33,1.81,0.0,47,29.68,65,22.15
20260726,01,2,4724,B1,40.0,54.0,3.27,6.25,3.73,0.0,22,26.42,53,28.95,3381,B1,57.0,55.0,4.91,30.61,5.71,44.9,48,31.9,74,33.56,4458,B1,40.0,54.0,5.34,31.11,5.9,45.16,54,21.21,66,34.93,4949,A2,33.0,49.0,5.86,35.64,6.58,42.11,65,36.02,51,34.67,5126,A1,29.0,52.0,6.97,52.99,5.06,22.22,64,31.82,70,28.67,5053,B1,30.0,55.0,3.51,15.87,5.41,47.06,72,32.45,44,42.11
20260726,01,3,5086,B1,27.0,53.0,3.84,19.4,0.0,0.0,70,35.95,47,33.55,3659,A2,51.0,57.0,5.67,34.72,5.9,42.26,62,41.56,49,25.85,4948,B1,33.0,52.0,5.56,39.6,5.44,40.74,52,26.26,42,30.92,4864,B1,36.0,52.0,4.6,23.38,0.0,0.0,51,29.69,15,43.24,4551,A2,37.0,55.0,5.74,41.67,5.89,33.33,11,31.33,52,41.33,3737,A1,52.0,53.0,6.9,48.7,7.0,44.44,67,30.83,29,29.61
20260726,01,4,5351,B1,21.0,53.0,4.99,35.92,3.33,11.11,42,26.12,72,31.94,3889,B1,51.0,58.0,3.7,17.72,4.4,22.31,63,22.32,13,25.83,4601,A1,41.0,55.0,6.6,52.89,7.2,65.0,26,30.52,59,36.24,3977,B1,49.0,53.0,4.38,19.05,5.08,26.92,31,38.56,67,30.46,5378,B2,22.0,50.0,1.7,1.32,1.71,4.17,19,24.51,58,30.67,3717,A2,51.0,55.0,5.53,31.52,0.0,0.0,44,28.36,75,30.46
20260726,01,5,3499,A1,57.0,51.0,5.64,36.36,3.62,15.38,60,44.68,19,35.57,4649,B1,42.0,52.0,5.42,38.58,5.1,34.48,53,34.27,26,28.19,4643,A2,33.0,52.0,6.83,52.63,6.95,57.89,17,31.76,45,43.42,4863,B1,37.0,55.0,4.68,20.97,4.65,29.73,75,29.93,73,38.16,5375,B1,22.0,54.0,2.76,5.95,0.0,0.0,36,31.82,12,28.95,4397,A1,39.0,53.0,7.28,56.2,7.1,58.62,33,36.91,71,33.12
20260726,01,6,4073,A1,45.0,52.0,6.69,56.67,5.68,44.74,13,26.67,30,30.72,4410,B1,40.0,52.0,4.43,21.7,4.74,26.32,50,32.05,63,20.14,4632,B1,37.0,51.0,5.02,30.77,4.44,25.0,23,23.4,64,29.61,5053,B1,30.0,55.0,3.51,15.87,5.41,47.06,72,32.45,44,42.11,5411,B2,20.0,56.0,1.89,1.33,1.81,0.0,47,29.68,65,22.15,3797,B1,53.0,61.0,3.72,14.55,4.44,26.47,24,37.13,34,36.91
20260726,01,7,4743,A1,33.0,55.0,6.22,38.13,6.1,40.48,49,35.22,32,27.78,3664,B1,56.0,56.0,4.76,31.25,4.41,33.33,58,20.95,36,34.21,4588,A2,35.0,56.0,5.37,38.26,5.89,33.33,37,32.03,41,32.89,4952,B1,32.0,52.0,4.49,22.22,0.0,0.0,40,34.36,56,43.42,5301,B1,23.0,51.0,5.47,34.78,3.41,10.75,68,22.22,60,39.35,3642,B1,55.0,52.0,4.24,16.0,3.79,21.43,46,39.13,14,40.94
20260726,01,8,4318,A2,41.0,52.0,5.22,26.53,6.0,41.94,16,23.33,37,36.42,4106,B1,46.0,52.0,3.8,21.62,2.89,11.11,57,33.56,55,30.28,5086,B1,27.0,53.0,3.84,19.4,0.0,0.0,70,35.95,47,33.55,5371,B2,23.0,53.0,1.72,1.32,1.5,0.0,73,48.78,39,33.12,4241,A2,41.0,54.0,5.72,33.04,5.15,40.0,25,24.04,11,29.14,5312,B1,25.0,55.0,3.78,14.14,6.11,44.44,41,33.56,21,32.0
20260726,01,9,3717,A2,51.0,55.0,5.53,31.52,0.0,0.0,44,28.36,75,30.46,5126,A1,29.0,52.0,6.97,52.99,5.06,22.22,64,31.82,70,28.67,3381,B1,57.0,55.0,4.91,30.61,5.71,44.9,48,31.9,74,33.56,4601,A1,41.0,55.0,6.6,52.89,7.2,65.0,26,30.52,59,36.24,3659,A2,51.0,57.0,5.67,34.72,5.9,42.26,62,41.56,49,25.85,3499,A1,57.0,51.0,5.64,36.36,3.62,15.38,60,44.68,19,35.57
20260726,01,10,3737,A1,52.0,53.0,6.9,48.7,7.0,44.44,67,30.83,29,29.61,4073,A1,45.0,52.0,6.69,56.67,5.68,44.74,13,26.67,30,30.72,4949,A2,33.0,49.0,5.86,35.64,6.58,42.11,65,36.02,51,34.67,4948,B1,33.0,52.0,5.56,39.6,5.44,40.74,52,26.26,42,30.92,5351,B1,21.0,53.0,4.99,35.92,3.33,11.11,42,26.12,72,31.94,4649,B1,42.0,52.0,5.42,38.58,5.1,34.48,53,34.27,26,28.19
