date,jcd,r,登番1,勝率1,登番2,勝率2,登番3,勝率3,登番4,勝率4,登番5,勝率5,登番6,勝率6
20260702,05,11,4654,6.34,3319,5.38,3968,5.43,4233,6.06,4431,4.73,3931,6.02
20260702,05,12,3590,6.7,5252,5.86,4675,6.07,4381,5.27,4134,5.55,4218,6.58
20260702,06,1,3990,4.89,4626,4.37,4251,4.47,4638,4.95,3442,4.38,4787,7.01
20260702,06,2,4945,4.24,3637,4.04,4567,3.97,4512,6.65,3458,4.25,5349,1.41
20260702,06,3,4743,6.33,4663,5.72,4558,4.57,3776,3.44,4100,5.03,4872,4.56
20260702,06,4,4811,4.87,4297,6.33,4035,3.91,4257,4.48,5047,5.68,4625,4.96
20260702,06,5,4423,5.59,4866,3.86,5082,5.17,4137,6.51,4251,4.47,5041,4.55
20260702,06,6,4954,4.38,3662,5.21,5339,5.38,4113,4.66,5068,7.44,4638,4.95
20260702,06,7,3539,4.14,4727,4.01,4880,5.17,3990,4.89,5063,4.66,4512,6.65
20260702,06,8,3442,4.38,3967,4.65,5047,5.68,5034,6.8,4945,4.24,3708,5.04
20260702,06,9,4440,4.89,3643,5.47,4137,6.51,4035,3.91,3776,3.44,3458,4.25
20260702,06,10,4100,5.03,4393,4.26,4811,4.87,5082,5.17,3790,4.68,5068,7.44
20260702,06,11,3662,5.21,4880,5.17,4787,7.01,5041,4.55,3637,4.04,3718,4.36
20260702,06,12,4295,7.16,4625,4.96,4113,4.66,4663,5.72,3967,4.65,4866,3.86
20260702,07,1,5309,3.41,5161,5.74,5191,6.91,5381,3.61,5422,1.39,5300,2.07
20260702,07,2,4720,3.95,5155,6.0,4208,7.17,4190,6.43,4450,6.27,5347,1.62
20260702,07,3,5304,2.1,5166,6.2,5325,5.78,5364,2.55,5221,6.85,5276,4.83
20260702,07,4,4501,5.28,4804,6.64,4823,7.31,5078,4.67,5389,2.18,4433,6.95
20260702,07,5,5219,5.18,5235,3.42,5381,3.61,4642,7.08,5230,4.88,5254,3.57
20260702,07,6,4941,5.17,5272,4.75,4499,5.05,5402,1.52,5300,2.07,5150,6.41
20260702,07,7,5166,6.2,5273,3.91,5328,3.96,5347,1.62,4464,5.78,4689,5.29
20260702,07,8,4117,5.99,4720,3.95,4433,6.95,5304,2.1,5386,3.13,5422,1.39
20260702,07,9,5160,6.11,5221,6.85,5309,3.41,5389,2.18,5174,5.29,4450,6.27
20260702,07,10,4208,7.17,4823,7.31,4501,5.28,5319,4.42,5364,2.55,5161,5.74
20260702,07,11,5191,6.91,5276,4.83,5318,3.67,5118,6.02,5078,4.67,5155,6.0
20260702,07,12,4804,6.64,4190,6.43,4885,6.74,5325,5.78,5330,6.29,5208,4.08
20260702,08,1,3873,3.51,5022,4.47,5340,3.98,3224,3.81,4876,4.5,3156,4.65
20260702,08,2,4034,3.63,4405,4.3,5377,3.96,5216,6.18,3959,7.08,5436,1.26
20260702,08,3,5345,3.13,5055,5.88,5229,5.24,4261,6.29,5322,2.62,4498,5.28
20260702,08,4,3680,4.38,4819,5.42,4837,4.42,4752,4.13,4391,6.5,5303,5.62
20260702,08,5,3224,3.81,4163,5.28,4215,5.59,3869,3.96,4102,6.43,5380,1.2
20260702,08,6,3908,6.28,4122,5.34,5294,3.93,4034,3.63,4731,5.18,3965,6.37
20260702,08,7,4419,5.81,3175,4.63,5322,2.62,5340,3.98,4546,6.53,5291,3.88
20260702,08,8,4693,4.13,4261,6.29,3680,4.38,4732,6.47,5436,1.26,3701,4.01
20260702,08,9,5172,4.62,4498,5.28,3959,7.08,3873,3.51,3869,3.96,4487,4.85
20260702,08,10,4102,6.43,3156,4.65,4405,4.3,4122,5.34,4837,4.42,5055,5.88
20260702,08,11,4391,6.5,5026,6.13,4731,5.18,4419,5.81,4163,5.28,5216,6.18
20260702,08,12,4546,6.53,5377,3.96,5303,5.62,5229,5.24,3908,6.28,4732,6.47
20260702,11,1,5157,4.11,3653,4.59,3305,3.93,5143,4.04,4672,4.21,4253,4.14
20260702,11,2,5131,4.03,4864,4.0,3507,4.29,4352,6.45,3988,5.91,5465,1.0
20260702,11,3,5183,4.91,4277,4.97,3686,6.09,5018,6.63,4340,5.11,4204,4.76
20260702,11,4,5190,4.44,4522,5.87,4039,5.24,5031,4.59,4103,3.47,3654,6.67
20260702,11,5,5369,3.39,4330,6.05,4672,4.21,3554,6.33,5126,6.65,3564,4.44
20260702,11,6,5006,3.39,4618,4.99,4379,6.08,3305,3.93,4460,5.82,5396,1.84
20260702,11,7,4580,5.47,5185,5.22,5183,4.91,3582,5.71,5131,4.03,3333,6.14
20260702,11,8,4182,4.92,5143,4.04,5190,4.44,5256,6.48,3548,5.38,4340,5.11
20260702,11,9,5031,4.59,4253,4.14,4277,4.97,5369,3.39,4089,6.07,3313,4.34
20260702,11,10,3654,6.67,5126,6.65,5018,6.63,4379,6.08,4864,4.0,5157,4.11
20260702,11,11,4204,4.76,4460,5.82,4352,6.45,4039,5.24,4330,6.05,4580,5.47
20260702,11,12,3333,6.14,3988,5.91,3554,6.33,3686,6.09,4522,5.87,4182,4.92
20260702,16,1,3822,6.37,4420,5.89,4610,6.25,4886,5.77,4706,6.02,3888,5.95
20260702,16,2,4761,5.78,4962,5.5,4963,6.36,4446,6.91,4148,6.15,5064,6.48
20260702,16,3,4989,6.06,4452,5.39,4539,6.66,5075,6.01,4241,5.65,4482,6.35
20260702,16,4,4409,6.67,4959,7.28,5142,7.17,4227,6.13,3874,6.56,5038,6.45
20260702,16,5,4530,7.01,4939,6.94,4531,6.09,4370,5.97,4052,5.96,4809,5.72
20260702,16,6,4925,5.45,4415,6.35,4544,7.61,4762,7.1,4980,6.99,4706,6.02
20260702,16,7,4704,6.59,4886,5.77,4659,7.39,4109,6.0,5096,6.04,4962,5.5
20260702,16,8,4148,6.15,4989,6.06,4908,6.61,4477,7.3,5058,6.93,4420,5.89
20260702,16,9,5142,7.17,3888,5.95,4761,5.78,4241,5.65,5217,6.69,4856,7.14
20260702,16,10,4610,6.25,4482,6.35,4530,7.01,4042,6.5,5064,6.48,4850,6.11
20260702,16,11,4959,7.28,4762,7.1,5092,6.22,4643,7.07,4809,5.72,4452,5.39
20260702,16,12,4659,7.39,4441,5.83,4715,6.18,4544,7.61,4933,6.49,4793,6.53
20260702,19,1,4533,4.36,4176,3.3,4683,3.55,4563,4.05,5237,4.27,5311,5.26
20260702,19,2,3297,4.4,4395,5.1,5049,6.03,5262,4.31,4562,4.89,4138,5.06
20260702,19,3,4336,4.95,4656,5.45,4797,6.97,4306,4.95,4302,6.78,4327,4.0
20260702,19,4,3891,3.57,4090,5.19,4051,6.77,5102,4.53,5158,6.79,4380,4.57
20260702,19,5,4796,6.47,5186,4.35,4054,4.57,3961,6.57,3952,6.63,3860,3.91
20260702,19,6,4587,6.67,4296,7.02,5308,4.29,4121,5.96,4176,3.3,4173,5.25
20260702,19,7,4674,5.18,4926,7.79,4327,4.0,5179,3.75,3297,4.4,5315,2.36
20260702,19,8,4302,6.78,4380,4.57,4033,6.06,5311,5.26,4395,5.1,4846,4.4
20260702,19,9,5158,6.79,3792,6.02,3860,3.91,4138,5.06,4336,4.95,4683,3.55
20260702,19,10,4051,6.77,4587,6.67,5237,4.27,4054,4.57,4797,6.97,5262,4.31
20260702,19,11,4296,7.02,4533,4.36,3961,6.57,4926,7.79,5049,6.03,4656,5.45
20260702,19,12,3952,6.63,4306,4.95,5102,4.53,4674,5.18,4033,6.06,4562,4.89
20260702,20,1,5398,3.89,3546,4.54,5074,4.37,3784,4.82,4232,5.92,5392,1.61
20260702,20,2,3943,2.21,3660,3.07,4564,4.64,4220,4.76,4525,4.38,4236,6.94
20260702,20,3,5170,4.88,4769,6.69,4414,4.45,3854,6.81,4439,4.19,5205,6.0
20260702,20,4,5136,6.43,4879,4.68,4579,5.96,4069,5.96,4349,4.47,5448,1.21
20260702,20,5,4231,5.44,4451,6.31,4246,4.49,4791,5.38,5375,2.64,5209,3.49
20260702,20,6,4430,5.94,3212,4.84,4437,5.98,5350,4.73,5195,5.5,4239,6.3
20260702,20,7,5135,4.13,5109,5.17,4226,4.63,5275,6.61,3282,4.72,5382,2.62
20260702,20,8,4588,5.43,4684,5.23,4219,4.07,3455,5.16,5392,1.61,5169,3.83
20260702,20,9,5205,6.0,3854,6.81,4220,4.76,4579,5.96,4231,5.44,5136,6.43
20260702,20,10,4236,6.94,4349,4.47,4069,5.96,4451,6.31,4791,5.38,4437,5.98
20260702,20,11,4239,6.3,5275,6.61,5170,4.88,4430,5.94,4769,6.69,5135,4.13
20260702,20,12,4684,5.23,3455,5.16,4232,5.92,4564,4.64,5074,4.37,5350,4.73
20260702,21,1,4287,6.36,4129,3.87,3981,3.93,5385,2.56,3211,4.18,4094,5.19
20260702,21,2,4144,6.47,4705,3.36,4031,4.85,4504,6.51,5426,1.81,4006,4.92
20260702,21,3,4427,6.59,3054,5.63,4171,6.07,4196,3.64,5106,5.71,5420,1.92
20260702,21,4,4514,6.85,3471,4.03,4104,3.4,4004,4.96,5257,6.35,5429,1.07
20260702,21,5,4472,6.26,5292,4.02,3265,6.15,5348,4.76,5404,1.78,4066,6.21
20260702,21,6,3478,5.16,3963,5.75,4181,3.66,4368,3.91,5385,2.56,4278,6.91
20260702,21,7,3752,4.39,3211,4.18,3630,4.04,4976,4.87,4919,3.73,5426,1.81
20260702,21,8,4031,4.85,4958,6.23,4196,3.64,4094,5.19,4104,3.4,5210,5.38
20260702,21,9,4614,6.97,3867,3.2,3054,5.63,4144,6.47,3471,4.03,3385,5.61
20260702,21,10,3265,6.15,4006,4.92,4004,4.96,5106,5.71,3981,3.93,3963,5.75
20260702,21,11,5257,6.35,4066,6.21,4976,4.87,4287,6.36,3478,5.16,4171,6.07
20260702,21,12,4504,6.51,4278,6.91,4427,6.59,4472,6.26,4514,6.85,4958,6.23
20260702,22,1,5017,6.52,4666,4.02,3544,3.66,5379,3.32,5033,4.17,5453,1.85
20260702,22,2,4495,5.41,3411,3.66,4711,6.23,5383,2.18,5359,4.49,3811,6.51
20260702,22,3,4669,4.81,3306,3.89,4335,7.12,4200,4.1,5338,4.39,5432,2.85
20260702,22,4,3663,5.5,3502,5.99,3978,5.88,5023,5.83,5405,2.19,5458,1.35
20260702,22,5,3911,5.38,4930,5.97,5352,4.98,3544,3.66,5434,2.92,3556,6.68
20260702,22,6,4303,4.85,5359,4.49,4470,6.57,5177,4.31,5453,1.85,4191,6.06
20260702,22,7,4574,4.98,4200,4.1,5033,4.17,5407,2.22,5383,2.18,4074,6.46
20260702,22,8,4133,6.34,5282,5.49,3411,3.66,4666,4.02,4180,5.3,5405,2.19
20260702,22,9,4348,5.91,5379,3.32,3306,3.89,3556,6.68,3978,5.88,4293,5.04
20260702,22,10,4832,6.54,5017,6.52,4669,4.81,4930,5.97,4139,3.97,3502,5.99
20260702,22,11,4877,5.98,5352,4.98,4574,4.98,4191,6.06,4711,6.23,4942,5.38
20260702,22,12,4335,7.12,4133,6.34,3811,6.51,4074,6.46,4470,6.57,5023,5.83
20260702,23,1,4556,6.62,4680,5.63,4071,4.56,4840,5.06,4382,4.98,5299,6.02
20260702,23,2,4568,5.44,4425,4.6,4124,6.04,5391,1.47,5009,5.24,5201,5.45
20260702,23,3,4434,6.19,4271,4.16,5139,6.43,4871,4.52,5344,4.57,4023,3.98
20260702,23,4,3303,4.72,4428,6.2,5343,3.8,4977,6.08,4991,6.72,5431,1.53
20260702,23,5,4424,5.73,3568,4.09,5095,6.4,5028,6.8,5271,3.89,4518,6.96
20260702,23,6,5211,4.29,5224,7.24,4788,5.58,5014,4.97,4425,4.6,4840,5.06
20260702,23,7,5344,4.57,5285,3.77,5201,5.45,4466,5.88,4786,6.74,4358,3.86
20260702,23,8,4071,4.56,4023,3.98,4854,3.87,4734,6.91,3303,4.72,5391,1.47
20260702,23,9,5343,3.8,4294,6.13,4434,6.19,3568,4.09,4568,5.44,5207,5.54
20260702,23,10,5139,6.43,3232,6.22,5014,4.97,4680,5.63,5095,6.4,4977,6.08
20260702,23,11,4124,6.04,4424,5.73,4271,4.16,4556,6.62,4358,3.86,4788,5.58
20260702,23,12,5028,6.8,5009,5.24,4991,6.72,5224,7.24,4871,4.52,4466,5.88
20260702,24,1,4948,5.56,4724,3.26,4154,5.01,3964,4.43,5098,5.43,3771,5.18
20260702,24,2,4164,3.86,4092,4.93,3859,4.3,4027,5.85,5178,4.11,3558,4.76
20260702,24,3,3807,4.59,4375,5.89,5266,4.6,4822,5.74,5284,3.37,5457,1.12
20260702,24,4,3892,4.86,3857,4.63,4640,6.17,3863,4.65,5312,3.61,5089,7.04
20260702,24,5,3381,5.05,4411,5.63,3964,4.43,3535,4.26,4608,5.89,3875,4.07
20260702,24,6,4073,6.55,3434,4.43,5098,5.43,3859,4.3,4154,5.01,5112,6.86
20260702,24,7,3951,5.08,3772,4.71,4724,3.26,5266,4.6,4164,3.86,5443,1.36
20260702,24,8,3771,5.18,5178,4.11,5312,3.61,5284,3.37,5457,1.12,3807,4.59
20260702,24,9,4027,5.85,5089,7.04,3535,4.26,3558,4.76,4375,5.89,3857,4.63
20260702,24,10,4608,5.89,4822,5.74,4411,5.63,4640,6.17,4948,5.56,3434,4.43
20260702,24,11,3875,4.07,5112,6.86,4092,4.93,3951,5.08,3892,4.86,4073,6.55
20260702,24,12,4269,6.29,3898,6.96,5323,4.36,4497,7.29,4209,5.46,4064,6.24
