date,jcd,r,登番1,勝率1,登番2,勝率2,登番3,勝率3,登番4,勝率4,登番5,勝率5,登番6,勝率6
20260629,01,1,3947,4.36,4376,5.73,4114,5.27,4151,5.13,4474,5.56,4131,6.34
20260629,01,2,4839,5.79,5289,5.87,5133,5.71,4259,5.65,4188,7.58,4736,6.94
20260629,01,3,5145,6.07,3793,4.2,3997,6.45,3517,5.89,4960,7.78,5239,4.86
20260629,01,4,3532,5.96,4357,6.93,4216,4.66,4631,4.81,4403,6.31,4468,6.61
20260629,01,5,4596,5.87,4918,5.06,3514,6.02,3616,4.81,4276,5.88,4308,6.87
20260629,01,6,4688,6.79,5212,6.15,4258,4.96,4695,5.76,4457,4.78,3619,4.96
20260629,01,7,3909,6.63,5076,5.36,4475,6.07,4474,5.56,4508,5.17,5133,5.71
20260629,01,8,3304,5.9,4152,5.25,4299,4.58,4740,4.63,4259,5.65,5269,5.42
20260629,01,9,5239,4.86,4839,5.79,4276,5.88,4403,6.31,5289,5.87,3532,5.96
20260629,01,10,4736,6.94,4960,7.78,5212,6.15,4468,6.61,4357,6.93,4596,5.87
20260629,01,11,4308,6.87,4188,7.58,5145,6.07,3997,6.45,3909,6.63,4688,6.79
20260629,01,12,3517,5.89,4299,4.58,4508,5.17,4475,6.07,4216,4.66,3514,6.02
20260629,02,1,5242,3.38,4883,5.97,5351,4.51,4404,3.7,3268,4.44,3656,5.15
20260629,02,2,3797,3.91,4553,5.75,3878,4.28,3473,6.11,3681,4.47,3484,5.86
20260629,02,3,3620,4.13,3516,4.32,4049,6.11,4471,6.57,5238,5.68,3687,5.3
20260629,02,4,4944,4.11,3659,5.69,3327,6.01,5226,5.93,4072,6.92,5341,2.91
20260629,02,5,3627,4.96,4112,5.91,3922,3.74,4174,6.29,5035,5.59,5449,2.13
20260629,02,6,5187,3.24,3681,4.47,3257,6.63,5042,6.19,3912,5.66,5455,1.52
20260629,02,7,4471,6.57,3430,4.27,4081,4.74,3268,4.44,3463,4.85,3987,5.99
20260629,02,8,3659,5.69,3719,6.91,3687,5.3,3484,5.86,3797,3.91,5424,1.39
20260629,02,9,3327,6.01,3589,4.34,3473,6.11,5351,4.51,4112,5.91,3482,5.09
20260629,02,10,5238,5.68,4072,6.92,3656,5.15,3257,6.63,3627,4.96,3878,4.28
20260629,02,11,5226,5.93,4966,5.35,5042,6.19,5035,5.59,4553,5.75,3516,4.32
20260629,02,12,4174,6.29,4049,6.11,4404,3.7,3987,5.99,3719,6.91,3912,5.66
20260629,03,1,4952,4.38,4917,4.42,5070,3.43,4077,5.97,3975,5.78,5374,2.59
20260629,03,2,3929,4.22,3973,4.12,4729,3.86,4161,5.31,4318,5.64,4245,4.37
20260629,03,3,3808,4.21,3907,5.21,4407,4.99,4995,4.65,4486,5.64,4093,4.33
20260629,03,4,5115,5.19,4550,5.27,3850,4.54,5279,5.39,4438,4.98,4677,6.09
20260629,03,5,3584,5.09,4735,4.13,3685,5.82,5070,3.43,4465,4.62,4084,6.6
20260629,03,6,4077,5.97,4632,4.84,4202,4.75,3690,4.97,4388,5.86,4875,5.09
20260629,03,7,3775,3.91,4748,6.49,3975,5.78,4407,4.99,5364,2.53,4318,5.64
20260629,03,8,4245,4.37,5236,3.95,4438,4.98,3808,4.21,5374,2.59,4082,5.73
20260629,03,9,3973,4.12,3584,5.09,4917,4.42,4550,5.27,4093,4.33,4619,4.98
20260629,03,10,4677,6.09,4388,5.86,4161,5.31,3685,5.82,3907,5.21,4952,4.38
20260629,03,11,4084,6.6,4486,5.64,3690,4.97,4729,3.86,4748,6.49,5115,5.19
20260629,03,12,4750,5.32,4598,5.15,4644,6.26,4159,6.29,3934,4.78,3602,3.89
20260629,05,1,3563,5.27,5137,5.39,4229,3.7,4435,5.34,4233,6.06,4381,5.27
