date,jcd,r,登番1,勝率1,登番2,勝率2,登番3,勝率3,登番4,勝率4,登番5,勝率5,登番6,勝率6
20260626,12,5,4372,5.97,5151,4.47,5265,3.5,5069,4.61,4853,4.06,4611,6.19
20260626,12,6,3334,5.25,4347,5.94,4940,2.78,5163,6.07,3474,4.35,5367,1.93
20260626,12,7,5241,5.16,4243,5.33,5281,5.67,4938,6.72,5334,2.77,5439,1.51
20260626,12,8,5129,5.69,4123,6.75,5148,5.58,5052,4.98,5437,1.44,4456,6.6
20260626,12,9,3618,6.18,5365,2.24,4927,5.6,5151,4.47,4050,6.84,5144,5.15
20260626,12,10,5163,6.07,5326,5.36,4994,6.27,4014,5.36,3289,3.29,5320,2.95
20260626,12,11,4938,6.72,4773,6.01,4878,4.51,5189,5.46,5088,6.95,4940,2.78
20260626,12,12,5281,5.67,4924,4.76,4347,5.94,4372,5.97,5129,5.69,5173,5.13
20260626,13,1,4346,4.32,5336,3.24,4561,6.16,3567,3.14,3377,4.36,5460,1.65
20260626,13,2,3906,4.13,4817,6.4,4145,3.8,5393,1.48,4120,5.81,5214,4.83
20260626,13,3,3072,4.19,4649,5.25,3226,4.35,4076,5.16,3976,3.55,3523,4.45
20260626,13,4,4332,4.51,3995,6.39,4158,4.89,3804,4.99,3641,6.22,5400,1.79
20260626,13,5,3606,5.8,4555,5.25,5000,4.78,5293,2.74,4364,6.01,4779,5.22
20260626,13,6,4513,5.7,3950,4.13,5336,3.24,4949,5.76,5393,1.48,5261,4.43
20260626,13,7,4725,5.06,4076,5.16,4260,4.97,4346,4.32,3906,4.13,4535,6.43
20260626,13,8,3804,4.99,4928,6.46,4593,5.96,5460,1.65,3072,4.19,4633,5.44
20260626,13,9,4120,5.81,3976,3.55,3377,4.36,4679,5.72,4096,6.29,5000,4.78
20260626,13,10,3995,6.39,3523,4.45,5032,5.36,4513,5.7,4145,3.8,4561,6.16
20260626,13,11,4364,6.01,3661,5.23,4332,4.51,3543,5.13,4365,5.78,3226,4.35
20260626,13,12,4949,5.76,3641,6.22,4725,5.06,4555,5.25,4649,5.25,4817,6.4
20260626,14,1,4344,7.86,3783,6.79,4682,7.24,4932,7.52,4586,6.88,4237,7.12
20260626,14,2,4013,7.11,3779,6.45,4459,6.27,4847,7.1,4445,6.62,3897,7.47
20260626,14,3,4914,7.07,4494,6.7,3946,6.94,4444,6.88,4168,6.87,4362,6.82
20260626,14,4,4573,6.94,4024,6.32,4547,6.9,4504,6.6,4371,7.18,4851,7.21
20260626,14,5,4262,7.29,5121,7.8,3415,7.09,4030,6.69,4571,6.68,3716,6.99
20260626,14,6,3721,5.94,4337,7.49,4719,7.42,3783,6.79,4848,7.18,4418,7.83
20260626,14,7,4350,7.77,4524,6.63,4256,7.44,4459,6.27,4502,7.23,3941,7.94
20260626,14,8,4847,7.1,4237,7.12,4061,6.99,4914,7.07,4500,7.64,4320,8.01
20260626,14,9,4371,7.18,4503,7.68,3897,7.47,4266,6.92,3946,6.94,4682,7.24
20260626,14,10,4932,7.52,4445,6.62,4537,6.93,4760,7.03,4024,6.32,4494,6.7
20260626,14,11,4686,7.17,4848,7.18,4205,7.83,4013,7.11,4344,7.86,4324,7.35
20260626,14,12,4444,6.88,4586,6.88,4166,7.01,4719,7.42,4350,7.77,4566,6.39
20260626,16,1,4977,5.88,3207,3.36,3895,3.96,5311,5.38,5450,1.53,5206,4.16
20260626,16,2,5317,4.8,5259,3.19,3842,4.75,5404,1.89,4846,4.44,3233,4.35
20260626,16,3,3712,4.72,4180,5.53,3832,2.17,5248,4.48,5338,4.11,4358,3.79
20260626,16,4,3999,6.23,4521,5.11,4891,5.13,3746,5.49,4146,5.76,5467,2.13
20260626,16,5,4214,5.38,4443,5.49,4336,4.86,5004,5.77,4036,6.49,5450,1.53
20260626,16,6,3422,5.96,4872,4.53,5311,5.38,4172,6.16,5404,1.89,4133,6.48
20260626,16,7,4142,5.68,5248,4.48,4669,5.0,5259,3.19,3207,3.36,4852,7.14
20260626,16,8,4358,3.79,4846,4.44,5206,4.16,4840,5.02,5467,2.13,4271,4.14
20260626,16,9,4443,5.49,5338,4.11,4146,5.76,5317,4.8,3895,3.96,3712,4.72
20260626,16,10,4036,6.49,4172,6.16,3999,6.23,4977,5.88,4180,5.53,4214,5.38
20260626,16,11,4852,7.14,3746,5.49,4142,5.68,4336,4.86,4521,5.11,3422,5.96
20260626,16,12,3489,5.72,4518,6.93,4743,6.33,4144,6.35,4832,6.59,4450,5.96
20260626,17,1,4790,6.36,3372,2.74,5085,5.41,4244,3.41,3948,3.88,4861,5.42
20260626,17,2,4343,5.08,4143,4.0,4390,4.46,4360,5.84,5442,1.37,3652,3.73
20260626,17,3,3286,3.91,4771,7.13,4119,5.82,4511,4.75,3853,6.16,5412,1.55
20260626,17,4,3977,4.43,5029,7.03,4529,5.8,3984,6.44,3642,4.12,4040,5.83
20260626,17,5,5081,6.32,3974,4.28,4197,3.85,4290,7.03,4821,4.95,3605,4.14
20260626,17,6,3635,4.16,4685,7.53,4861,5.42,5065,5.05,4816,5.27,5462,1.5
20260626,17,7,4447,4.97,3932,4.64,4224,5.25,5188,6.15,4244,3.41,5442,1.37
20260626,17,8,3853,6.16,3948,3.88,4359,5.56,4305,7.03,4143,4.0,5452,1.06
20260626,17,9,4834,5.6,5152,3.69,3652,3.73,4529,5.8,5412,1.55,3372,2.74
20260626,17,10,5065,5.05,4040,5.83,5081,6.32,3286,3.91,4390,4.46,5085,5.41
20260626,17,11,4816,5.27,4821,4.95,4360,5.84,4790,6.36,4119,5.82,5029,7.03
20260626,17,12,4290,7.03,3984,6.44,4305,7.03,4685,7.53,4447,4.97,4771,7.13
20260626,18,1,3574,6.06,5067,5.13,4733,4.96,5107,4.52,4520,6.12,5456,2.05
20260626,18,2,4505,6.32,5181,5.3,3805,5.09,3432,4.22,4931,6.77,4978,4.87
20260626,18,3,4473,5.38,3470,5.21,4408,3.19,4286,6.08,5413,1.96,4098,4.84
20260626,18,4,3692,4.75,4055,6.33,3614,4.04,3773,3.81,5352,4.77,3527,5.09
20260626,18,5,4733,4.96,4329,4.91,5015,6.97,5073,5.64,3615,4.46,3885,5.18
20260626,18,6,4520,6.12,3684,5.51,3401,4.4,4978,4.87,3300,5.96,5464,1.31
20260626,18,7,3508,5.69,4108,6.5,4873,5.02,4408,3.19,5456,2.05,4931,6.77
20260626,18,8,3614,4.04,4286,6.08,3583,3.24,4979,4.93,4776,6.73,5421,1.49
20260626,18,9,3581,4.94,3574,6.06,4728,3.99,5337,4.49,3692,4.75,5015,6.97
20260626,18,10,3773,3.81,4473,5.38,5073,5.64,5407,2.21,4505,6.32,3401,4.4
20260626,18,11,3615,4.46,4873,5.02,3300,5.96,5352,4.77,3805,5.09,5413,1.96
20260626,18,12,4776,6.73,3885,5.18,3684,5.51,4055,6.33,3508,5.69,5107,4.52
20260626,21,1,4515,6.12,5083,5.08,4676,5.4,3953,3.41,5005,6.36,5138,3.54
20260626,21,2,3663,5.5,4766,4.43,3459,3.48,4398,6.61,4603,5.25,5124,4.4
20260626,21,3,4526,6.22,4110,4.09,3612,6.82,5270,4.64,4086,6.2,4410,4.92
20260626,21,4,4545,6.78,3696,5.06,4314,5.49,4274,4.38,4951,5.28,4594,5.54
20260626,21,5,4288,7.32,5219,5.18,4207,6.06,5409,2.02,5083,5.08,4184,7.07
20260626,21,6,4603,5.25,4489,5.32,4422,4.36,3576,6.74,3761,5.41,4402,5.99
20260626,21,7,3930,5.14,4491,4.43,3953,3.41,3868,4.75,5124,4.4,5176,2.33
20260626,21,8,5005,6.36,3703,6.1,4111,5.71,4315,5.05,3696,5.06,4398,6.61
20260626,21,9,4950,6.82,4068,4.61,5247,4.81,4766,4.43,4545,6.78,5409,2.02
20260626,21,10,3576,6.74,5138,3.54,4594,5.54,4110,4.09,3459,3.48,4207,6.06
20260626,21,11,4086,6.2,3663,5.5,4274,4.38,3930,5.14,4288,7.32,4489,5.32
20260626,21,12,3612,6.82,4515,6.12,4315,5.05,4422,4.36,4184,7.07,4314,5.49
20260626,22,1,4002,6.65,3315,4.29,4592,4.56,4016,5.4,3362,5.21,5429,1.08
20260626,22,2,4094,4.81,5355,2.01,3956,6.19,4697,4.01,3722,2.75,3054,5.36
20260626,22,3,3471,3.64,5386,3.2,3940,6.34,4100,5.05,5426,1.44,3211,4.06
20260626,22,4,4463,6.22,4394,5.86,4167,3.59,3966,6.64,3843,4.94,5469,1.31
20260626,22,5,3251,5.77,4016,5.4,3752,3.98,4058,6.05,3475,5.42,5468,1.47
20260626,22,6,4904,4.84,4383,5.59,5348,4.64,3362,5.21,5010,5.38,4887,5.46
20260626,22,7,3737,6.97,5086,4.04,5355,2.01,4000,6.12,5429,1.08,5426,1.44
20260626,22,8,3813,6.66,4167,3.59,5386,3.2,3901,4.65,4396,4.97,3315,4.29
20260626,22,9,4210,5.52,4592,4.56,3843,4.94,5394,3.2,3752,3.98,3722,2.75
20260626,22,10,5010,5.38,4002,6.65,3966,6.64,3956,6.19,3471,3.64,3251,5.77
20260626,22,11,3054,5.36,3737,6.97,4058,6.05,3940,6.34,4904,4.84,4394,5.86
20260626,22,12,3475,5.42,3813,6.66,4000,6.12,4463,6.22,4383,5.59,4094,4.81
20260626,23,1,4709,5.25,3478,5.02,3928,3.42,5384,1.95,4022,4.02,5381,3.49
20260626,23,2,4413,5.85,4199,6.28,5309,3.04,3411,3.72,4116,4.77,5210,5.26
20260626,23,3,3439,6.04,3867,3.44,3256,6.19,3910,4.14,5417,3.59,3352,4.54
20260626,23,4,3949,3.55,3158,5.7,4894,4.95,3888,5.76,5458,1.41,4967,6.77
20260626,23,5,5160,5.96,3935,5.1,5381,3.49,4196,3.81,4902,4.93,4483,6.7
20260626,23,6,3928,3.42,4273,4.9,5177,4.42,4116,4.77,5384,1.95,4850,6.06
20260626,23,7,4981,4.81,5210,5.26,4022,4.02,4661,5.51,5453,1.71,3743,5.35
20260626,23,8,5307,4.59,3411,3.72,3867,3.44,5309,3.04,3352,4.54,4514,6.75
20260626,23,9,3910,4.14,4615,4.43,5417,3.59,4894,4.95,4835,5.02,4413,5.85
20260626,23,10,4483,6.7,3888,5.76,4199,6.28,4850,6.06,3935,5.1,3949,3.55
20260626,23,11,4967,6.77,3743,5.35,3158,5.7,3439,6.04,4273,4.9,4981,4.81
20260626,23,12,4514,6.75,4902,4.93,4709,5.25,5160,5.96,3478,5.02,3256,6.19
20260626,24,1,4948,5.56,3863,4.65,4092,4.93,5178,4.11,5443,1.36,3875,4.07
20260626,24,2,3772,4.71,3892,4.86,5323,4.36,4099,5.91,4164,3.86,5098,5.43
20260626,24,3,3381,5.05,4154,5.01,5284,3.37,4724,3.26,4497,7.29,3771,5.18
20260626,24,4,3859,4.3,4331,6.13,4027,5.85,4269,6.29,3434,4.43,5457,1.12
20260626,24,5,3558,4.76,4064,6.24,5312,3.61,3807,4.59,4608,5.89,5443,1.36
20260626,24,6,3857,4.63,4092,4.93,5089,7.04,4640,6.17,3964,4.43,4209,5.46
20260626,24,7,4193,5.89,4164,3.86,4822,5.74,3875,4.07,3535,4.26,3898,6.96
20260626,24,8,5266,4.6,5112,6.86,3863,4.65,4411,5.63,3892,4.86,5284,3.37
20260626,24,9,3951,5.08,4027,5.85,4375,5.89,5098,5.43,3381,5.05,4073,6.55
20260626,24,10,4079,5.97,4608,5.89,5178,4.11,3772,4.71,4154,5.01,4652,4.82
20260626,24,11,4099,5.91,3771,5.18,4640,6.17,4948,5.56,4822,5.74,4331,6.13
20260626,24,12,4497,7.29,4269,6.29,4064,6.24,4193,5.89,5112,6.86,5089,7.04
