date,jcd,r,登番1,勝率1,登番2,勝率2,登番3,勝率3,登番4,勝率4,登番5,勝率5,登番6,勝率6
20260627,01,1,3947,4.36,4151,5.13,4631,4.81,4276,5.88,3997,6.45,4688,6.79
20260627,01,2,4152,5.25,4403,6.31,4457,4.78,4357,6.93,3619,4.96,3909,6.63
20260627,01,3,4216,4.66,4839,5.79,3616,4.81,4131,6.34,5133,5.71,4596,5.87
20260627,01,4,4474,5.56,5239,4.86,4258,4.96,3532,5.96,3517,5.89,4468,6.61
20260627,01,5,5076,5.36,4508,5.17,4259,5.65,4188,7.58,4308,6.87,4740,4.63
20260627,01,6,4757,6.96,3619,4.96,4151,5.13,5269,5.42,4299,4.58,4114,5.27
20260627,01,7,3514,6.02,4216,4.66,4688,6.79,3793,4.2,4457,4.78,4695,5.76
20260627,01,8,3304,5.9,5212,6.15,4918,5.06,4152,5.25,4960,7.78,5239,4.86
20260627,01,9,5133,5.71,5145,6.07,4308,6.87,5289,5.87,4475,6.07,4736,6.94
20260627,01,10,4276,5.88,3909,6.63,4376,5.73,4508,5.17,4757,6.96,4258,4.96
20260627,01,11,3997,6.45,4259,5.65,4468,6.61,3616,4.81,3793,4.2,4403,6.31
20260627,01,12,4357,6.93,3532,5.96,5212,6.15,4740,4.63,3514,6.02,4839,5.79
20260627,02,1,5035,5.59,3268,4.44,3620,4.13,3878,4.28,5351,4.51,5424,1.39
20260627,02,2,4883,5.97,5238,5.68,4404,3.7,5141,6.85,3687,5.3,4966,5.35
20260627,02,3,3987,5.99,3656,5.15,3627,4.96,5187,3.24,4049,6.11,4471,6.57
20260627,02,4,3463,4.85,5042,6.19,3516,4.32,3482,5.09,5226,5.93,5455,1.52
20260627,02,5,3484,5.86,3620,4.13,4112,5.91,3719,6.91,3589,4.34,5449,2.13
20260627,02,6,3687,5.3,5341,2.91,3912,5.66,3430,4.27,5424,1.39,3473,6.11
20260627,02,7,4072,6.92,3922,3.74,3268,4.44,5242,3.38,3656,5.15,3659,5.69
20260627,02,8,3516,4.32,3627,4.96,4174,6.29,4883,5.97,3327,6.01,3681,4.47
20260627,02,9,4049,6.11,4081,4.74,3463,4.85,4966,5.35,3257,6.63,4112,5.91
20260627,02,10,3912,5.66,3482,5.09,5035,5.59,5238,5.68,3987,5.99,3797,3.91
20260627,02,11,5141,6.85,5226,5.93,3484,5.86,4944,4.11,5242,3.38,4553,5.75
20260627,02,12,3719,6.91,3473,6.11,4471,6.57,4072,6.92,5042,6.19,4174,6.29
20260627,03,1,4245,4.37,4202,4.75,3584,5.09,5070,3.43,5374,2.59,4082,5.73
20260627,03,2,4550,5.27,3975,5.78,5115,5.19,4093,4.33,4318,5.64,3907,5.21
20260627,03,3,4465,4.62,4917,4.42,4084,6.6,4077,5.97,3929,4.22,3808,4.21
20260627,03,4,4735,4.13,3602,3.89,3973,4.12,4438,4.98,4632,4.84,4407,4.99
20260627,03,5,3690,4.97,4644,6.26,4875,5.09,4202,4.75,4486,5.64,3934,4.78
20260627,03,6,4677,6.09,4245,4.37,5279,5.39,5236,3.95,4161,5.31,5115,5.19
20260627,03,7,4750,5.32,4995,4.65,4748,6.49,3850,4.54,4917,4.42,5374,2.59
20260627,03,8,3775,3.91,5070,3.43,4159,6.29,4952,4.38,3973,4.12,4318,5.64
20260627,03,9,4486,5.64,4619,4.98,4388,5.86,3602,3.89,3975,5.78,5364,2.53
20260627,03,10,4161,5.31,4729,3.86,4093,4.33,4644,6.26,3584,5.09,3685,5.82
20260627,03,11,4598,5.15,4750,5.32,4550,5.27,3690,4.97,3808,4.21,4438,4.98
20260627,03,12,4748,6.49,3907,5.21,3934,4.78,4407,4.99,4952,4.38,4077,5.97
20260627,04,1,4905,4.48,4462,5.1,4017,5.53,5361,2.67,3542,4.02,4818,2.92
20260627,04,2,4211,3.44,4104,3.8,3839,3.29,3769,5.89,4523,5.67,4897,3.77
20260627,04,3,4901,5.05,4181,3.69,5246,5.25,4060,4.35,5166,6.06,4569,4.8
20260627,04,4,4020,4.43,4179,5.57,4899,4.43,5314,3.41,4754,6.19,3993,5.29
20260627,04,5,4607,5.71,3981,3.93,3834,3.73,4150,5.86,4462,5.1,4323,5.27
20260627,04,6,5034,6.92,3542,4.02,3769,5.89,3731,4.85,4818,2.92,4104,3.8
20260627,04,7,4897,3.77,3963,5.71,4569,4.8,3349,6.54,4181,3.69,4905,4.48
20260627,04,8,4017,5.53,5314,3.41,4179,5.57,5246,5.25,3839,3.29,5361,2.67
20260627,04,9,4323,5.27,4523,5.67,4060,4.35,3981,3.93,4901,5.05,4211,3.44
20260627,04,10,5166,6.06,3993,5.29,3731,4.85,3834,3.73,4020,4.43,4607,5.71
20260627,04,11,4754,6.19,3349,6.54,4150,5.86,4899,4.43,3963,5.71,5034,6.92
20260627,04,12,4907,7.0,4011,5.81,5017,6.37,3838,5.57,4363,5.78,4898,4.51
20260627,07,1,4665,3.83,5223,4.63,5243,5.31,4664,4.34,5399,1.62,3704,3.35
20260627,07,2,4648,4.94,5037,5.36,4397,7.41,5286,4.61,3538,4.24,5461,1.06
20260627,07,3,4252,4.27,4467,6.69,3986,5.0,3710,4.69,5046,3.95,4739,6.38
20260627,07,4,5232,4.67,4240,5.95,2538,3.45,3870,4.56,3613,5.94,5472,0.94
20260627,07,5,5066,7.01,3572,5.0,3852,4.03,4639,4.44,4857,7.05,5346,2.62
20260627,07,6,3406,5.16,4067,6.3,5292,3.99,5268,3.99,5335,2.23,4516,6.58
20260627,07,7,4953,6.59,4957,5.41,4043,5.79,5376,5.01,5105,4.47,5461,1.06
20260627,07,8,5245,5.02,3986,5.0,4485,5.12,3704,3.35,4389,5.76,3871,4.09
20260627,07,9,4739,6.38,5066,7.01,3613,5.94,5243,5.31,4648,4.94,4397,7.41
20260627,07,10,4516,6.58,5232,4.67,4467,6.69,5037,5.36,3572,5.0,4665,3.83
20260627,07,11,4857,7.05,3406,5.16,4067,6.3,4953,6.59,5223,4.63,4240,5.95
20260627,07,12,4485,5.12,5268,3.99,3710,4.69,4043,5.79,3870,4.56,5399,1.62
