date,jcd,r,登番1,勝率1,登番2,勝率2,登番3,勝率3,登番4,勝率4,登番5,勝率5,登番6,勝率6
20260621,02,1,5297,3.67,5324,2.36,5108,2.72,4385,3.73,5072,2.43,4987,3.75
20260621,02,2,5306,2.64,4900,4.29,4825,6.7,4548,2.96,5322,2.34,4998,4.3
20260621,02,3,5117,4.37,4746,5.31,5231,5.62,5373,2.54,4642,6.75,5045,6.5
20260621,02,4,4317,4.27,4974,5.29,4387,6.78,5146,5.65,4714,4.8,5287,3.56
20260621,02,5,4963,6.43,5174,5.16,5297,3.67,4117,5.88,5342,1.6,5079,4.99
20260621,02,6,3302,4.73,4546,6.35,4738,5.82,4984,5.04,4045,4.09,5283,2.49
20260621,02,7,4825,6.7,5013,5.5,4694,3.97,5072,2.43,5373,2.54,5264,5.08
20260621,02,8,3435,6.42,4791,5.4,4548,2.96,5108,2.72,5287,3.56,5213,5.19
20260621,02,9,4642,6.75,4300,5.26,4998,4.3,4974,5.29,5174,5.16,5003,4.97
20260621,02,10,4738,5.82,5306,2.64,4746,5.31,5324,2.36,4963,6.43,4501,5.32
20260621,02,11,4387,6.78,5045,6.5,4900,4.29,5342,1.6,4479,3.73,4984,5.04
20260621,02,12,4546,6.35,4117,5.88,5322,2.34,5231,5.62,4791,5.4,5155,6.0
20260621,04,1,3939,5.29,5022,4.59,4565,3.8,4962,5.65,5273,3.89,3419,2.37
20260621,04,2,3642,4.27,4588,5.48,5098,5.48,4319,5.64,5137,5.41,3976,3.47
20260621,04,3,4411,5.65,4863,4.47,4491,4.47,5383,2.12,3747,5.26,3776,3.44
20260621,04,4,3226,4.4,4315,4.96,4234,5.01,4119,5.85,3377,4.29,4331,6.12
20260621,04,5,3661,5.26,5273,3.89,5226,6.14,4034,3.49,4950,6.85,3372,2.88
20260621,04,6,4633,5.51,4429,3.35,5023,5.8,5098,5.48,3939,5.29,4040,5.74
20260621,04,7,3976,3.47,4424,5.71,4962,5.65,4565,3.8,3642,4.27,5383,2.12
20260621,04,8,3072,4.18,5137,5.41,4588,5.48,4491,4.47,5022,4.59,3587,4.19
20260621,04,9,4335,7.2,3377,4.29,4034,3.49,4234,5.01,4863,4.47,3661,5.26
20260621,04,10,4331,6.12,3747,5.26,4319,5.64,5226,6.14,4315,4.96,4633,5.51
20260621,04,11,4040,5.74,4950,6.85,4119,5.85,5023,5.8,4424,5.71,4411,5.65
20260621,04,12,4468,6.51,4427,6.42,4715,6.03,4581,6.25,4261,6.23,4757,7.01
20260621,05,1,4731,5.1,3463,4.96,5135,3.88,5304,2.08,3948,4.11,4186,3.47
20260621,05,2,3771,5.12,4197,3.76,4407,5.13,3831,4.62,5422,1.42,4295,7.17
20260621,05,3,3863,4.65,5035,5.64,4298,5.77,4790,6.3,4253,4.1,5074,4.49
20260621,05,4,4081,4.63,4944,4.07,4626,4.48,4877,5.89,4401,5.54,3814,5.09
20260621,05,5,5109,5.16,3983,6.66,3681,4.63,4360,5.69,4539,6.63,4339,3.87
20260621,05,6,5234,7.07,3656,5.18,4925,5.36,3771,5.12,5432,2.66,5141,6.77
20260621,05,7,4128,5.56,5049,5.94,4124,6.03,4731,5.1,5035,5.64,4762,7.02
20260621,05,8,5135,3.88,3831,4.62,3772,4.82,3863,4.65,5341,3.08,4933,6.41
20260621,05,9,5095,6.38,4253,4.1,4293,4.89,4081,4.63,4197,3.76,4558,4.76
20260621,05,10,5141,6.77,4401,5.54,4790,6.3,4298,5.77,3656,5.18,5109,5.16
20260621,05,11,4295,7.17,4539,6.63,4360,5.69,4925,5.36,5049,5.94,4128,5.56
20260621,05,12,4762,7.02,4933,6.41,4877,5.89,4124,6.03,3983,6.66,5234,7.07
20260621,06,1,4327,3.92,3224,3.77,5182,4.92,3293,3.4,4023,4.0,5454,1.4
20260621,06,2,5254,4.05,3952,6.65,3313,4.48,3333,6.18,3905,6.49,5185,5.24
20260621,06,3,3896,5.49,3385,5.43,4737,7.55,4484,4.68,4856,7.07,3987,6.11
20260621,06,4,4903,6.67,4380,4.56,5060,5.95,4247,5.28,4618,5.2,5357,1.64
20260621,06,5,4395,5.15,5366,1.34,4102,6.42,3548,5.33,5454,1.4,4019,6.75
20260621,06,6,3860,3.79,4391,6.43,4478,6.54,3623,7.55,5182,4.92,3502,5.89
20260621,06,7,3224,3.77,4361,7.17,5344,4.46,4819,5.58,4003,5.6,4012,5.96
20260621,06,8,4356,5.04,4382,5.06,5357,1.64,4208,7.1,4327,3.92,3313,4.48
20260621,06,9,4789,5.82,4903,6.67,3987,6.11,4930,5.85,3293,3.4,3952,6.65
20260621,06,10,4478,6.54,4023,4.0,4019,6.75,5106,5.41,3385,5.43,3333,6.18
20260621,06,11,4391,6.43,5344,4.46,4856,7.07,3905,6.49,3548,5.33,5060,5.95
20260621,06,12,3623,7.55,5185,5.24,4208,7.1,4003,5.6,4102,6.42,4737,7.55
20260621,08,1,4306,4.88,5041,4.5,4663,5.66,4636,3.96,3303,4.85,4054,4.69
20260621,08,2,4062,4.3,4148,6.26,5102,4.4,5354,3.76,4890,5.94,4512,6.59
20260621,08,3,4176,3.33,4797,6.97,3340,4.35,4103,3.44,4377,5.86,5405,2.31
20260621,08,4,4672,4.2,4470,6.23,4811,4.87,5122,4.44,4551,5.94,5047,5.63
20260621,08,5,5154,4.61,4958,6.4,4836,5.71,4926,7.68,5009,5.19,4788,5.5
20260621,08,6,4052,5.87,3306,4.01,5354,3.76,3967,4.84,4278,6.86,5041,4.5
20260621,08,7,3297,4.4,4103,3.44,4083,7.4,4663,5.66,3499,6.02,3653,4.66
20260621,08,8,3303,4.85,4614,6.77,5122,4.44,4062,4.3,4842,6.04,4097,3.69
20260621,08,9,4926,7.68,4173,5.32,4113,4.6,4306,4.88,4672,4.2,5102,4.4
20260621,08,10,3967,4.84,4788,5.5,4054,4.69,4797,6.97,4811,4.87,4148,6.26
20260621,08,11,3499,6.02,4551,5.94,4890,5.94,3305,3.96,4958,6.4,3340,4.35
20260621,08,12,4278,6.86,4377,5.86,4512,6.59,4083,7.4,4614,6.77,4470,6.23
20260621,09,1,4379,6.09,4145,3.77,3745,5.34,4951,5.09,4892,5.17,5349,1.46
20260621,09,2,3652,3.68,3906,4.27,4332,4.51,5107,4.77,4248,4.28,5364,2.5
20260621,09,3,4875,4.94,4945,4.21,4346,4.39,4894,4.88,3907,5.27,5385,2.57
20260621,09,4,4943,3.87,4583,4.94,4082,5.75,4229,3.49,3950,4.16,4359,5.8
20260621,09,5,4710,5.67,4766,4.38,5048,3.97,4145,3.77,5020,4.49,5402,1.46
20260621,09,6,4640,6.13,3812,4.35,5349,1.46,5126,6.5,5364,2.5,4779,5.21
20260621,09,7,4608,5.89,4346,4.39,4248,4.28,3652,3.68,3745,5.34,5275,6.71
20260621,09,8,3907,5.27,3950,4.16,5107,4.77,5385,2.57,4623,4.77,4369,5.8
20260621,09,9,4654,6.41,5020,4.49,4892,5.17,3906,4.27,5048,3.97,4945,4.21
20260621,09,10,4951,5.09,4640,6.13,4779,5.21,4082,5.75,4379,6.09,4710,5.67
20260621,09,11,5126,6.5,4875,4.94,4894,4.88,4583,4.94,4608,5.89,4943,3.87
20260621,09,12,4910,6.72,4236,6.91,4736,6.75,4174,6.25,4366,6.81,4390,4.29
20260621,10,1,4812,7.13,4876,4.59,3505,5.42,4837,4.33,4693,4.24,3790,4.69
20260621,10,2,4482,6.51,4589,5.02,5272,4.47,5204,4.17,5347,1.77,5416,2.58
20260621,10,3,4761,5.75,5321,5.01,4190,6.9,3564,4.4,5036,5.31,4866,3.77
20260621,10,4,3841,6.02,5356,4.62,4793,6.47,4706,6.1,5085,5.37,3507,4.15
20260621,10,5,4466,5.88,4727,4.01,4610,6.17,3718,4.38,4876,4.59,4732,6.57
20260621,10,6,5272,4.47,4700,6.15,4421,3.4,4693,4.24,3965,6.2,4033,6.11
20260621,10,7,4405,4.34,4886,5.8,3790,4.69,5416,2.58,4761,5.75,4864,3.73
20260621,10,8,4837,4.33,3742,4.92,3841,6.02,3833,6.3,5183,4.9,3564,4.4
20260621,10,9,3827,4.0,5204,4.17,4089,5.96,4866,3.77,4610,6.17,4706,6.1
20260621,10,10,4031,4.71,4793,6.47,5036,5.31,3965,6.2,4466,5.88,5061,3.02
20260621,10,11,3505,5.42,4732,6.57,5321,5.01,4864,3.73,4589,5.02,4700,6.15
20260621,10,12,3833,6.3,4033,6.11,4482,6.51,4190,6.9,4812,7.13,4886,5.8
20260621,11,1,3282,4.63,4139,4.38,4257,4.36,3708,4.87,4182,4.92,5295,4.81
20260621,11,2,3436,5.84,4004,5.25,4469,5.97,4138,4.84,3869,3.95,4155,6.03
20260621,11,3,4400,4.13,4730,5.15,5156,4.4,5380,1.22,4843,4.62,4823,6.94
20260621,11,4,3891,3.57,4175,5.93,4942,5.35,4090,4.94,3212,4.84,3809,4.14
20260621,11,5,5058,6.9,3730,5.08,4294,6.23,3319,5.41,3282,4.63,4498,5.4
20260621,11,6,3701,4.04,3708,4.87,4487,4.8,4643,6.98,4495,4.86,5471,1.33
20260621,11,7,3726,5.17,5139,6.36,4563,4.06,4544,7.58,4004,5.25,5380,1.22
20260621,11,8,3869,3.95,4674,5.17,4823,6.94,4175,5.93,5229,5.13,4458,5.25
20260621,11,9,4942,5.35,3319,5.41,4155,6.03,4257,4.36,4666,3.82,3412,6.74
20260621,11,10,4090,4.94,4643,6.98,5323,4.3,4469,5.97,3503,3.74,3730,5.08
20260621,11,11,4294,6.23,4182,4.92,3436,5.84,4495,4.86,5139,6.36,5156,4.4
20260621,11,12,4544,7.58,4138,4.84,5229,5.13,5058,6.9,4487,4.8,4730,5.15
20260621,13,1,5140,4.86,3748,4.41,4601,6.64,3535,4.03,3474,4.39,4511,4.85
20260621,13,2,4393,4.25,4297,6.31,5123,4.36,5092,6.21,3268,4.43,5434,2.73
20260621,13,3,4163,5.25,4680,5.78,3580,3.86,4798,6.38,4215,5.53,4449,3.69
20260621,13,4,5247,4.67,5158,6.84,3977,4.47,5205,5.88,3392,4.38,5425,1.32
20260621,13,5,4109,5.91,4769,6.5,4607,5.77,4041,4.43,3591,3.3,5153,4.06
20260621,13,6,4496,6.64,3878,4.39,3535,4.03,4787,7.0,3352,4.51,5123,4.36
20260621,13,7,4522,5.81,3294,4.36,4239,6.43,3268,4.43,4010,3.96,3748,4.41
20260621,13,8,4446,6.77,3392,4.38,3474,4.39,3580,3.86,5434,2.73,3686,6.12
20260621,13,9,4215,5.53,3977,4.47,5140,4.86,3859,4.43,4607,5.77,3900,6.17
20260621,13,10,4601,6.64,4787,7.0,5205,5.88,4109,5.91,4163,5.25,4393,4.25
20260621,13,11,4769,6.5,4496,6.64,5092,6.21,4239,6.43,5247,4.67,4680,5.78
20260621,13,12,4798,6.38,4446,6.77,4297,6.31,4522,5.81,5158,6.84,3352,4.51
20260621,15,1,5339,5.36,5131,4.12,5318,3.66,5147,4.44,5328,3.86,5431,1.59
20260621,15,2,5343,3.73,5308,4.47,5186,4.44,5315,2.29,5298,6.88,5262,4.4
20260621,15,3,5345,3.16,5134,5.87,5299,6.05,5276,4.55,5368,5.35,5028,6.73
20260621,15,4,5271,3.72,5143,4.06,5359,4.68,5288,3.58,5068,7.4,5330,6.34
20260621,15,5,5282,5.48,5190,4.44,5258,4.74,5278,7.28,5255,6.87,5211,4.31
20260621,15,6,5201,5.48,5221,6.61,5328,3.86,5157,4.05,5403,2.03,5114,5.78
20260621,15,7,5207,5.31,5257,6.31,5237,3.76,5262,4.4,5431,1.59,5150,6.69
20260621,15,8,5280,7.05,5276,4.55,5339,5.36,5325,5.66,5018,6.58,5315,2.29
20260621,15,9,5216,6.25,5368,5.35,5224,7.25,5318,3.66,5143,4.06,5308,4.47
20260621,15,10,5278,7.28,5191,6.84,5330,6.34,5299,6.05,5186,4.44,5131,4.12
20260621,15,11,5221,6.61,5028,6.73,5150,6.69,5298,6.88,5282,5.48,5359,4.68
20260621,15,12,5068,7.4,5255,6.87,5018,6.58,5257,6.31,5114,5.78,5134,5.87
20260621,16,1,4144,6.35,5317,4.8,3832,2.17,4180,5.53,4840,5.02,5467,2.13
20260621,16,2,3233,4.35,4669,5.0,4846,4.44,4891,5.13,4271,4.14,5450,1.53
20260621,16,3,4872,4.53,4336,4.86,5206,4.16,5004,5.77,4450,5.96,4036,6.49
20260621,16,4,3712,4.72,4977,5.88,5338,4.11,4852,7.14,4172,6.16,3207,3.36
20260621,16,5,4656,5.55,5082,5.24,4832,6.59,4358,3.79,3489,5.72,5404,1.89
20260621,16,6,5311,5.38,4743,6.33,4180,5.53,4214,5.38,3842,4.75,3895,3.96
20260621,16,7,4146,5.76,3233,4.35,4518,6.93,3832,2.17,3422,5.96,5259,3.19
20260621,16,8,3999,6.23,4891,5.13,4450,5.96,5317,4.8,4443,5.49,5248,4.48
20260621,16,9,3746,5.49,4840,5.02,3712,4.72,4872,4.53,4669,5.0,4142,5.68
20260621,16,10,4172,6.16,4521,5.11,4271,4.14,4144,6.35,5082,5.24,5004,5.77
20260621,16,11,4133,6.48,3489,5.72,3842,4.75,4518,6.93,4336,4.86,4977,5.88
20260621,16,12,4832,6.59,3422,5.96,3999,6.23,4036,6.49,4743,6.33,4852,7.14
20260621,17,1,3562,5.82,3442,4.47,3458,4.43,3714,4.85,3544,3.77,3982,3.82
20260621,17,2,3797,3.8,3381,5.09,3459,3.56,3353,3.55,4156,5.02,3988,5.75
20260621,17,3,3430,4.15,2878,5.22,3654,6.76,3663,5.67,3647,3.11,3990,4.87
20260621,17,4,3516,4.34,3915,5.42,3568,4.14,3434,4.42,3931,5.91,3744,6.24
20260621,17,5,3978,5.93,3796,4.99,3912,5.59,3473,6.09,3637,4.2,3825,2.96
20260621,17,6,3664,4.74,3353,3.55,3918,6.59,3740,6.19,3630,3.68,3257,6.46
20260621,17,7,4072,6.78,3563,5.17,3544,3.77,3911,5.41,3458,4.43,3797,3.8
20260621,17,8,3898,6.97,3775,3.9,3482,5.17,3516,4.34,3459,3.56,4035,3.94
20260621,17,9,3663,5.67,3434,4.42,3621,5.75,3381,5.09,3442,4.47,4069,6.04
20260621,17,10,3988,5.75,4156,5.02,3473,6.09,3654,6.76,3978,5.93,3915,5.42
20260621,17,11,3744,6.24,4072,6.78,3740,6.19,3912,5.59,2878,5.22,3664,4.74
20260621,17,12,3257,6.46,3931,5.91,3898,6.97,3562,5.82,3563,5.17,3430,4.15
20260621,18,1,4375,5.97,3687,5.31,4906,5.21,5005,6.47,5032,5.44,3930,5.29
20260621,18,2,4131,6.46,4895,5.45,4594,5.59,5238,5.66,4085,5.18,5039,4.41
20260621,18,3,5096,6.14,4676,5.49,4428,6.38,4725,5.12,3627,5.17,4015,5.98
20260621,18,4,5132,7.29,4076,5.27,4880,5.12,4821,5.08,4574,5.33,3761,5.53
20260621,18,5,3703,6.12,4529,6.06,4575,6.29,4489,5.3,4982,5.08,4451,6.27
20260621,18,6,4638,4.95,4131,6.46,5032,5.44,4006,5.35,5238,5.66,4398,6.65
20260621,18,7,4442,5.89,4085,5.18,4725,5.12,4428,6.38,4906,5.21,4786,6.77
20260621,18,8,5039,4.41,4821,5.08,5005,6.47,4676,5.49,4076,5.27,5071,4.77
20260621,18,9,4575,6.29,4574,5.33,4489,5.3,3627,5.17,4895,5.45,5096,6.14
20260621,18,10,4398,6.65,4015,5.98,3703,6.12,4638,4.95,3687,5.31,5132,7.29
20260621,18,11,4451,6.27,4375,5.97,4786,6.77,4880,5.12,4594,5.59,4442,5.89
20260621,18,12,4703,6.55,4064,6.17,3853,6.04,4535,6.36,4269,6.15,5217,6.67
20260621,19,1,3539,4.22,4506,6.46,3631,2.39,5340,3.98,4423,5.66,5389,2.5
20260621,19,2,3156,4.69,4879,4.65,3509,3.71,4752,4.18,4871,4.56,4287,6.16
20260621,19,3,3662,5.17,4711,6.14,3556,6.51,4678,5.19,3680,4.34,3232,6.27
20260621,19,4,3546,4.6,5305,2.28,4039,5.16,4527,4.35,5412,1.57,4985,6.77
20260621,19,5,3826,6.43,4277,5.04,4204,4.75,5110,5.35,5420,1.74,3550,5.72
20260621,19,6,3822,6.25,4209,5.47,4433,6.89,4834,5.56,5340,3.98,3509,3.71
20260621,19,7,4311,6.82,5031,4.62,4871,4.56,5389,2.5,3787,3.85,5038,6.29
20260621,19,8,4191,6.13,3539,4.22,3680,4.34,4983,7.0,5305,2.28,5446,1.43
20260621,19,9,3711,6.01,4527,4.35,3662,5.17,4778,5.49,4204,4.75,3631,2.39
20260621,19,10,3811,6.48,3232,6.27,3550,5.72,4879,4.65,4506,6.46,4834,5.56
20260621,19,11,4433,6.89,4423,5.66,3826,6.43,5038,6.29,4678,5.19,4039,5.16
20260621,19,12,3556,6.51,3822,6.25,4985,6.77,4287,6.16,4311,6.82,4983,7.0
20260621,20,1,3953,3.43,4251,4.5,4567,4.09,4110,4.08,3892,4.83,3922,3.75
20260621,20,2,3804,4.96,3454,5.58,5200,2.05,4177,4.81,5130,4.82,4460,5.89
20260621,20,3,3974,4.4,4365,5.66,4632,4.65,4143,3.87,3773,3.73,4824,5.98
20260621,20,4,5219,5.16,5167,5.53,4288,7.36,4274,4.36,4572,5.3,5192,4.74
20260621,20,5,5054,6.56,4074,6.4,4562,4.88,4434,6.25,4567,4.09,5227,0.0
20260621,20,6,5112,6.9,3892,4.83,4007,4.26,3953,3.43,4460,5.89,4177,4.81
20260621,20,7,4134,5.54,3773,3.73,3974,4.4,3454,5.58,4302,6.79,4110,4.08
20260621,20,8,4122,5.39,4824,5.98,5130,4.82,4365,5.66,4251,4.5,5167,5.53
20260621,20,9,4784,3.58,4990,3.32,4965,4.78,5078,4.71,5200,2.05,5192,4.74
20260621,20,10,4572,5.3,5112,6.9,4143,3.87,4074,6.4,5054,6.56,4007,4.26
20260621,20,11,4436,6.31,5188,6.12,4603,5.04,4228,6.16,3717,5.38,4472,6.36
20260621,20,12,4288,7.36,4302,6.79,4122,5.39,4632,4.65,5219,5.16,4134,5.54
20260621,24,1,5029,6.99,3944,6.14,5104,5.57,5075,6.09,4553,5.91,5043,7.0
20260621,24,2,3984,6.48,4966,5.51,4531,6.24,3777,6.27,4420,5.8,4961,6.57
20260621,24,3,5087,6.95,4645,6.39,4989,6.09,4441,6.02,4352,6.45,4600,6.78
20260621,24,4,5142,7.17,5002,5.84,4590,6.3,3961,6.63,4227,6.19,3854,6.81
20260621,24,5,4553,5.91,5075,6.09,4415,6.25,4370,6.11,4409,6.85,4171,6.12
20260621,24,6,5043,7.0,5055,5.94,4420,5.8,4966,5.51,5256,6.71,5029,6.99
20260621,24,7,4685,7.54,5104,5.57,4352,6.45,3984,6.48,4531,6.24,5087,6.95
20260621,24,8,4828,6.7,3961,6.63,3944,6.14,4804,6.67,4441,6.02,5142,7.17
20260621,24,9,4290,6.95,4939,6.81,4042,6.4,4095,7.08,4241,5.58,4477,7.32
20260621,24,10,3590,6.59,3959,7.01,4991,6.58,3388,6.46,5042,6.25,4704,6.57
20260621,24,11,4659,7.25,3942,6.88,3837,6.27,4028,6.41,3908,6.25,4908,6.56
20260621,24,12,4590,6.3,4370,6.11,4645,6.39,5256,6.71,4828,6.7,4685,7.54
