jcd,r,close_time
02,1,10:47
02,2,11:16
02,3,11:45
02,4,12:14
02,5,12:44
02,6,13:14
02,7,13:45
02,8,14:16
02,9,14:48
02,10,15:21
02,11,15:55
02,12,16:35
03,1,11:14
03,2,11:41
03,3,12:08
03,4,12:35
03,5,13:02
03,6,13:29
03,7,13:56
03,8,14:24
03,9,14:52
03,10,15:22
03,11,15:53
03,12,16:25
04,1,10:55
04,2,11:24
04,3,11:52
04,4,12:22
04,5,12:52
04,6,13:22
04,7,13:53
04,8,14:24
04,9,14:57
04,10,15:30
04,11,16:04
04,12,16:40
05,1,10:30
05,2,10:57
05,3,11:27
05,4,11:57
05,5,12:27
05,6,12:57
05,7,13:29
05,8,14:02
05,9,14:38
05,10,15:14
05,11,15:52
05,12,16:30
07,1,15:25
07,2,15:57
07,3,16:22
07,4,16:47
07,5,17:17
07,6,17:48
07,7,18:17
07,8,18:48
07,9,19:16
07,10,19:48
07,11,20:15
07,12,20:45
11,1,10:29
11,2,10:54
11,3,11:23
11,4,11:49
11,5,12:17
11,6,12:47
11,7,13:17
11,8,13:51
11,9,14:27
11,10,15:00
11,11,15:33
11,12,16:07
12,1,15:19
12,2,15:44
12,3,16:11
12,4,16:37
12,5,17:02
12,6,17:29
12,7,17:55
12,8,18:25
12,9,18:55
12,10,19:23
12,11,20:03
12,12,20:31
13,1,10:43
13,2,11:12
13,3,11:39
13,4,12:03
13,5,12:32
13,6,13:00
13,7,13:32
13,8,14:07
13,9,14:36
13,10,15:07
13,11,15:41
13,12,16:20
14,1,08:32
14,2,08:58
14,3,09:24
14,4,09:50
14,5,10:16
14,6,10:51
14,7,11:20
14,8,11:50
14,9,12:30
14,10,13:04
14,11,13:33
14,12,14:09
15,1,15:22
15,2,15:47
15,3,16:15
15,4,16:42
15,5,17:09
15,6,17:34
15,7,18:02
15,8,18:41
15,9,19:10
15,10,19:39
15,11,20:10
15,12,20:38
16,1,10:49
16,2,11:15
16,3,11:44
16,4,12:20
16,5,12:50
16,6,13:20
16,7,13:50
16,8,14:22
16,9,14:55
16,10,15:36
16,11,16:13
16,12,16:50
17,1,10:40
17,2,11:07
17,3,11:37
17,4,12:07
17,5,12:37
17,6,13:07
17,7,13:40
17,8,14:12
17,9,14:47
17,10,15:24
17,11,16:02
17,12,16:45
22,1,11:47
22,2,12:25
22,3,12:55
22,4,13:26
22,5,14:00
22,6,14:34
22,7,15:03
22,8,15:28
22,9,16:00
22,10,16:28
22,11,16:55
22,12,17:25
23,1,08:44
23,2,09:10
23,3,09:36
23,4,10:02
23,5,10:28
23,6,11:00
23,7,11:33
23,8,12:05
23,9,12:40
23,10,13:11
23,11,13:48
23,12,14:30
24,1,17:41
24,2,18:08
24,3,18:34
24,4,19:03
24,5,19:30
24,6,19:56
24,7,20:25
24,8,20:59
24,9,21:25
24,10,21:51
24,11,22:16
24,12,22:41
