date,jcd,r,登番1,勝率1,登番2,勝率2,登番3,勝率3,登番4,勝率4,登番5,勝率5,登番6,勝率6
20260620,02,1,5013,5.5,5283,2.49,4300,5.26,3302,4.73,4987,3.75,5287,3.56
20260620,02,2,4479,3.73,4387,6.78,4791,5.4,5117,4.37,4714,4.8,5297,3.67
20260620,02,3,4694,3.97,4548,2.96,5146,5.65,4642,6.75,5231,5.62,4385,3.73
20260620,02,4,5003,4.97,4501,5.32,4974,5.29,4900,4.29,5155,6.0,5324,2.36
20260620,02,5,5045,6.5,5072,2.43,3302,4.73,3435,6.42,5079,4.99,4317,4.27
20260620,02,6,4987,3.75,4963,6.43,4714,4.8,5213,5.19,5373,2.54,5264,5.08
20260620,02,7,4642,6.75,4479,3.73,4045,4.09,5174,5.16,5108,2.72,5306,2.64
20260620,02,8,4984,5.04,4385,3.73,5155,6.0,4998,4.3,5117,4.37,4825,6.7
20260620,02,9,5342,1.6,5231,5.62,5013,5.5,4317,4.27,4387,6.78,4738,5.82
20260620,02,10,5213,5.19,5079,4.99,4501,5.32,4300,5.26,4546,6.35,5146,5.65
20260620,02,11,4974,5.29,4045,4.09,4963,6.43,4694,3.97,5045,6.5,4791,5.4
20260620,02,12,3435,6.42,5322,2.34,5003,4.97,4984,5.04,4746,5.31,4117,5.88
20260620,04,1,4863,4.47,3372,2.88,4335,7.2,5137,5.41,4962,5.65,4234,5.01
20260620,04,2,4468,6.51,4491,4.47,5022,4.59,5273,3.89,3226,4.4,5383,2.12
20260620,04,3,3587,4.19,4581,6.25,4261,6.23,4565,3.8,3072,4.18,4411,5.65
20260620,04,4,3377,4.29,4715,6.03,3776,3.44,3976,3.47,4633,5.51,3661,5.26
20260620,04,5,3747,5.26,4424,5.71,4315,4.96,3642,4.27,5226,6.14,4335,7.2
20260620,04,6,4034,3.49,3939,5.29,3226,4.4,4234,5.01,4588,5.48,4427,6.42
20260620,04,7,5273,3.89,4040,5.74,4863,4.47,3419,2.37,4581,6.25,4429,3.35
20260620,04,8,4331,6.12,3072,4.18,3976,3.47,4757,7.01,5023,5.8,4491,4.47
20260620,04,9,4424,5.71,4950,6.85,4715,6.03,4119,5.85,3587,4.19,5022,4.59
20260620,04,10,4633,5.51,4565,3.8,4034,3.49,4468,6.51,5098,5.48,4319,5.64
20260620,04,11,4261,6.23,4315,4.96,4427,6.42,4962,5.65,3661,5.26,4040,5.74
20260620,04,12,4757,7.01,5226,6.14,4411,5.65,4429,3.35,3377,4.29,4588,5.48
20260620,05,1,5304,2.08,4731,5.1,3771,5.12,5422,1.42,4558,4.76,4293,4.89
20260620,05,2,5035,5.64,5135,3.88,4339,3.87,4626,4.48,3948,4.11,3656,5.18
