date,jcd,r,登番1,勝率1,登番2,勝率2,登番3,勝率3,登番4,勝率4,登番5,勝率5,登番6,勝率6
20260630,01,1,3619,4.96,4114,5.27,4151,5.13,5076,5.36,4631,4.81,4918,5.06
20260630,01,2,4152,5.25,4457,4.78,3909,6.63,3532,5.96,3616,4.81,3304,5.9
20260630,01,3,4376,5.73,4740,4.63,4596,5.87,3793,4.2,5212,6.15,4188,7.58
20260630,01,4,4403,6.31,4258,4.96,4695,5.76,4131,6.34,4299,4.58,4468,6.61
20260630,01,5,4357,6.93,4259,5.65,4918,5.06,5289,5.87,4151,5.13,4276,5.88
20260630,01,6,3997,6.45,5269,5.42,4457,4.78,4508,5.17,4114,5.27,3947,4.36
20260630,01,7,4688,6.79,4216,4.66,3304,5.9,3619,4.96,3793,4.2,5076,5.36
20260630,01,8,3514,6.02,3616,4.81,4631,4.81,4258,4.96,4376,5.73,4740,4.63
20260630,01,9,4131,6.34,5133,5.71,4259,5.65,4475,6.07,4695,5.76,3517,5.89
20260630,01,10,4468,6.61,5212,6.15,3532,5.96,4596,5.87,3997,6.45,4357,6.93
20260630,01,11,4188,7.58,3909,6.63,5289,5.87,4688,6.79,4403,6.31,4152,5.25
20260630,01,12,4308,6.87,4736,6.94,4839,5.79,5239,4.86,4960,7.78,5145,6.07
20260630,02,1,3430,4.27,3589,4.34,3463,4.85,3659,5.69,3620,4.13,3922,3.74
20260630,02,2,3912,5.66,4944,4.11,4883,5.97,4112,5.91,4072,6.92,5455,1.52
20260630,02,3,4404,3.7,5242,3.38,3327,6.01,3687,5.3,5042,6.19,5424,1.39
20260630,02,4,3987,5.99,4553,5.75,4081,4.74,5226,5.93,5187,3.24,5449,2.13
20260630,02,5,3516,4.32,3878,4.28,3719,6.91,3589,4.34,3484,5.86,5035,5.59
20260630,02,6,3681,4.47,3797,3.91,3620,4.13,5238,5.68,4944,4.11,3257,6.63
20260630,02,7,4049,6.11,3627,4.96,3430,4.27,5424,1.39,4883,5.97,5341,2.91
20260630,02,8,5351,4.51,5187,3.24,4966,5.35,3473,6.11,5449,2.13,5242,3.38
20260630,02,9,3484,5.86,4471,6.57,3922,3.74,3656,5.15,3482,5.09,4081,4.74
